patient,drug,dose,plate,half,n_rows,frac_untestable
ACH-000927,Docetaxel (Trihydrate),0.05,7,0,62710,0.6521288470738319
ACH-000927,Docetaxel (Trihydrate),0.5,8,0,62710,0.5865252750757455
ACH-000927,Docetaxel (Trihydrate),5.0,9,0,62710,0.6221336309998405
ACH-000927,Dorzolamide (hydrochloride),0.05,7,0,62710,0.6593685217668633
ACH-000927,Dorzolamide (hydrochloride),0.5,8,0,62710,0.5839897942911816
ACH-000927,Dorzolamide (hydrochloride),5.0,9,0,62710,0.6182427045128369
ACH-000927,Doxorubicin (hydrochloride),0.05,7,0,62710,0.650135544570244
ACH-000927,Doxorubicin (hydrochloride),0.5,8,0,62710,0.5858555254345399
ACH-000927,Doxorubicin (hydrochloride),5.0,9,0,62710,0.6282570562908627
ACH-000927,Doxycycline (monohydrate),0.05,7,0,62710,0.6559081486206346
ACH-000927,Doxycycline (monohydrate),0.5,8,0,62710,0.5855525434539945
ACH-000927,Doxycycline (monohydrate),5.0,9,0,62710,0.633136660819646
ACH-000927,Drospirenone,0.05,10,0,62710,0.5894594163610269
ACH-000927,Drospirenone,0.5,11,0,62710,0.616297241269335
ACH-000927,Drospirenone,5.0,12,0,62710,0.5523680433742625
ACH-000927,ERK5-IN-2,0.05,1,0,62710,0.5435496730983894
ACH-000927,ERK5-IN-2,0.5,2,0,62710,0.5321001435177802
ACH-000927,ERK5-IN-2,5.0,3,0,62710,0.5625578057726041
ACH-000927,ETC-206,0.05,1,0,62710,0.5456386541221496
ACH-000927,ETC-206,0.5,2,0,62710,0.5151490990272684
ACH-000927,ETC-206,5.0,3,0,62710,0.6145431350661776
ACH-000927,EX229,0.05,1,0,62710,0.5555413809599745
ACH-000927,EX229,0.5,2,0,62710,0.5287992345718386
ACH-000927,EX229,5.0,3,0,62710,0.6289108595120395
ACH-000927,Econazole,0.05,10,0,62710,0.5879763992983575
ACH-000927,Econazole,0.5,11,0,62710,0.6017062669430713
ACH-000927,Econazole,5.0,12,0,62710,0.5728273002710892
ACH-000927,Edoxaban (tosylate monohydrate),0.05,13,0,62710,0.5879126136182427
ACH-000927,Edoxaban (tosylate monohydrate),0.5,13,0,62710,0.6137777069047998
ACH-000927,Edoxaban (tosylate monohydrate),5.0,13,0,62710,0.6006219103811195
ACH-000927,Elagolix sodium,0.05,4,0,62710,0.5693988199649179
ACH-000927,Elagolix sodium,0.5,5,0,62710,0.5616807526710254
ACH-000927,Elagolix sodium,5.0,14,0,62710,0.5891245415404242
ACH-000927,Elagolix sodium,5.0,6,1,62710,0.5331845000797321
ACH-000927,Elimusertib hydrochloride,0.05,1,0,62710,0.5487960452878329
ACH-000927,Elimusertib hydrochloride,0.5,2,0,62710,0.5221655238398979
ACH-000927,Elimusertib hydrochloride,5.0,3,0,62710,0.6310317333758572
ACH-000927,Encorafenib,0.05,1,0,62710,0.5509807048317653
ACH-000927,Encorafenib,5.0,3,0,62710,0.5784723329612502
ACH-000927,Entecavir (monohydrate),0.05,7,0,62710,0.6547440599585393
ACH-000927,Entecavir (monohydrate),0.5,8,0,62710,0.5768936373784086
ACH-000927,Entecavir (monohydrate),5.0,9,0,62710,0.6147344921065221
ACH-000927,Entrectinib,0.05,10,0,62710,0.582251634508053
ACH-000927,Entrectinib,0.5,11,0,62710,0.5931908786477436
ACH-000927,Entrectinib,5.0,12,0,62710,0.5844044012119279
ACH-000927,Epirubicin (hydrochloride),0.05,7,0,62710,0.6650135544570244
ACH-000927,Epirubicin (hydrochloride),0.5,8,0,62710,0.5741030138733855
ACH-000927,Epirubicin (hydrochloride),5.0,9,0,62710,0.6414128528145432
ACH-000927,Eplerenone,0.05,7,0,62710,0.6495295806091532
ACH-000927,Eplerenone,0.5,8,0,62710,0.583001116249402
ACH-000927,Eplerenone,5.0,9,0,62710,0.6258969861266146
ACH-000927,Erdafitinib ,0.05,1,0,62710,0.550566097911019
ACH-000927,Erdafitinib ,0.5,2,0,62710,0.5411736565141125
ACH-000927,Erdafitinib ,5.0,3,0,62710,0.6039866050071759
ACH-000927,Erlotinib,0.05,7,0,62710,0.6372348907670228
ACH-000927,Erlotinib,0.5,8,0,62710,0.5781852974007335
ACH-000927,Erlotinib,5.0,9,0,62710,0.6416201562749163
ACH-000927,Erythromycin,0.05,10,0,62710,0.5830170626694308
ACH-000927,Erythromycin,0.5,11,0,62710,0.6098867804177962
ACH-000927,Erythromycin,5.0,12,0,62710,0.5789347791420826
ACH-000927,Esmolol (hydrochloride),0.05,10,0,62710,0.5824748843884547
ACH-000927,Esmolol (hydrochloride),0.5,11,0,62710,0.6149417955668952
ACH-000927,Esmolol (hydrochloride),5.0,12,0,62710,0.555621113060118
ACH-000927,Estrone sulfate (potassium),0.05,10,0,62710,0.5934460213682028
ACH-000927,Estrone sulfate (potassium),0.5,11,0,62710,0.6185935257534684
ACH-000927,Estrone sulfate (potassium),5.0,12,0,62710,0.5767022803380641
ACH-000927,Everolimus,0.05,1,0,62710,0.5405676925530218
ACH-000927,Everolimus,0.5,2,0,62710,0.5120714399617285
ACH-000927,Everolimus,5.0,3,0,62710,0.595806091532451
ACH-000927,Fedratinib (hydrochloride hydrate),0.05,10,0,62710,0.5929197895072557
ACH-000927,Fedratinib (hydrochloride hydrate),0.5,11,0,62710,0.6082921384149258
ACH-000927,Fedratinib (hydrochloride hydrate),5.0,12,0,62710,0.5720459256896827
ACH-000927,Fenofibrate,0.05,7,0,62710,0.6314782331366608
ACH-000927,Fenofibrate,0.5,8,0,62710,0.586445542975602
ACH-000927,Fenofibrate,5.0,9,0,62710,0.6357518737043534
ACH-000927,Ferulic acid,0.05,7,0,62710,0.65276670387498
ACH-000927,Ferulic acid,0.5,8,0,62710,0.5895869877212566
ACH-000927,Ferulic acid,5.0,9,0,62710,0.6372189443469941
ACH-000927,Filgotinib,0.05,10,0,62710,0.5834476160102057
ACH-000927,Filgotinib,0.5,11,0,62710,0.6130282251634508
ACH-000927,Filgotinib,5.0,12,0,62710,0.5428480306171265
ACH-000927,Finasteride,0.05,7,0,62710,0.6536278105565301
ACH-000927,Finasteride,0.5,8,0,62710,0.5782490830808483
ACH-000927,Finasteride,5.0,9,0,62710,0.6288470738319247
ACH-000927,Fingolimod (hydrochloride),0.05,10,0,62710,0.5830170626694308
ACH-000927,Fingolimod (hydrochloride),0.5,11,0,62710,0.5972891085951204
ACH-000927,Fingolimod (hydrochloride),5.0,12,0,62710,0.5903364694626057
ACH-000927,Flumatinib (mesylate),0.05,13,0,62710,0.5983415723170148
ACH-000927,Flumatinib (mesylate),0.05,7,1,62710,0.6564343804815819
ACH-000927,Flumatinib (mesylate),0.5,13,0,62710,0.5982458937968426
ACH-000927,Flumatinib (mesylate),0.5,8,1,62710,0.583431669590177
ACH-000927,Flumatinib (mesylate),5.0,13,0,62710,0.6129006538032212
ACH-000927,Flumatinib (mesylate),5.0,9,1,62710,0.6354648381438367
ACH-000927,Flutamide,0.05,10,0,62710,0.58757773879764
ACH-000927,Flutamide,0.5,11,0,62710,0.6171105086907989
ACH-000927,Flutamide,5.0,12,0,62710,0.5834635624302345
ACH-000927,Fluvoxamine,0.05,7,0,62710,0.6477914208260246
ACH-000927,Fluvoxamine,0.5,8,0,62710,0.5725402647105725
ACH-000927,Fluvoxamine,5.0,9,0,62710,0.6385106043693191
ACH-000927,Fluvoxamine (maleate),0.05,4,0,62710,0.5756817094562271
ACH-000927,Fluvoxamine (maleate),0.5,5,0,62710,0.5651570722372827
ACH-000927,Fluvoxamine (maleate),5.0,14,0,62710,0.5805134747249242
ACH-000927,Fluvoxamine (maleate),5.0,6,1,62710,0.5319725721575507
ACH-000927,Folic acid,0.05,4,0,62710,0.564551108276192
ACH-000927,Folic acid,0.5,5,0,62710,0.54206665603572
ACH-000927,Folic acid,5.0,14,0,62710,0.5900015946420029
ACH-000927,Folic acid,5.0,6,1,62710,0.5158347950885026
ACH-000927,Fostamatinib (disodium hexahydrate),0.05,13,0,62710,0.5997129644394833
ACH-000927,Fostamatinib (disodium hexahydrate),0.5,13,0,62710,0.6099665125179398
ACH-000927,Fostamatinib (disodium hexahydrate),5.0,13,0,62710,0.610221655238399
ACH-000927,Fulvestrant,0.05,10,0,62710,0.5895072556211131
ACH-000927,Fulvestrant,0.5,11,0,62710,0.6135385106043694
ACH-000927,Fulvestrant,5.0,12,0,62710,0.5575187370435337
ACH-000927,Fumaric acid,0.05,13,0,62710,0.6009886780417796
ACH-000927,Fumaric acid,0.05,7,1,62710,0.6486206346675172
ACH-000927,Fumaric acid,0.5,13,0,62710,0.5978791261361824
ACH-000927,Fumaric acid,0.5,8,1,62710,0.565252750757455
ACH-000927,Fumaric acid,5.0,13,0,62710,0.6121511720618721
ACH-000927,Fumaric acid,5.0,9,1,62710,0.6177164726518897
ACH-000927,Furosemide,0.05,4,0,62710,0.5757614415563705
ACH-000927,Furosemide,0.5,5,0,62710,0.5616169669909106
ACH-000927,Furosemide,5.0,14,0,62710,0.5685217668633392
ACH-000927,Furosemide,5.0,6,1,62710,0.5379365332482857
ACH-000927,Fusidic acid,0.05,4,0,62710,0.5595279859671504
ACH-000927,Fusidic acid,0.5,5,0,62710,0.5573273800031893
ACH-000927,Fusidic acid,5.0,14,0,62710,0.5739754425131558
ACH-000927,Fusidic acid,5.0,6,1,62710,0.5299154839738479
ACH-000927,Futibatinib,0.05,1,0,62710,0.5538670068569607
ACH-000927,Futibatinib,0.5,2,0,62710,0.5281932706107478
ACH-000927,Futibatinib,5.0,3,0,62710,0.6335353213203636
ACH-000927,GSK1059615,0.05,1,0,62710,0.5491628129484931
ACH-000927,GSK1059615,0.5,2,0,62710,0.535337266783607
ACH-000927,GSK1059615,5.0,3,0,62710,0.5954871631318769
ACH-000927,Gallic acid,0.05,4,0,62710,0.5783447616010206
ACH-000927,Gallic acid,0.5,5,0,62710,0.5472173497049913
ACH-000927,Gallic acid,5.0,14,0,62710,0.5817732419071918
ACH-000927,Gallic acid,5.0,6,1,62710,0.5167437410301388
ACH-000927,Gallic acid (hydrate),0.05,4,0,62710,0.5686493382235688
ACH-000927,Gallic acid (hydrate),0.5,5,0,62710,0.5654281613777707
ACH-000927,Gallic acid (hydrate),5.0,14,0,62710,0.5766703874980067
ACH-000927,Gallic acid (hydrate),5.0,6,1,62710,0.5396109073512997
ACH-000927,Gefitinib,0.05,10,0,62710,0.5844841333120714
ACH-000927,Gefitinib,0.5,11,0,62710,0.6012438207622389
ACH-000927,Gefitinib,5.0,12,0,62710,0.5520491149736884
ACH-000927,Gemcitabine,0.05,1,0,62710,0.5245096475841173
ACH-000927,Gemcitabine,0.5,2,0,62710,0.5123106362621591
ACH-000927,Gemcitabine,5.0,3,0,62710,0.5988199649178759
ACH-000927,Gemfibrozil,0.05,4,0,62710,0.5746451921543614
ACH-000927,Gemfibrozil,0.5,5,0,62710,0.5609312709296763
ACH-000927,Gemfibrozil,5.0,14,0,62710,0.5734173178121512
ACH-000927,Gemfibrozil,5.0,6,1,62710,0.5360708021049274
ACH-000927,Glasdegib,0.05,13,0,62710,0.5912135225641844
ACH-000927,Glasdegib,0.5,13,0,62710,0.5865731143358316
ACH-000927,Glasdegib,5.0,13,0,62710,0.5981023760165842
ACH-000927,Glycyrrhizic acid,0.05,7,0,62710,0.6703874980066975
ACH-000927,Glycyrrhizic acid,0.5,8,0,62710,0.5973050550151491
ACH-000927,Glycyrrhizic acid,5.0,9,0,62710,0.6430553340774996
ACH-000927,Goserelin (acetate),0.05,4,0,62710,0.5563865412214958
ACH-000927,Goserelin (acetate),0.5,5,0,62710,0.5504704193908467
ACH-000927,Goserelin (acetate),5.0,14,0,62710,0.5799075107638335
ACH-000927,Goserelin (acetate),5.0,6,1,62710,0.5164726518896507
ACH-000927,HI-TOPK-032,0.05,1,0,62710,0.5510604369319088
ACH-000927,HI-TOPK-032,0.5,2,0,62710,0.5201243820762239
ACH-000927,HI-TOPK-032,5.0,3,0,62710,0.614527188646149
ACH-000927,Harringtonine,0.05,7,0,62710,0.6721416042098549
ACH-000927,Harringtonine,0.5,8,0,62710,0.5689204273640568
ACH-000927,Harringtonine,5.0,9,0,62710,0.601610588422899
ACH-000927,Hesperidin,0.05,7,0,62710,0.6529740073353533
ACH-000927,Hesperidin,0.5,8,0,62710,0.5910062191038112
ACH-000927,Hesperidin,5.0,9,0,62710,0.6462446180832403
ACH-000927,Hexylresorcinol,0.05,4,0,62710,0.5590814862063467
ACH-000927,Hexylresorcinol,0.5,5,0,62710,0.5545208100781375
ACH-000927,Hexylresorcinol,5.0,14,0,62710,0.566273321639292
ACH-000927,Hexylresorcinol,5.0,6,1,62710,0.5185935257534684
ACH-000927,Homoharringtonine,0.05,4,0,62710,0.5679158029022484
ACH-000927,Homoharringtonine,0.5,5,0,62710,0.540392281932706
ACH-000927,Homoharringtonine,5.0,14,0,62710,0.5456386541221496
ACH-000927,Homoharringtonine,5.0,6,1,62710,0.5201562749162812
ACH-000927,Hydroxyfasudil,0.05,1,0,62710,0.5695742305852336
ACH-000927,Hydroxyfasudil,0.05,13,1,62710,0.588646148939563
ACH-000927,Hydroxyfasudil,0.5,2,0,62710,0.5318131079572636
ACH-000927,Hydroxyfasudil,5.0,3,0,62710,0.6316536437569765
ACH-000927,Hydroxyurea,0.05,7,0,62710,0.6679317493222772
ACH-000927,Hydroxyurea,0.5,8,0,62710,0.5898740232817733
ACH-000927,Hydroxyurea,5.0,9,0,62710,0.6328177324190719
ACH-000927,IQ 1,0.05,1,0,62710,0.5535321320363579
ACH-000927,IQ 1,0.5,2,0,62710,0.5328017859990433
ACH-000927,IQ 1,5.0,3,0,62710,0.6288949130920108
ACH-000927,Idarubicin (hydrochloride),0.05,4,0,62710,0.558953914846117
ACH-000927,Idarubicin (hydrochloride),0.5,5,0,62710,0.5186732578536118
ACH-000927,Idarubicin (hydrochloride),5.0,14,0,62710,0.56396109073513
ACH-000927,Idarubicin (hydrochloride),5.0,6,1,62710,0.5088662095359592
ACH-000927,Idoxuridine,0.05,10,0,62710,0.5953914846117047
ACH-000927,Idoxuridine,0.5,11,0,62710,0.6148142242066656
ACH-000927,Idoxuridine,5.0,12,0,62710,0.5738159783128688
ACH-000927,Imiquimod (hydrochloride),0.05,10,0,62710,0.5874820602774677
ACH-000927,Imiquimod (hydrochloride),0.5,11,0,62710,0.6051666400893
ACH-000927,Imiquimod (hydrochloride),5.0,12,0,62710,0.5946420028703556
ACH-000927,Imiquimod (maleate),0.05,7,0,62710,0.658634986445543
ACH-000927,Imiquimod (maleate),0.5,8,0,62710,0.5954393238717908
ACH-000927,Imiquimod (maleate),5.0,9,0,62710,0.6457662254823792
ACH-000927,Indacaterol (maleate),0.05,10,0,62710,0.5895710413012278
ACH-000927,Indacaterol (maleate),0.5,11,0,62710,0.5958379843725083
ACH-000927,Indacaterol (maleate),5.0,12,0,62710,0.5715515866687929
ACH-000927,Infigratinib,0.05,1,0,62710,0.5476638494657949
ACH-000927,Infigratinib,0.5,2,0,62710,0.5179078296922341
ACH-000927,Infigratinib,5.0,3,0,62710,0.6056290862701323
ACH-000927,Ipatasertib,0.05,1,0,62710,0.5588741827459736
ACH-000927,Ipatasertib,0.5,2,0,62710,0.5361026949449849
ACH-000927,Ipatasertib,5.0,3,0,62710,0.5940041460692075
ACH-000927,Irinotecan,0.05,1,0,62710,0.541046085153883
ACH-000927,Irinotecan,0.5,2,0,62710,0.5159464200287035
ACH-000927,Irinotecan,5.0,3,0,62710,0.5843406155318132
ACH-000927,Irinotecan (hydrochloride),0.05,13,0,62710,0.6158507415085314
ACH-000927,Irinotecan (hydrochloride),0.05,7,1,62710,0.6556530059001754
ACH-000927,Irinotecan (hydrochloride),0.5,13,0,62710,0.6041939084675491
ACH-000927,Irinotecan (hydrochloride),0.5,8,1,62710,0.5665284643597512
ACH-000927,Irinotecan (hydrochloride),5.0,13,0,62710,0.6256258969861266
ACH-000927,Irinotecan (hydrochloride),5.0,9,1,62710,0.6140328496252592
ACH-000927,Isocorydine,0.05,4,0,62710,0.5632435018338383
ACH-000927,Isocorydine,0.5,5,0,62710,0.5648540902567374
ACH-000927,Isocorydine,5.0,14,0,62710,0.5825546164885983
ACH-000927,Isocorydine,5.0,6,1,62710,0.5251156115452081
ACH-000927,Ivabradine (hydrochloride),0.05,13,0,62710,0.6060118003508213
ACH-000927,Ivabradine (hydrochloride),0.5,13,0,62710,0.6238080051028544
ACH-000927,Ivabradine (hydrochloride),5.0,13,0,62710,0.6136182427045128
ACH-000927,Ivermectin,0.05,10,0,62710,0.5872588103970658
ACH-000927,Ivermectin,0.5,11,0,62710,0.6172061872109711
ACH-000927,Ivermectin,5.0,12,0,62710,0.5653643756976559
ACH-000927,Ixazomib,0.05,1,0,62710,0.5570562908627014
ACH-000927,Ixazomib,0.5,2,0,62710,0.5150215276670388
ACH-000927,Ixazomib,5.0,3,0,62710,0.6227874342210173
ACH-000927,Ixazomib citrate,0.05,10,0,62710,0.5873544889172381
ACH-000927,Ixazomib citrate,0.5,11,0,62710,0.6122309041620156
ACH-000927,Ixazomib citrate,5.0,12,0,62710,0.572619996810716
ACH-000927,L-Eflornithine (monohydrochloride),0.05,10,0,62710,0.5906075586030936
ACH-000927,L-Eflornithine (monohydrochloride),0.5,11,0,62710,0.6164726518896507
ACH-000927,L-Eflornithine (monohydrochloride),5.0,12,0,62710,0.5839419550310955
ACH-000927,L-Thyroxine (sodium salt pentahydrate),0.05,4,0,62710,0.5722691755700845
ACH-000927,L-Thyroxine (sodium salt pentahydrate),0.5,5,0,62710,0.5656354648381439
ACH-000927,L-Thyroxine (sodium salt pentahydrate),5.0,14,0,62710,0.6113219582203795
ACH-000927,L-Thyroxine (sodium salt pentahydrate),5.0,6,1,62710,0.5265986286078775
ACH-000927,LB-100,0.05,1,0,62710,0.5341731781215118
ACH-000927,LB-100,0.5,2,0,62710,0.5197097751554776
ACH-000927,LB-100,5.0,3,0,62710,0.6157710094083878
ACH-000927,LJI308,0.05,1,0,62710,0.5566257375219263
ACH-000927,LJI308,0.5,2,0,62710,0.5355126774039228
ACH-000927,LJI308,5.0,3,0,62710,0.6267102535480784
ACH-000927,LY-2584702 (tosylate salt),0.05,1,0,62710,0.5572476479030458
ACH-000927,LY-2584702 (tosylate salt),0.5,2,0,62710,0.5359751235847552
ACH-000927,LY-2584702 (tosylate salt),5.0,3,0,62710,0.6389730505501515
ACH-000927,LY2090314,0.05,1,0,62710,0.5453675649816616
ACH-000927,LY2090314,0.5,2,0,62710,0.5170945622707702
ACH-000927,LY2090314,5.0,3,0,62710,0.6031095519055972
ACH-000927,Lactate (calcium),0.05,10,0,62710,0.5791420826024557
ACH-000927,Lactate (calcium),0.5,11,0,62710,0.6071121033328017
ACH-000927,Lactate (calcium),5.0,12,0,62710,0.5744219422739595
ACH-000927,Lapatinib ditosylate,0.05,1,0,62710,0.5551586668792856
ACH-000927,Lapatinib ditosylate,0.5,2,0,62710,0.5167915802902249
ACH-000927,Lapatinib ditosylate,5.0,3,0,62710,0.6028384627651092
ACH-000927,Larotrectinib,0.05,4,0,62710,0.5513315260723968
ACH-000927,Larotrectinib,0.5,5,0,62710,0.5572954871631319
ACH-000927,Larotrectinib,5.0,14,0,62710,0.5717429437091373
ACH-000927,Larotrectinib,5.0,6,1,62710,0.5433104767979589
ACH-000927,Larotrectinib sulfate,0.05,13,0,62710,0.6099027268378249
ACH-000927,Larotrectinib sulfate,0.5,13,0,62710,0.6092967628767342
ACH-000927,Larotrectinib sulfate,5.0,13,0,62710,0.6037793015468027
ACH-000927,Lenalidomide (hemihydrate),0.05,4,0,62710,0.5826343485887419
ACH-000927,Lenalidomide (hemihydrate),0.5,5,0,62710,0.5672301068410142
ACH-000927,Lenalidomide (hemihydrate),5.0,14,0,62710,0.5887896667198214
ACH-000927,Lenalidomide (hemihydrate),5.0,6,1,62710,0.5407112103332802
ACH-000927,Levobupivacaine (hydrochloride),0.05,7,0,62710,0.6339339818210812
ACH-000927,Levobupivacaine (hydrochloride),0.5,8,0,62710,0.5785999043214798
ACH-000927,Levobupivacaine (hydrochloride),5.0,9,0,62710,0.6261680752671025
ACH-000927,Lidocaine (hydrochloride),0.05,4,0,62710,0.5911178440440121
ACH-000927,Lidocaine (hydrochloride),0.5,5,0,62710,0.5671184819008133
ACH-000927,Lidocaine (hydrochloride),5.0,14,0,62710,0.5790304576622548
ACH-000927,Lidocaine (hydrochloride),5.0,6,1,62710,0.5457981183224366
ACH-000927,Ligustrazine,0.05,7,0,62710,0.650837187051507
ACH-000927,Ligustrazine,0.5,8,0,62710,0.5807526710253548
ACH-000927,Ligustrazine,5.0,9,0,62710,0.6368681231063626
ACH-000927,Lipoic acid,0.05,4,0,62710,0.566273321639292
ACH-000927,Lipoic acid,0.5,5,0,62710,0.5498963482698134
ACH-000927,Lipoic acid,5.0,14,0,62710,0.5636581087545846
ACH-000927,Lipoic acid,5.0,6,1,62710,0.5285919311114655
ACH-000927,Lonafarnib,0.05,1,0,62710,0.5439802264391644
ACH-000927,Lonafarnib,0.5,2,0,62710,0.5173815978312869
ACH-000927,Lonafarnib,5.0,3,0,62710,0.6444586190400255
ACH-000927,Loperamide (hydrochloride),0.05,10,0,62710,0.5973528942752352
ACH-000927,Loperamide (hydrochloride),0.5,11,0,62710,0.6017381597831287
ACH-000927,Loperamide (hydrochloride),5.0,12,0,62710,0.5794450645830012
ACH-000927,Lopinavir,0.05,10,0,62710,0.5885664168394196
ACH-000927,Lopinavir,0.5,11,0,62710,0.6004146069207463
ACH-000927,Lopinavir,5.0,12,0,62710,0.5770531015786956
ACH-000927,Lucanthone,0.05,7,0,62710,0.596826662414288
ACH-000927,Lucanthone,0.5,8,0,62710,0.5796364216233456
ACH-000927,Lucanthone,5.0,9,0,62710,0.6046563546483814
ACH-000927,Lumateperone (tosylate),0.05,4,0,62710,0.5666560357199809
ACH-000927,Lumateperone (tosylate),0.5,5,0,62710,0.5508531334715356
ACH-000927,Lumateperone (tosylate),5.0,14,0,62710,0.5789347791420826
ACH-000927,Lumateperone (tosylate),5.0,6,1,62710,0.5250518258650932
ACH-000927,MK-3903,0.05,1,0,62710,0.5524796683144634
ACH-000927,MK-3903,0.5,2,0,62710,0.5335353213203636
ACH-000927,MK-3903,5.0,3,0,62710,0.626088343166959
ACH-000927,MK-8353,0.05,1,0,62710,0.5550948811991708
ACH-000927,MK-8353,0.5,2,0,62710,0.5221495774198692
ACH-000927,MK-8353,5.0,3,0,62710,0.6235209695423377
ACH-000927,ML264,0.05,1,0,62710,0.5514750438526551
ACH-000927,ML264,0.5,2,0,62710,0.5240790942433424
ACH-000927,ML264,5.0,3,0,62710,0.6132355286238239
ACH-000927,Macitentan,0.05,7,0,62710,0.6422739594960931
ACH-000927,Macitentan,0.5,8,0,62710,0.5746292457343326
ACH-000927,Macitentan,5.0,9,0,62710,0.6345239993621432
ACH-000927,Malotilate,0.05,10,0,62710,0.5971455908148621
ACH-000927,Malotilate,0.05,13,1,62710,0.614957741986924
ACH-000927,Malotilate,0.5,11,0,62710,0.6143517780258332
ACH-000927,Malotilate,5.0,12,0,62710,0.5815340456067613
ACH-000927,Mebendazole,0.05,7,0,62710,0.6536597033965875
ACH-000927,Mebendazole,0.5,8,0,62710,0.5879604528783288
ACH-000927,Mebendazole,5.0,9,0,62710,0.61845000797321
ACH-000927,Medroxyprogesterone acetate,0.05,4,0,62710,0.5762557805772605
ACH-000927,Medroxyprogesterone acetate,0.5,5,0,62710,0.5683304098229948
ACH-000927,Medroxyprogesterone acetate,5.0,14,0,62710,0.5864933822356881
ACH-000927,Medroxyprogesterone acetate,5.0,6,1,62710,0.5349386062828895
ACH-000927,Megestrol,0.05,4,0,62710,0.558044968904481
ACH-000927,Megestrol,0.5,5,0,62710,0.5578695582841652
ACH-000927,Megestrol,5.0,14,0,62710,0.5628129484930633
ACH-000927,Megestrol,5.0,6,1,62710,0.5340137139212247
ACH-000927,Meloxicam,0.05,10,0,62710,0.587306649657152
ACH-000927,Meloxicam,0.5,11,0,62710,0.609631637697337
ACH-000927,Meloxicam,5.0,12,0,62710,0.5770212087386382
ACH-000927,Menadione,0.05,7,0,62710,0.6659065539786317
ACH-000927,Menadione,0.5,8,0,62710,0.5918513793653325
ACH-000927,Menadione,5.0,9,0,62710,0.6395471216711848
ACH-000927,Methotrexate,0.05,10,0,62710,0.5977834476160102
ACH-000927,Methotrexate,0.5,11,0,62710,0.6095519055971934
ACH-000927,Methotrexate,5.0,12,0,62710,0.5633870196140967
ACH-000927,Methyl aminolevulinate (hydrochloride),0.05,10,0,62710,0.5887896667198214
ACH-000927,Methyl aminolevulinate (hydrochloride),0.5,11,0,62710,0.5904002551427204
ACH-000927,Methyl aminolevulinate (hydrochloride),5.0,12,0,62710,0.5666081964598948
ACH-000927,Methylprednisolone succinate,0.05,13,0,62710,0.594673895710413
ACH-000927,Methylprednisolone succinate,0.5,2,0,62710,0.5342848030617127
ACH-000927,Methylprednisolone succinate,5.0,3,0,62710,0.621734970499123
ACH-000927,Methylthiouracil,0.05,10,0,62710,0.5719821400095678
ACH-000927,Methylthiouracil,0.5,11,0,62710,0.6014351778025833
ACH-000927,Methylthiouracil,5.0,12,0,62710,0.5532610428958699
ACH-000927,Mifepristone,0.05,7,0,62710,0.6594801467070642
ACH-000927,Mifepristone,0.5,8,0,62710,0.5788391006219104
ACH-000927,Mifepristone,5.0,9,0,62710,0.6375059799075108
ACH-000927,Minodronic acid,0.05,1,0,62710,0.5437569765587625
ACH-000927,Minodronic acid,0.5,2,0,62710,0.5034603731462287
ACH-000927,Minodronic acid,5.0,3,0,62710,0.612804975283049
ACH-000927,Mitoxantrone (dihydrochloride),0.05,4,0,62710,0.5738159783128688
ACH-000927,Mitoxantrone (dihydrochloride),0.5,5,0,62710,0.5563387019614097
ACH-000927,Mitoxantrone (dihydrochloride),5.0,14,0,62710,0.5646627332163929
ACH-000927,Mitoxantrone (dihydrochloride),5.0,6,1,62710,0.5341412852814543
ACH-000927,Monocrotaline,0.05,7,0,62710,0.6663371073194068
ACH-000927,Monocrotaline,0.5,8,0,62710,0.5836389730505501
ACH-000927,Monocrotaline,5.0,9,0,62710,0.6394992824110987
ACH-000927,Mozavaptan,0.05,7,0,62710,0.6634826981342689
ACH-000927,Mozavaptan,0.5,8,0,62710,0.585313347153564
ACH-000927,Mozavaptan,5.0,9,0,62710,0.6406793174932228
ACH-000927,NG25,0.05,1,0,62710,0.5561632913410939
ACH-000927,NG25,0.5,2,0,62710,0.5254823792058683
ACH-000927,NG25,5.0,3,0,62710,0.6259926646467868
ACH-000927,NVP-BHG712,0.05,1,0,62710,0.5383989794291182
ACH-000927,NVP-BHG712,0.5,2,0,62710,0.5335034284803062
ACH-000927,NVP-BHG712,5.0,3,0,62710,0.6154520810078138
ACH-000927,Nafamostat (mesylate),0.05,10,0,62710,0.5943071280497528
ACH-000927,Nafamostat (mesylate),0.5,11,0,62710,0.6136341891245416
ACH-000927,Nafamostat (mesylate),5.0,12,0,62710,0.5707542656673577
ACH-000927,Naproxen,0.05,13,0,62710,0.604895550948812
ACH-000927,Naproxen,0.05,7,1,62710,0.6661457502790623
ACH-000927,Naproxen,0.5,13,0,62710,0.5985648221974167
ACH-000927,Naproxen,0.5,8,1,62710,0.5730824429915484
ACH-000927,Naproxen,5.0,13,0,62710,0.606075586030936
ACH-000927,Naproxen,5.0,9,1,62710,0.6434061553181311
ACH-000927,Neratinib,0.05,10,0,62710,0.5991867325785362
ACH-000927,Neratinib,0.5,11,0,62710,0.610652208579174
ACH-000927,Neratinib,5.0,12,0,62710,0.5874342210173816
ACH-000927,Neratinib (maleate),0.05,4,0,62710,0.5760963163769733
ACH-000927,Neratinib (maleate),0.5,5,0,62710,0.5678679636421623
