gene,n_pairs,r
ENSG00000289180,6794,0.0733
CACTIN-AS1,3615,0.0733
ZBTB24-DT,1873,0.0733
FCRL6,705,0.0733
ZNF510,7358,0.0733
RCC2,7485,0.0733
ENSG00000260836,3464,0.0733
EXOC7,7558,0.0733
CDK5RAP2,7605,0.0733
ENSG00000279026,3318,0.0733
GUSB,7461,0.0733
TAS1R2,1929,0.0733
GON4L,7574,0.0733
ENSG00000285790,1318,0.0733
GPBAR1,4381,0.0733
PTGS1,6946,0.0733
HAO2,1579,0.0733
TIMM13,7310,0.0733
ZNF519,7424,0.0733
ENSG00000268584,6637,0.0733
LRG1,5680,0.0733
CYP2D7,6804,0.0733
ENSG00000289840,618,0.0733
ARHGEF37,7274,0.0733
TOR2A,6701,0.0733
TATDN3,7358,0.0732
ENSG00000276292,4710,0.0732
ENSG00000288971,5901,0.0732
ABCA4,5604,0.0732
PRKCZ,7523,0.0732
SSC5D,7104,0.0732
ENSG00000225676,6205,0.0732
LYNX1,2764,0.0732
TBL2,7406,0.0732
ENSG00000287987,981,0.0732
ZNF687,7337,0.0732
TRBV30,770,0.0732
MGRN1,7582,0.0732
ENSG00000225806,6560,0.0732
LRP5L,7473,0.0732
F8,7215,0.0732
FANCC,7511,0.0732
MMP25-AS1,7321,0.0732
EPHA3,7298,0.0732
ECEL1,2133,0.0732
SLC9A3,7108,0.0732
ENSG00000269583,854,0.0732
HNF1A,5289,0.0732
ENSG00000248646,5235,0.0732
ENSG00000242324,1452,0.0732
SSR2,7589,0.0732
ENSG00000268945,6918,0.0732
GATD1-DT,7292,0.0731
ENSG00000290569,6856,0.0731
RNF121,7605,0.0731
NCF4-AS1,619,0.0731
CCN4,7087,0.0731
BCO1,4283,0.0731
C1QTNF9,5428,0.0731
ENSG00000258216,7086,0.0731
ENSG00000258179,548,0.0731
PHAF1,7515,0.0731
ENSG00000272707,1353,0.0731
LINC01433,5384,0.0731
ENSG00000289867,128,0.0731
POLR1E,7377,0.0731
STK19,7333,0.0731
PGAM5,7345,0.073
LRFN4,7043,0.073
RPL37A-DT,5796,0.073
PSD2-AS1,1427,0.073
GOLGA8G,81,0.073
PLPPR2,7289,0.073
GFY,1397,0.073
SNTB2,7569,0.073
TPGS1,7252,0.073
SLC7A4,315,0.073
TLCD1,6848,0.073
LDB2,7024,0.073
FAM86HP,6906,0.073
ENSG00000283205,189,0.073
ENSG00000257904,2173,0.073
CACHD1,7509,0.073
ENSG00000286536,6813,0.073
LINC01210,1937,0.073
NSUN5P1-1,6768,0.073
FGF8,4992,0.0729
KLF3-AS1,7206,0.0729
LINC01896,81,0.0729
CBLL1,7483,0.0729
MRPL24,7355,0.0729
AACSP1-1,4393,0.0729
PRKD3,7629,0.0729
NPM3,7191,0.0729
ENO4,7240,0.0729
RN7SL543P,34,0.0729
KLHL22,7475,0.0729
DRD1,1280,0.0729
GMIP,7332,0.0729
PLCB3,7453,0.0729
RBMY2QP,489,0.0729
ENSG00000288050,712,0.0729
ZAN,6374,0.0729
CLIC2,6905,0.0729
SBDSP1,7326,0.0729
SCAT8,5707,0.0729
ENSG00000260536,7172,0.0729
S100G,276,0.0729
HMGN2P15,1915,0.0729
LINC01144,1400,0.0729
ENSG00000286543,6074,0.0729
ENSG00000280107,2954,0.0729
LINC01145-1,7342,0.0729
ENSG00000267287,456,0.0729
ZNF230,7247,0.0728
ASCC2,7482,0.0728
PRKRA,7515,0.0728
ENSG00000251446,36,0.0728
ENSG00000226180,4294,0.0728
ANKRD34A,5652,0.0728
ZNF430,7441,0.0728
ENSG00000232546,7121,0.0728
ZSCAN20,7319,0.0728
FAM174B,7381,0.0728
GRIN2A,7184,0.0728
ENSG00000286451,4405,0.0728
SNHG18,6056,0.0728
ENSG00000250791,375,0.0728
ENSG00000282386,6503,0.0728
ENSG00000286572,3186,0.0728
CLDN3,6179,0.0728
MRPL13,7488,0.0728
FBRSL1,7512,0.0728
FOXRED2,7239,0.0728
ATP10B,7206,0.0728
LINC01910,3714,0.0728
STARD7,7537,0.0728
TCF23,705,0.0728
PDAP1,7530,0.0728
ENSG00000244706,1948,0.0727
TNRC6A,7630,0.0727
HOXC12,1535,0.0727
LRP1B,7502,0.0727
ENSG00000290476,7338,0.0727
LINC01913,4892,0.0727
ADORA2A,7227,0.0727
DNAJC9-AS1-1,6998,0.0727
HDHD2,7480,0.0727
ENSG00000227294,411,0.0727
THSD4-AS1,7334,0.0727
UBASH3A,4705,0.0727
INTS7,7583,0.0727
DUSP18,7433,0.0727
MDFIC,7453,0.0727
MAD2L1,7354,0.0727
NTRK3,6186,0.0727
KRI1,7379,0.0727
ENSG00000273639,2277,0.0727
HNRNPF,7559,0.0727
DUS4L-BCAP29,6253,0.0727
TMEM54,7094,0.0727
ENSG00000287175,5054,0.0727
CCNE2,7329,0.0727
LINC01242,4805,0.0727
ACO2,7534,0.0726
DHX57,7502,0.0726
ATP2C2-AS1,7167,0.0726
RPL23AP11,364,0.0726
HIF1A-AS1,6611,0.0726
TEX41,7463,0.0726
CMKLR2-AS,4551,0.0726
RNU6-795P,1367,0.0726
OXA1L-DT,7254,0.0726
ENSG00000278456,220,0.0726
ENSG00000286823,6189,0.0726
BLMH,7400,0.0726
ENSG00000287092,6534,0.0726
LINC01655,5414,0.0726
MRPL12,7192,0.0726
SSB,7593,0.0726
ENSG00000286002,105,0.0726
SMIM10,5012,0.0726
NDUFS2,7504,0.0726
ACTR3B,7404,0.0726
NUDT19,7296,0.0726
ZNRF3-AS1,4401,0.0726
ENSG00000272438,6886,0.0726
ZBTB8A,7488,0.0726
ENSG00000286600,3078,0.0726
ENSG00000276718,1120,0.0726
ENSG00000254859,6179,0.0726
CLCA2,1833,0.0726
GUCA2B,119,0.0725
SLC24A5,6639,0.0725
DPAGT1,7306,0.0725
PRORY,156,0.0725
SKAP1,7562,0.0725
DCTN5,7504,0.0725
LINC00964,5706,0.0725
STEAP4,6747,0.0725
BRI3,7596,0.0725
TAX1BP3,7325,0.0725
CRYBA2,1478,0.0725
ENSG00000227293,105,0.0725
MZF1-AS1,7290,0.0725
ENSG00000285585,1503,0.0725
SIRPA,7255,0.0725
TBC1D3P1-DHX40P1,3782,0.0725
CYP27B1,6982,0.0725
VWA3A,7023,0.0725
HNRNPA3P3,5885,0.0725
HS3ST4,6482,0.0725
CORO2A,7447,0.0725
SPTBN4,7205,0.0724
PI4KAP1,6517,0.0724
ADCK5,7132,0.0724
ENSG00000290394,4277,0.0724
SETD5,7641,0.0724
ELOVL2,6989,0.0724
ENSG00000289960,6440,0.0724
ENSG00000260808,7059,0.0724
ENSG00000286957,77,0.0724
IGLL1,776,0.0724
IL7,7418,0.0724
ENSG00000233420,6776,0.0724
ENSG00000233103,224,0.0724
LINC02542,7513,0.0724
SLC22A31,2481,0.0724
LINC01060,7541,0.0724
BCAT2,7430,0.0724
RPL23AP93,937,0.0724
WDR45,7417,0.0724
ENSG00000272144,4389,0.0724
ENSG00000279499,2845,0.0724
DLX1,6271,0.0724
ENSG00000287850,272,0.0724
TYRP1,3024,0.0724
ENSG00000258926,2477,0.0724
PSMC1P7,262,0.0723
TP53TG3B,81,0.0723
ENSG00000288736,5149,0.0723
CR2,2444,0.0723
CROCCP2,7381,0.0723
CDH19,6933,0.0723
LINC01795,312,0.0723
ENSG00000228478,497,0.0723
MTRF1,7411,0.0723
CALB1,7432,0.0723
ENSG00000234915,7176,0.0723
RIF1,7624,0.0723
NEU4,3125,0.0723
RNF146,7416,0.0723
ENSG00000286476,2657,0.0723
LNPEP,7616,0.0723
ENSG00000236717,1628,0.0723
ENSG00000261553,7219,0.0723
ZDHHC14,7506,0.0723
PSMB2,7490,0.0723
UBXN11,7324,0.0723
ENSG00000279164,1856,0.0723
ENSG00000285743,6392,0.0723
TMEM139,5907,0.0723
ENSG00000286614,4260,0.0723
ENSG00000285788,3817,0.0723
HAUS5,7284,0.0723
PCDHB7,2452,0.0722
ENHO,1158,0.0722
ENSG00000280117,2509,0.0722
ENSG00000287628,228,0.0722
ENSG00000253805,162,0.0722
EBF1,7435,0.0722
BCAR3-AS1,6995,0.0722
ENSG00000251556,6915,0.0722
CEP76,7485,0.0722
DTYMK,7382,0.0722
UBE2V2P2,225,0.0722
MIR205HG,1329,0.0722
MALT1,7619,0.0722
PDE11A-AS1,3840,0.0722
VDAC3P1,355,0.0722
LINC02975,3349,0.0722
C14orf93,7317,0.0722
ENSG00000257657,6159,0.0722
RN7SKP170,151,0.0722
ENSG00000213669,1687,0.0722
EFL1P1,4458,0.0722
STAG3L4-1,7511,0.0722
SRPK3,6386,0.0722
TTC9C,7363,0.0722
ENSG00000289109,3271,0.0721
ENSG00000264808,7193,0.0721
LINC01618,7068,0.0721
HARS1,7479,0.0721
AHCTF1,7631,0.0721
SNRPF-DT,5447,0.0721
TEF,7334,0.0721
ZNF33CP,179,0.0721
LINC02492,6411,0.0721
ZDHHC3,7468,0.0721
ENSG00000241169,6603,0.0721
OXNAD1,7531,0.0721
ENSG00000227407,6922,0.0721
ENSG00000229160,3644,0.0721
ENSG00000276691,394,0.0721
ENSG00000258342,5689,0.0721
SLFN12L,5221,0.0721
CTBS,7466,0.0721
CA3-AS1,3613,0.0721
RNU6-1140P,25,0.0721
GAS2L2,1005,0.0721
PLEKHA8P1,7398,0.0721
MEGF8,7430,0.0721
ACAA2,7430,0.0721
EDARADD,7206,0.0721
TOX3,7375,0.0721
ADAMTS2,7163,0.0721
RPL23AP64,154,0.0721
MAGEH1,4754,0.0721
ATP7A,7401,0.0721
PPEF2,5221,0.0721
PODNL1,5912,0.0721
CHPF,7383,0.0721
NOXO1,4235,0.0721
ENSG00000267011,6064,0.072
POLRMT,7329,0.072
ENSG00000289864,139,0.072
GGACT,7094,0.072
ANO3,6957,0.072
CCT4,7605,0.072
TUSC1,4700,0.072
PCDHGA6,6379,0.072
CCDC188,1511,0.072
ENSG00000254669,1252,0.072
ENSG00000249685,5371,0.072
PSEN1,7624,0.072
STMP1,7512,0.072
PABIR1,7224,0.072
NBEAP2,7392,0.072
RIPOR3,7058,0.072
ENSG00000278713,423,0.072
DNER,7555,0.072
PMFBP1,7274,0.072
BTG1-DT,6842,0.072
PRAME,7315,0.072
LINC01269,4280,0.072
LINC01290,6771,0.072
IFFO1,6561,0.072
MED15P8,616,0.072
ENSG00000289975,4155,0.072
ZNF765,7478,0.072
CCT6B,7300,0.072
ENSG00000260537,7292,0.072
SLC34A1,1374,0.0719
DNPEP-AS1,3862,0.0719
Metazoa_SRP-111,31,0.0719
CCT7P1,159,0.0719
ENSG00000248596,6998,0.0719
STARD3NL,7446,0.0719
MRPL20-AS1,6962,0.0719
AOX1,7201,0.0719
ARRDC1,7285,0.0719
BCL2A1,6652,0.0719
BCAR1,7491,0.0719
DPF2,7495,0.0719
LCP2,3821,0.0719
OR10H3,50,0.0719
POC5,7390,0.0719
GRIA2,5250,0.0719
ENSG00000280128,7294,0.0719
RRH,7070,0.0719
ENSG00000280195,6130,0.0719
ENSG00000287672,2951,0.0719
LEFTY1,5638,0.0719
GPR176,7509,0.0719
PCAT6,5477,0.0719
PHTF2,7612,0.0718
AQP5,1632,0.0718
LINC01905,5227,0.0718
LINC02977,6878,0.0718
FAM162B,902,0.0718
MTND5P8,75,0.0718
ENSG00000228919,161,0.0718
GALK1,7193,0.0718
RAVER2,7479,0.0718
ENSG00000285734,187,0.0718
MTRR,7436,0.0718
ENSG00000256100,6544,0.0718
SMOC2,6674,0.0718
CFAP221,5478,0.0718
FGF1,7040,0.0718
ENSG00000273329,7322,0.0718
TARS1-DT,6544,0.0718
LINC01163,3016,0.0718
LRATD2,7269,0.0718
CC2D1B,7399,0.0717
KRT8P31,1006,0.0717
SEC63P1,6563,0.0717
ENSG00000250583,1060,0.0717
LINC02030,2788,0.0717
ENSG00000260126,6961,0.0717
MTA2,7403,0.0717
ZFP1,7322,0.0717
LPAR5,6154,0.0717
MYRF,7357,0.0717
LINC00174,7509,0.0717
C1orf220,450,0.0717
LINC03014,4145,0.0717
ENSG00000267476,7333,0.0717
TMEM143,7275,0.0717
ENSG00000261208,295,0.0717
MPND,7181,0.0717
ENSG00000249458,2265,0.0717
WNT8B,2847,0.0717
DOCK7-DT,7246,0.0717
PYGM,7267,0.0717
EEF1GP5,286,0.0717
ENSG00000257403,4064,0.0717
SCP2,7489,0.0717
SSX8P,521,0.0717
TMEM97,7291,0.0717
POU5F1,7020,0.0717
COCH,7253,0.0717
PFDN6,7368,0.0717
RN7SL43P,1500,0.0717
SVIP,7380,0.0717
CLGN,6724,0.0717
ZNF600,7357,0.0716
HERC1,7632,0.0716
MEX3B,7100,0.0716
VASN,7165,0.0716
SLC9B1P1,330,0.0716
ENSG00000285942,7387,0.0716
ENSG00000286128,2239,0.0716
CLPP,7336,0.0716
CROCCP3-1,7362,0.0716
MAP1LC3B2,7088,0.0716
DDRGK1,7452,0.0716
CPA4,6351,0.0716
DYNLL2,7455,0.0716
PRB2,5861,0.0716
ENSG00000289634,163,0.0716
GPR17,1849,0.0716
RBFOX2,7641,0.0716
NUP42,7487,0.0716
ENSG00000242009,4400,0.0716
CREBL2,7374,0.0716
ENSG00000274383,6695,0.0716
PCGF2,7393,0.0716
ENSG00000289378,3274,0.0716
ENSG00000237027,516,0.0716
EVA1A,7209,0.0715
ENSG00000274698,1582,0.0715
CFAP298-TCP10L,7331,0.0715
TP53INP2,7458,0.0715
TECTA,6791,0.0715
PRKAR1B-AS1,2805,0.0715
PLEKHA8,7597,0.0715
RGS11,4620,0.0715
ENSG00000287823,309,0.0715
ENSG00000240915,392,0.0715
DLX3,4659,0.0715
ENSG00000250626,1518,0.0715
ADAM10,7635,0.0715
ENSG00000258902,5649,0.0715
WDR62,7356,0.0715
KCTD9,7607,0.0715
AVIL,7446,0.0715
ENSG00000253471,6540,0.0715
DPY19L3-DT,6964,0.0715
TUBA3E,115,0.0715
H2BC27P,20,0.0715
BCAT1,7524,0.0715
RRP15,7440,0.0715
TNFSF13B,7390,0.0714
LINC02715,3354,0.0714
ZNF891,7229,0.0714
ELOVL4,6838,0.0714
WT1,6132,0.0714
PIP,1005,0.0714
ENSG00000291101,7152,0.0714
SLC1A3,7290,0.0714
DZANK1,7368,0.0714
APPBP2,7618,0.0714
CMYA5,7423,0.0714
PLBD1,7127,0.0714
LINC02157,980,0.0714
ENSG00000243861,464,0.0714
ENSG00000286039,1375,0.0714
BACH1,7641,0.0714
ENSG00000256480,438,0.0714
LINC01111,4542,0.0714
CHMP3-AS1,7126,0.0714
C2orf66,5887,0.0714
FAM83A,7374,0.0713
ENSG00000238273,7191,0.0713
ENSG00000269476,7012,0.0713
MYCT1,2415,0.0713
MFNG,6469,0.0713
TUBB8,5917,0.0713
ENSG00000285588,4270,0.0713
RAD1,7411,0.0713
SUPT20H,7578,0.0713
RBM3,7617,0.0713
C6orf52,6794,0.0713
ENSG00000287245,3140,0.0713
RPS12P10,500,0.0713
ENSG00000224260,3954,0.0713
MAPK13,7372,0.0713
BCAS3,7641,0.0713
LINC02854,510,0.0713
PRICKLE2,7469,0.0713
ENSG00000274944,226,0.0713
DPM3,7120,0.0713
AHCYL1,7614,0.0713
GSDMD,6889,0.0712
RUNDC1,7506,0.0712
SPTBN2,7268,0.0712
ST3GAL5,7360,0.0712
SERPINA5,5326,0.0712
PALB2,7375,0.0712
ENSG00000223834,409,0.0712
MYH11,7188,0.0712
ENSG00000287805,6235,0.0712
PLAAT2,3645,0.0712
SVIL2P,6177,0.0712
CDC25A,7223,0.0712
ZNF726,6375,0.0712
DEPP1,7333,0.0712
EXT1,7641,0.0712
ENSG00000229839,6982,0.0712
ABRAXAS1,7356,0.0712
ZGPAT,7403,0.0712
ENSG00000170089,7108,0.0712
NSUN3,7496,0.0712
PTCD1,7416,0.0712
RPSAP58,7278,0.0712
SMG1P5-1,3638,0.0712
ENSG00000226963,2707,0.0711
ONECUT1,5186,0.0711
ZNF260,7456,0.0711
OR52K1,1942,0.0711
SEPTIN11,7625,0.0711
ENSG00000250740,1335,0.0711
ENSG00000274346,5466,0.0711
BDP1,7633,0.0711
RASA4,6887,0.0711
EFCAB13-DT,7217,0.0711
SFRP1,7080,0.0711
LINC01422,7130,0.0711
NDUFB1,7377,0.0711
LINC01508,6762,0.0711
CWC27,7610,0.0711
ENSG00000286424,186,0.0711
LINC02861,6535,0.0711
TSC22D1,7627,0.0711
M6PR,7491,0.0711
FPGS,7469,0.0711
ZNF134,7180,0.0711
MCPH1,7623,0.0711
ZNF767P,6476,0.0711
ENSG00000262769,6282,0.0711
ENSG00000290591,5398,0.0711
LNCPOIR,44,0.071
EPHB6,6588,0.071
GMCL1,7575,0.071
CFAP57,6643,0.071
ENSG00000289012,5453,0.071
BMS1P2,7028,0.071
CSNK1A1,7639,0.071
ENSG00000286502,1425,0.071
HMGB3P14,362,0.071
MAGEE1,4048,0.071
EPHA1,6425,0.071
ENSG00000248242,6168,0.071
ENSG00000249771,5742,0.071
TUSC8,3724,0.071
VPS11,7426,0.071
ENSG00000257452,7342,0.071
LINC02053,3176,0.071
DOK4,7270,0.071
OLFML2A,7045,0.071
HSPA1A,7384,0.071
ENSG00000266450,6719,0.071
PLCG2,7371,0.071
GATB,7349,0.071
GNA11,7398,0.071
MTHFSD,7355,0.071
ENSG00000234156,7034,0.0709
SSX2IP,7424,0.0709
FOXCUT,743,0.0709
ENSG00000225532,176,0.0709
LINC01409,7345,0.0709
BOLA2P3,66,0.0709
TIMM23B-AGAP6,7260,0.0709
ZNF488,4956,0.0709
TFAMP1,1534,0.0709
TUSC7,271,0.0709
DPM2,7349,0.0709
ENSG00000259713,4874,0.0709
ZC3H12B,7526,0.0709
NLRC4,6937,0.0709
ENSG00000259052,6987,0.0709
ANKRD33BP6,118,0.0709
ZNF32-AS3,6387,0.0709
IGFBP6,7364,0.0709
BIVM-ERCC5,6416,0.0709
ENSG00000271011,6137,0.0709
PSMD6-AS2,7364,0.0709
TBC1D13,7335,0.0709
DDX11L8,151,0.0708
ENSG00000289925,183,0.0708
LINC01515,7349,0.0708
NARS2,7505,0.0708
VPS9D1,7437,0.0708
SAMD13,6239,0.0708
VWA1,7021,0.0708
ENSG00000253171,3995,0.0708
ARHGAP10,7578,0.0708
URGCP-MRPS24,4677,0.0708
TARS2,7509,0.0708
PCDHB11,5363,0.0708
PIGZ,7302,0.0708
PRICKLE4,837,0.0708
LTA,2845,0.0708
GPX1,7431,0.0708
PTGER4,7222,0.0708
C1DP2,141,0.0708
ASNSD1,7516,0.0708
ARPC4-TTLL3,6773,0.0708
RPL35AP32,375,0.0708
VASH2,6625,0.0708
ENSG00000263624,6779,0.0708
ENSG00000289868,6310,0.0708
CTIF,7622,0.0708
COLEC11,7056,0.0708
ARMC12,6573,0.0708
CTF2P,1570,0.0708
PNPT1,7594,0.0708
ACP7,5620,0.0708
NOX1,5121,0.0707
ENSG00000255240,5225,0.0707
ENSG00000286598,50,0.0707
ENSG00000253666,4785,0.0707
MYRFL,7275,0.0707
ENSG00000280401,5065,0.0707
ENSG00000258314,1550,0.0707
LINC00518,2164,0.0707
TMEM63B,7486,0.0707
ERP27,3523,0.0707
PSMD6-AS1,7255,0.0707
ENSG00000287769,5436,0.0707
SRGAP2C,7491,0.0707
RRAGC,7458,0.0707
ENSG00000264324,7453,0.0707
GOLGA6L5P,4403,0.0707
ENSG00000228739,873,0.0707
BPIFA2,805,0.0707
LINC01331,6566,0.0707
TFR2,6769,0.0707
ENSG00000287044,7118,0.0707
SLC25A15P2,29,0.0707
CDK2AP2,7411,0.0706
PPP3CB-AS1,7234,0.0706
ENSG00000279571,5676,0.0706
SRP14-DT,7274,0.0706
PLD6,7050,0.0706
B3GNT6,5317,0.0706
IFITM3P5,120,0.0706
LENG8-AS1,7273,0.0706
SDHD,7462,0.0706
ENSG00000213216,39,0.0706
EGF,6934,0.0706
KIF28P,6873,0.0706
ENSG00000282304,3742,0.0706
PIK3CD,7351,0.0706
CHST6,6268,0.0706
ENSG00000291227,501,0.0706
INPP5D,7356,0.0706
HLA-DQB1,3574,0.0706
RAD54B,7514,0.0706
FCHO1,6977,0.0706
ACBD3-AS1,6926,0.0705
ENSG00000259199,5731,0.0705
OOSP3,3013,0.0705
ARMC3,6161,0.0705
KRT40,1379,0.0705
RFPL4A,597,0.0705
C2orf50,5387,0.0705
UBIAD1,7395,0.0705
TYW3,7496,0.0705
GPR156,7359,0.0705
ENSG00000280390,164,0.0705
CNBD2,7278,0.0705
TTC14-DT,4587,0.0705
NEURL3,6554,0.0705
USP35,7300,0.0705
ENSG00000278013,5121,0.0705
DENND1B,7585,0.0705
DENND2A,7267,0.0705
ANKRD29,6805,0.0705
EPS8L1,7174,0.0705
MAP4K1,5403,0.0705
FSTL5,7290,0.0705
MRRF,7475,0.0705
CLN5,7355,0.0705
TBC1D31,7407,0.0705
ENSG00000284292,7198,0.0705
TRPC4,7254,0.0705
ENSG00000229896,1046,0.0705
ENSG00000235296,6211,0.0705
ENSG00000276854,391,0.0705
WBP2NL,6950,0.0704
ENSG00000260095,1178,0.0704
XPO4,7618,0.0704
ENSG00000289053,1090,0.0704
BAG4,7493,0.0704
PPIAP60,172,0.0704
FOXN4,2173,0.0704
TAF1C,7296,0.0704
ENSG00000249135,512,0.0704
FAM98B,7471,0.0704
ENSG00000259515,6808,0.0704
TNFSF12-TNFSF13,597,0.0704
LINC00970,6691,0.0704
ABHD12B,7130,0.0704
ENSG00000259408,6088,0.0704
ENSG00000246316,5372,0.0704
ANXA7,7588,0.0704
LINC01707,4788,0.0704
ENSG00000241792,893,0.0704
PNPLA1,6636,0.0704
PMS2P13,1866,0.0704
SAMD4A-AS1,7194,0.0704
PPM1K-DT,5808,0.0704
LINC00426,3883,0.0704
SULT2B1,6968,0.0704
LINC00446,2527,0.0704
ZKSCAN8P2,576,0.0704
NALF2,3985,0.0704
RCN3,7173,0.0704
TEX101,3061,0.0704
ENSG00000287255,1596,0.0704
ACTG1P22,441,0.0703
LINC02982,3651,0.0703
ATXN7L2,7191,0.0703
LINC00670,4108,0.0703
ENSG00000276150,7104,0.0703
AZU1,6601,0.0703
PIGB,7478,0.0703
PTPRD-DT,38,0.0703
PDCL2,5857,0.0703
ADAM22,7371,0.0703
INHCAP,5594,0.0703
RAB30-DT,7545,0.0703
SETMAR,7084,0.0703
ERMAP,7225,0.0703
Metazoa_SRP-64,661,0.0703
RPL21P116,113,0.0703
MFSD10,7321,0.0703
Y_RNA-596,146,0.0703
UPF2,7633,0.0703
SP8,3334,0.0703
NCBP2L,720,0.0703
SLC2A4RG,7426,0.0703
HYI,6928,0.0703
CDC42EP3,7534,0.0703
ZNF219,7228,0.0703
RFX3-DT,7513,0.0703
ENSG00000289137,182,0.0703
ENSG00000289066,101,0.0703
ABCG8,3210,0.0702
ENSG00000248165,3405,0.0702
IL2RG,5585,0.0702
ZNF787,7491,0.0702
SLC6A16,7192,0.0702
CDK4,7358,0.0702
GCOM1,7449,0.0702
ZNF681,6197,0.0702
LINC01387,1743,0.0702
ENSG00000233783,7062,0.0702
ENSG00000233712,90,0.0702
ENSG00000241746,154,0.0702
UGT8,7325,0.0702
ARHGEF7,7626,0.0702
THOC2,7641,0.0702
ENSG00000235337,6409,0.0702
ENSG00000282317,372,0.0702
IFT20,7403,0.0702
ALOX15B,3957,0.0702
HPDL,2735,0.0702
ENSG00000273407,204,0.0702
OR2F1,1956,0.0701
RAB6C-AS1-1,2113,0.0701
SERTAD4,6004,0.0701
ENSG00000289161,6626,0.0701
GPR75,4607,0.0701
KCNMB3,7276,0.0701
ENSG00000249574,1501,0.0701
TTC39C,7504,0.0701
GABRE,7442,0.0701
OBSL1,7282,0.0701
ENSG00000234428,6674,0.0701
ENSG00000262211,7261,0.0701
SPHKAP,5363,0.0701
ENSG00000263946,28,0.0701
POLN,7385,0.0701
PNRC1-DT,170,0.0701
ENSG00000287781,1458,0.0701
LINC02296,5480,0.0701
SOBP,7455,0.0701
CEPT1,7525,0.0701
PLS3-AS1,7154,0.07
ENSG00000288643,7130,0.07
ENSG00000228566,7239,0.07
HAMP,4111,0.07
ENSG00000264083,6486,0.07
ENSG00000287335,6031,0.07
PTPRK-AS1,6688,0.07
PIAS1,7640,0.07
AACSP1,5589,0.07
ENSG00000290050,94,0.07
TTLL1,7285,0.07
ABAT,7452,0.07
CYP39A1,6899,0.07
TRNP1,7253,0.07
NELFCD,7524,0.07
ZNF503,7418,0.07
PIWIL4,7296,0.07
ENSG00000286230,6909,0.07
LIPG,7124,0.07
ZCWPW1,7362,0.07
UBR5,7641,0.07
ENSG00000286118,5414,0.07
COMMD3,7301,0.0699
ENSG00000288520,6872,0.0699
ENSG00000231912,3460,0.0699
SNRPA1-DT,6525,0.0699
ATP5F1A,7509,0.0699
LINC02783,2124,0.0699
ENSG00000240687,4994,0.0699
PCAT1,7536,0.0699
KLC4-AS1,263,0.0699
LRIG3,7416,0.0699
GRPEL1,7475,0.0699
ENSG00000251459,89,0.0699
ENSG00000263235,4239,0.0699
LINC02378,3313,0.0699
ENSG00000289349,7313,0.0699
ENSG00000285812,6336,0.0699
RNF150,7491,0.0699
PRRX2-AS1,2173,0.0699
ROPN1L,7165,0.0699
ENSG00000223360,604,0.0699
PRPF38A,7480,0.0699
ZNF585A,7258,0.0699
DGKE,7340,0.0699
FAM86EP,6361,0.0698
SFMBT2,7532,0.0698
ENSG00000239486,7104,0.0698
ENSG00000228655,5966,0.0698
CNTNAP3,7177,0.0698
ENSG00000288880,7202,0.0698
PIBF1,7641,0.0698
ENSG00000289172,1139,0.0698
STEAP2-AS1,6942,0.0698
ENSG00000279365,3497,0.0698
GMPS,7572,0.0698
CBR3-AS1,7408,0.0698
ENSG00000275709,3923,0.0698
ENSG00000286242,7029,0.0698
KCNK15,2463,0.0698
LINC02970,6049,0.0698
ST14,7521,0.0698
ACVR1C,7341,0.0698
CXorf38,7441,0.0698
PPIAP46,2200,0.0697
NXT1-AS1,6040,0.0697
ENSG00000287709,4684,0.0697
EIF4G2,7641,0.0697
LINC02110,246,0.0697
CD101,6587,0.0697
ENSG00000227743,1492,0.0697
LINC01937,6516,0.0697
TRAT1,1053,0.0697
TK2,7459,0.0697
CCNB2,7372,0.0697
ENSG00000270664,27,0.0697
TPRKB,7377,0.0697
CDC42,7631,0.0697
RPL6P27,4477,0.0697
MYOM3,6124,0.0697
SLCO1B1,6204,0.0697
STK17A,7629,0.0697
TMEM255B,7271,0.0697
HCN3,6992,0.0697
TAMALIN,6832,0.0697
ENSG00000253344,3977,0.0696
WASF3,7373,0.0696
SMIM10L2B-AS1,4407,0.0696
ENSG00000230747,370,0.0696
ENSG00000287356,6347,0.0696
ENSG00000287345,941,0.0696
B4GALT5,7638,0.0696
SALL4,7063,0.0696
EIF3EP1,3005,0.0696
MBLAC2,7279,0.0696
MYL4,4252,0.0696
MARCKS,7621,0.0696
CEP78,7426,0.0696
ENSG00000279667,1071,0.0696
DNALI1,3479,0.0696
ZFR,7633,0.0696
UBXN8,7163,0.0696
HS3ST3A1,7430,0.0696
ENSG00000249941,33,0.0696
KAT8,7380,0.0696
AAAS,7408,0.0696
ENSG00000267827,6838,0.0696
ATRNL1,7331,0.0696
NXPH4,7100,0.0696
ENSG00000285635,7315,0.0696
BMP8A,7147,0.0695
MOK,7432,0.0695
RASSF4,7281,0.0695
BTN2A2,7335,0.0695
ENSG00000288725,7150,0.0695
FAM230I,685,0.0695
SPINK5,6961,0.0695
LRRC75B,6700,0.0695
LRRC14,7072,0.0695
ZBTB42,6130,0.0695
SULT1A1,6610,0.0695
UGT1A11P,128,0.0695
ENSG00000291054,7351,0.0695
FOXQ1,7169,0.0695
DUSP2,5302,0.0695
ENSG00000286729,274,0.0695
MSANTD1,7086,0.0694
SLC16A13,6841,0.0694
