patient,drug,dose,n_first,n_second,n_both,jaccard
ACH-000348,18β-Glycyrrhetinic acid,5.0,106,1057,59,0.0534
ACH-000348,8-Hydroxyquinoline,5.0,162,1126,95,0.0796
ACH-000348,Abemaciclib,0.05,3565,820,39,0.009
ACH-000348,Acetohexamide,5.0,183,867,67,0.0682
ACH-000348,Adagrasib,0.05,1362,1488,557,0.2429
ACH-000348,Adenine,5.0,202,902,91,0.0898
ACH-000348,Adenosine,5.0,202,1472,107,0.0683
ACH-000348,Afatinib,0.05,684,161,62,0.0792
ACH-000348,Afatinib,0.5,509,1421,150,0.0843
ACH-000348,Afatinib,5.0,387,1812,166,0.0817
ACH-000348,Aliskiren,5.0,123,896,79,0.084
ACH-000348,Allantoin,5.0,388,1347,163,0.1037
ACH-000348,Almonertinib (hydrochloride),5.0,222,1171,126,0.0994
ACH-000348,Almonertinib (mesylate),0.05,189,173,24,0.071
ACH-000348,Almonertinib (mesylate),0.5,344,1066,115,0.0888
ACH-000348,Almonertinib (mesylate),5.0,397,599,85,0.0933
ACH-000348,Amsacrine,5.0,254,1645,175,0.1015
ACH-000348,Anethole trithione,5.0,259,1235,167,0.1258
ACH-000348,Artesunate,5.0,290,1400,192,0.1282
ACH-000348,Azithromycin (hydrate),5.0,206,973,116,0.1091
ACH-000348,Baicalin,5.0,155,1295,96,0.0709
ACH-000348,Balsalazide (sodium hydrate),5.0,97,920,50,0.0517
ACH-000348,Belumosudil,0.05,182,138,40,0.1429
ACH-000348,Belumosudil,0.5,252,746,66,0.0708
ACH-000348,Belumosudil,5.0,504,1000,118,0.0851
ACH-000348,Berbamine,0.5,844,323,110,0.1041
ACH-000348,Berbamine,5.0,109,1067,66,0.0595
ACH-000348,Berbamine (dihydrochloride),0.05,388,138,56,0.1191
ACH-000348,Berbamine (dihydrochloride),0.5,319,323,66,0.1146
ACH-000348,Berbamine (dihydrochloride),5.0,504,368,62,0.0765
ACH-000348,Berberine (chloride hydrate),5.0,105,1071,62,0.0557
ACH-000348,Bergenin,5.0,96,724,48,0.0622
ACH-000348,Bimatoprost,5.0,237,1407,110,0.0717
ACH-000348,Binimetinib,0.05,944,772,260,0.1786
ACH-000348,Binimetinib,0.5,854,3312,380,0.1004
ACH-000348,Binimetinib,5.0,1075,253,138,0.116
ACH-000348,Busulfan,5.0,251,674,98,0.1185
ACH-000348,Captopril,0.05,803,448,75,0.0638
ACH-000348,Cepharanthine,5.0,196,1033,109,0.0973
ACH-000348,Chlorhexidine (diacetate),0.5,693,526,93,0.0826
ACH-000348,Chlorhexidine (diacetate),5.0,104,1251,68,0.0528
ACH-000348,Ciclopirox,5.0,244,1532,124,0.0751
ACH-000348,Clonidine (hydrochloride),5.0,161,1514,116,0.0744
ACH-000348,Clotrimazole,5.0,240,1287,144,0.1041
ACH-000348,Cloxacillin (sodium),5.0,83,603,52,0.082
ACH-000348,Cysteamine (hydrochloride),5.0,122,805,63,0.0729
ACH-000348,Cytarabine,0.05,263,262,56,0.1194
ACH-000348,Cytarabine,0.5,295,264,34,0.0648
ACH-000348,Cytarabine,5.0,206,639,44,0.0549
ACH-000348,DTP3,0.05,94,1236,19,0.0145
ACH-000348,Daidzin,0.05,472,96,42,0.0798
ACH-000348,Daidzin,0.5,421,254,36,0.0563
ACH-000348,Daidzin,5.0,519,676,89,0.0805
ACH-000348,Darinaparsin,5.0,215,2035,134,0.0633
ACH-000348,Demeclocycline,5.0,109,464,28,0.0514
ACH-000348,Diammonium Glycyrrhizinate,5.0,136,1347,77,0.0548
ACH-000348,Docetaxel,5.0,398,1383,190,0.1194
ACH-000348,Elagolix sodium,5.0,262,1337,108,0.0724
ACH-000348,Flumatinib (mesylate),0.05,463,162,45,0.0776
ACH-000348,Flumatinib (mesylate),0.5,411,1593,164,0.0891
ACH-000348,Flumatinib (mesylate),5.0,274,587,80,0.1024
ACH-000348,Fluvoxamine (maleate),5.0,102,1561,75,0.0472
ACH-000348,Folic acid,5.0,129,964,59,0.0571
ACH-000348,Fumaric acid,0.05,309,352,68,0.1147
ACH-000348,Fumaric acid,0.5,287,1083,95,0.0745
ACH-000348,Fumaric acid,5.0,376,993,102,0.0805
ACH-000348,Furosemide,5.0,63,605,31,0.0487
ACH-000348,Fusidic acid,5.0,77,752,56,0.0724
ACH-000348,Gallic acid,5.0,114,969,73,0.0723
ACH-000348,Gallic acid (hydrate),5.0,213,1219,111,0.084
ACH-000348,Gemfibrozil,5.0,305,1418,157,0.1003
ACH-000348,Goserelin (acetate),5.0,211,1003,116,0.1056
ACH-000348,Hexylresorcinol,5.0,188,1225,132,0.103
ACH-000348,Homoharringtonine,5.0,6640,8977,5493,0.5426
ACH-000348,Hydroxyfasudil,0.05,451,748,37,0.0318
ACH-000348,Idarubicin (hydrochloride),5.0,4806,8376,3809,0.4064
ACH-000348,Irinotecan (hydrochloride),0.05,874,168,55,0.0557
ACH-000348,Irinotecan (hydrochloride),0.5,1016,823,175,0.1052
ACH-000348,Irinotecan (hydrochloride),5.0,1164,484,130,0.0856
ACH-000348,Isocorydine,5.0,214,703,89,0.1075
ACH-000348,L-Thyroxine (sodium salt pentahydrate),5.0,172,1084,27,0.022
ACH-000348,Larotrectinib,5.0,127,978,82,0.0802
ACH-000348,Lenalidomide (hemihydrate),5.0,137,999,80,0.0758
ACH-000348,Lidocaine (hydrochloride),5.0,519,1604,202,0.1052
ACH-000348,Lipoic acid,5.0,86,645,60,0.0894
ACH-000348,Lumateperone (tosylate),5.0,63,756,31,0.0393
ACH-000348,Malotilate,0.05,2117,293,108,0.0469
ACH-000348,Medroxyprogesterone acetate,5.0,240,1258,106,0.0761
ACH-000348,Megestrol,5.0,190,906,105,0.106
ACH-000348,Mitoxantrone (dihydrochloride),5.0,260,4348,186,0.0421
ACH-000348,Naproxen,0.05,151,192,22,0.0685
ACH-000348,Naproxen,0.5,191,613,50,0.0663
ACH-000348,Naproxen,5.0,180,128,26,0.0922
ACH-000348,Neratinib (maleate),5.0,255,2096,193,0.0894
ACH-000348,Norepinephrine (hydrochloride),5.0,144,1442,65,0.0427
ACH-000348,Olanzapine,5.0,165,1361,82,0.0568
ACH-000348,Palmatine (chloride),5.0,143,899,83,0.0865
ACH-000348,Pasireotide (acetate),5.0,466,1176,219,0.1539
ACH-000348,Pentagastrin,5.0,95,963,45,0.0444
ACH-000348,Pentamidine (isethionate),0.5,233,679,70,0.0831
ACH-000348,Pentamidine (isethionate),5.0,143,1292,70,0.0513
ACH-000348,Pralsetinib,0.05,904,245,63,0.058
ACH-000348,Pravastatin (sodium),0.05,378,163,43,0.0863
ACH-000348,Pravastatin (sodium),0.5,371,325,52,0.0807
ACH-000348,Pravastatin (sodium),5.0,636,486,120,0.1198
ACH-000348,Pyridoxine,5.0,184,1257,79,0.058
ACH-000348,Pyridoxine (hydrochloride),5.0,203,1029,83,0.0722
ACH-000348,Quinestrol,5.0,168,1216,95,0.0737
ACH-000348,Radotinib,5.0,668,2032,370,0.1588
ACH-000348,Raltitrexed,5.0,128,1142,97,0.0827
ACH-000348,Rapamycin,5.0,293,2493,179,0.0687
ACH-000348,Regorafenib,0.05,517,312,76,0.1009
ACH-000348,Regorafenib,0.5,295,2089,127,0.0563
ACH-000348,Regorafenib,5.0,334,196,41,0.0838
ACH-000348,Relugolix,5.0,90,697,53,0.0722
ACH-000348,Resveratrol,5.0,347,1808,155,0.0775
ACH-000348,Retinoic acid,5.0,237,1522,170,0.107
ACH-000348,Riluzole hydrochloride,5.0,397,1879,232,0.1135
ACH-000348,Rimonabant,5.0,129,892,83,0.0885
ACH-000348,Ritonavir,5.0,169,1483,110,0.0713
ACH-000348,Ropivacaine (hydrochloride monohydrate),5.0,206,1174,143,0.1156
ACH-000348,S-Adenosyl-L-methionine (disulfate tosylate),5.0,210,1647,146,0.0853
ACH-000348,Salicylic acid,5.0,175,1373,88,0.0603
ACH-000348,Saquinavir,5.0,173,1582,81,0.0484
ACH-000348,Selinexor ,5.0,922,3698,618,0.1544
ACH-000348,Sinomenine,5.0,130,795,88,0.1051
ACH-000348,Sodium Salicylate,5.0,377,1341,151,0.0964
ACH-000348,Sonidegib,0.05,212,971,23,0.0198
ACH-000348,Sulfisoxazole,0.5,582,577,85,0.0791
ACH-000348,Sulfisoxazole,5.0,94,1288,53,0.0399
ACH-000348,Temsirolimus,5.0,207,1847,169,0.0897
ACH-000348,Terfenadine,0.5,631,644,98,0.0833
ACH-000348,Terfenadine,5.0,211,1663,135,0.0776
ACH-000348,Thymol,5.0,219,684,74,0.0893
ACH-000348,Tofacitinib,5.0,218,1463,136,0.088
ACH-000348,Tofacitinib (citrate),5.0,203,1343,139,0.0988
ACH-000348,Tolcapone,5.0,112,1521,86,0.0556
ACH-000348,Topotecan (hydrochloride),0.05,406,183,33,0.0594
ACH-000348,Topotecan (hydrochloride),0.5,207,2560,124,0.0469
ACH-000348,Topotecan (hydrochloride),5.0,358,2496,185,0.0693
ACH-000348,Trametinib,0.05,654,1265,230,0.1362
ACH-000348,Trametinib,0.5,1038,3022,471,0.1312
ACH-000348,Trametinib,5.0,2354,1389,600,0.1909
ACH-000348,Triamcinolone,5.0,451,2079,312,0.1407
ACH-000348,Triclosan,5.0,154,1135,109,0.0924
ACH-000348,Trifluridine,5.0,82,1099,45,0.0396
ACH-000348,Trimetrexate,5.0,134,1604,81,0.0489
ACH-000348,Tucidinostat,5.0,819,6938,687,0.0972
ACH-000348,Vilanterol,5.0,78,1536,66,0.0426
ACH-000348,Vinblastine (sulfate),5.0,347,2617,269,0.0998
ACH-000348,c-Kit-IN-1,0.05,157,2732,41,0.0144
ACH-000348,olaparib,0.05,108,612,21,0.03
ACH-000389,(R)-Verapamil (hydrochloride),5.0,49,644,29,0.0437
ACH-000389,18β-Glycyrrhetinic acid,5.0,110,683,49,0.0659
ACH-000389,8-Hydroxyquinoline,5.0,127,516,53,0.0898
ACH-000389,Abemaciclib,0.05,123,332,11,0.0248
ACH-000389,Acetohexamide,5.0,107,659,31,0.0422
ACH-000389,Adagrasib,0.05,848,1150,333,0.2
ACH-000389,Adenine,5.0,115,397,48,0.1034
ACH-000389,Adenosine,5.0,73,1314,47,0.0351
ACH-000389,Afatinib,0.05,313,107,25,0.0633
ACH-000389,Afatinib,0.5,305,559,72,0.0909
ACH-000389,Afatinib,5.0,325,1093,104,0.0791
ACH-000389,Aliskiren,5.0,40,520,19,0.0351
ACH-000389,Allantoin,5.0,280,1133,100,0.0762
ACH-000389,Almonertinib (hydrochloride),5.0,390,684,108,0.1118
ACH-000389,Almonertinib (mesylate),0.05,105,132,20,0.0922
ACH-000389,Almonertinib (mesylate),0.5,173,1227,96,0.0736
ACH-000389,Almonertinib (mesylate),5.0,359,783,101,0.097
ACH-000389,Amsacrine,5.0,148,1246,56,0.0419
ACH-000389,Anethole trithione,5.0,252,529,91,0.1319
ACH-000389,Artesunate,5.0,440,1279,253,0.1726
ACH-000389,Azithromycin (hydrate),5.0,139,577,53,0.0799
ACH-000389,Baicalin,5.0,95,841,56,0.0636
ACH-000389,Balsalazide (sodium hydrate),5.0,40,615,19,0.0299
ACH-000389,Belumosudil,0.05,112,92,26,0.1461
ACH-000389,Belumosudil,0.5,160,388,44,0.0873
ACH-000389,Belumosudil,5.0,352,922,79,0.0661
ACH-000389,Berbamine,0.5,468,153,46,0.08
ACH-000389,Berbamine,5.0,82,796,50,0.0604
ACH-000389,Berbamine (dihydrochloride),0.05,148,55,25,0.1404
ACH-000389,Berbamine (dihydrochloride),0.5,167,273,34,0.0837
ACH-000389,Berbamine (dihydrochloride),5.0,381,484,64,0.0799
ACH-000389,Berberine (chloride hydrate),5.0,68,514,29,0.0524
ACH-000389,Bergenin,5.0,95,780,54,0.0658
ACH-000389,Bimatoprost,5.0,240,797,75,0.078
ACH-000389,Binimetinib,0.05,588,657,150,0.137
ACH-000389,Binimetinib,0.5,639,2368,280,0.1027
ACH-000389,Binimetinib,5.0,1826,180,124,0.0659
ACH-000389,Busulfan,5.0,240,454,56,0.0878
ACH-000389,Captopril,0.05,369,303,39,0.0616
ACH-000389,Cepharanthine,5.0,192,621,87,0.1198
ACH-000389,Chlorhexidine (diacetate),0.5,370,242,52,0.0929
ACH-000389,Chlorhexidine (diacetate),5.0,170,1668,125,0.073
ACH-000389,Ciclopirox,5.0,198,1506,102,0.0637
ACH-000389,Clonidine (hydrochloride),5.0,115,770,49,0.0586
ACH-000389,Clotrimazole,5.0,59,1025,32,0.0304
ACH-000389,Cloxacillin (sodium),5.0,89,527,36,0.0621
ACH-000389,Cysteamine (hydrochloride),5.0,96,445,33,0.065
ACH-000389,Cytarabine,0.05,193,195,44,0.1279
ACH-000389,Cytarabine,0.5,145,682,45,0.0575
ACH-000389,Cytarabine,5.0,77,876,34,0.037
ACH-000389,DTP3,0.05,91,745,15,0.0183
ACH-000389,Daidzin,0.05,217,98,31,0.1092
ACH-000389,Daidzin,0.5,260,277,34,0.0676
ACH-000389,Daidzin,5.0,306,576,52,0.0627
ACH-000389,Darinaparsin,5.0,160,1241,80,0.0606
ACH-000389,Demeclocycline,5.0,80,380,22,0.0502
ACH-000389,Diammonium Glycyrrhizinate,5.0,77,1085,51,0.0459
ACH-000389,Docetaxel,5.0,395,1153,182,0.1332
ACH-000389,Elagolix sodium,5.0,260,727,95,0.1065
ACH-000389,Flumatinib (mesylate),0.05,204,177,44,0.1306
ACH-000389,Flumatinib (mesylate),0.5,434,1308,164,0.1039
ACH-000389,Flumatinib (mesylate),5.0,175,450,57,0.1004
ACH-000389,Fluvoxamine (maleate),5.0,57,1086,39,0.0353
ACH-000389,Folic acid,5.0,98,417,27,0.0553
ACH-000389,Fumaric acid,0.05,139,192,25,0.0817
ACH-000389,Fumaric acid,0.5,212,774,78,0.0859
ACH-000389,Fumaric acid,5.0,318,978,96,0.08
ACH-000389,Furosemide,5.0,52,406,21,0.0481
ACH-000389,Fusidic acid,5.0,34,453,21,0.0451
ACH-000389,Gallic acid,5.0,142,584,55,0.082
ACH-000389,Gallic acid (hydrate),5.0,112,859,51,0.0554
ACH-000389,Gemfibrozil,5.0,164,1128,100,0.0839
ACH-000389,Goserelin (acetate),5.0,168,734,84,0.1027
ACH-000389,Hexylresorcinol,5.0,190,743,89,0.1055
ACH-000389,Homoharringtonine,5.0,3450,4220,2370,0.4472
ACH-000389,Hydroxyfasudil,0.05,203,447,21,0.0334
ACH-000389,Idarubicin (hydrochloride),5.0,3047,4526,1917,0.3389
ACH-000389,Irinotecan (hydrochloride),0.05,1168,108,45,0.0366
ACH-000389,Irinotecan (hydrochloride),0.5,1290,682,175,0.0974
ACH-000389,Irinotecan (hydrochloride),5.0,1403,633,178,0.0958
ACH-000389,Isocorydine,5.0,146,418,53,0.1037
ACH-000389,L-Thyroxine (sodium salt pentahydrate),5.0,214,710,35,0.0394
ACH-000389,Larotrectinib,5.0,58,573,23,0.0378
ACH-000389,Lenalidomide (hemihydrate),5.0,93,847,38,0.0421
ACH-000389,Lidocaine (hydrochloride),5.0,355,1161,130,0.0938
ACH-000389,Lipoic acid,5.0,69,335,28,0.0745
ACH-000389,Lumateperone (tosylate),5.0,65,393,30,0.0701
ACH-000389,Malotilate,0.05,2296,149,77,0.0325
ACH-000389,Medroxyprogesterone acetate,5.0,242,1800,132,0.0691
ACH-000389,Megestrol,5.0,169,654,70,0.093
ACH-000389,Methylprednisolone succinate,0.05,68,168,8,0.0351
ACH-000389,Mitoxantrone (dihydrochloride),5.0,206,1894,92,0.0458
ACH-000389,Naproxen,0.05,70,119,13,0.0739
ACH-000389,Naproxen,0.5,135,439,34,0.063
ACH-000389,Naproxen,5.0,57,118,15,0.0938
ACH-000389,Neratinib (maleate),5.0,265,1804,160,0.0838
ACH-000389,Norepinephrine (hydrochloride),5.0,97,893,42,0.0443
ACH-000389,Olanzapine,5.0,111,729,57,0.0728
ACH-000389,PF-06260933,0.05,140,135,15,0.0577
ACH-000389,Palmatine (chloride),5.0,105,681,44,0.0593
ACH-000389,Pasireotide (acetate),5.0,155,653,57,0.0759
ACH-000389,Pentagastrin,5.0,64,672,32,0.0455
ACH-000389,Pentamidine (isethionate),0.5,245,248,28,0.0602
ACH-000389,Pentamidine (isethionate),5.0,243,1104,108,0.0872
ACH-000389,Pralsetinib,0.05,516,146,34,0.0541
ACH-000389,Pravastatin (sodium),0.05,203,96,27,0.0993
ACH-000389,Pravastatin (sodium),0.5,277,320,49,0.0894
ACH-000389,Pravastatin (sodium),5.0,440,515,116,0.1383
ACH-000389,Pyridoxine,5.0,127,897,53,0.0546
ACH-000389,Pyridoxine (hydrochloride),5.0,178,272,45,0.1111
ACH-000389,Quinestrol,5.0,88,1038,58,0.0543
ACH-000389,Radotinib,5.0,252,755,105,0.1164
ACH-000389,Ralimetinib dimesylate,0.05,55,258,10,0.033
ACH-000389,Raltitrexed,5.0,117,628,70,0.1037
ACH-000389,Rapamycin,5.0,255,1404,104,0.0669
ACH-000389,Regorafenib,0.05,258,110,23,0.0667
ACH-000389,Regorafenib,0.5,150,906,50,0.0497
ACH-000389,Regorafenib,5.0,144,36,3,0.0169
ACH-000389,Relugolix,5.0,54,338,20,0.0538
ACH-000389,Resveratrol,5.0,253,1375,112,0.0739
ACH-000389,Retinoic acid,5.0,152,875,84,0.0891
ACH-000389,Riluzole hydrochloride,5.0,240,1274,121,0.0869
ACH-000389,Rimonabant,5.0,96,612,55,0.0842
ACH-000389,Ritonavir,5.0,74,727,39,0.0512
ACH-000389,Ropivacaine (hydrochloride monohydrate),5.0,205,722,107,0.1305
ACH-000389,S-Adenosyl-L-methionine (disulfate tosylate),5.0,154,1249,87,0.0661
ACH-000389,Salicylic acid,5.0,112,810,52,0.0598
ACH-000389,Saquinavir,5.0,158,967,62,0.0583
ACH-000389,Selinexor ,5.0,732,2713,414,0.1366
ACH-000389,Sinomenine,5.0,163,547,59,0.0906
ACH-000389,Sodium Salicylate,5.0,102,1182,57,0.0465
ACH-000389,Sonidegib,0.05,163,950,27,0.0249
ACH-000389,Sulfisoxazole,0.5,356,296,37,0.0602
ACH-000389,Sulfisoxazole,5.0,46,1093,21,0.0188
ACH-000389,Temsirolimus,5.0,123,1240,72,0.0558
ACH-000389,Terfenadine,0.5,398,442,77,0.1009
ACH-000389,Terfenadine,5.0,203,858,90,0.0927
ACH-000389,Thymol,5.0,177,397,36,0.0669
ACH-000389,Tofacitinib,5.0,99,728,42,0.0535
ACH-000389,Tofacitinib (citrate),5.0,211,760,82,0.0922
ACH-000389,Tolcapone,5.0,69,1370,43,0.0308
ACH-000389,Topotecan (hydrochloride),0.05,203,387,35,0.0631
ACH-000389,Topotecan (hydrochloride),0.5,101,1463,59,0.0392
ACH-000389,Topotecan (hydrochloride),5.0,204,1859,91,0.0461
ACH-000389,Trametinib,0.05,505,1243,173,0.1098
ACH-000389,Trametinib,0.5,1399,2629,613,0.1795
ACH-000389,Trametinib,5.0,2305,464,263,0.1049
ACH-000389,Triamcinolone,5.0,429,2743,341,0.1205
ACH-000389,Triclosan,5.0,136,966,52,0.0495
ACH-000389,Trifluridine,5.0,53,728,24,0.0317
ACH-000389,Trimetrexate,5.0,58,1416,37,0.0257
ACH-000389,Tucidinostat,5.0,252,4034,172,0.0418
ACH-000389,Vilanterol,5.0,150,1069,93,0.0826
ACH-000389,Vinblastine (sulfate),5.0,255,2069,196,0.0921
ACH-000389,c-Kit-IN-1,0.05,226,3518,72,0.0196
ACH-000389,olaparib,0.05,3201,705,11,0.0028
ACH-000396,(R)-Verapamil (hydrochloride),5.0,448,2148,245,0.1042
ACH-000396,18β-Glycyrrhetinic acid,5.0,618,2117,317,0.1311
ACH-000396,8-Hydroxyquinoline,5.0,671,2919,406,0.1275
ACH-000396,Acetohexamide,5.0,527,2182,212,0.0849
ACH-000396,Adagrasib,0.05,3939,3334,1717,0.309
ACH-000396,Adenine,5.0,641,2355,338,0.1272
ACH-000396,Adenosine,5.0,887,2918,491,0.1482
ACH-000396,Afatinib,0.05,1595,696,250,0.1225
ACH-000396,Afatinib,0.5,1178,3286,504,0.1273
ACH-000396,Afatinib,5.0,923,3917,464,0.106
ACH-000396,Aliskiren,5.0,529,2153,267,0.1106
ACH-000396,Allantoin,5.0,1350,3319,736,0.1871
ACH-000396,Almonertinib (hydrochloride),5.0,918,2292,389,0.1379
ACH-000396,Almonertinib (mesylate),0.05,515,549,100,0.1037
ACH-000396,Almonertinib (mesylate),0.5,960,2423,384,0.128
ACH-000396,Almonertinib (mesylate),5.0,596,1788,183,0.0831
ACH-000396,Amsacrine,5.0,1619,6391,1243,0.1837
ACH-000396,Anethole trithione,5.0,993,3363,634,0.1703
ACH-000396,Artesunate,5.0,1332,3827,953,0.2266
ACH-000396,Azithromycin (hydrate),5.0,922,1955,389,0.1564
ACH-000396,Baicalin,5.0,549,2901,357,0.1154
ACH-000396,Balsalazide (sodium hydrate),5.0,538,2887,301,0.0964
ACH-000396,Belumosudil,0.05,758,385,115,0.1119
ACH-000396,Belumosudil,0.5,812,1005,183,0.112
ACH-000396,Belumosudil,5.0,914,1686,240,0.1017
ACH-000396,Berbamine,0.5,1602,1461,491,0.1909
ACH-000396,Berbamine,5.0,338,2917,203,0.0665
ACH-000396,Berbamine (dihydrochloride),0.05,1090,448,203,0.1521
ACH-000396,Berbamine (dihydrochloride),0.5,1062,829,165,0.0956
ACH-000396,Berbamine (dihydrochloride),5.0,769,1168,150,0.0839
ACH-000396,Berberine (chloride hydrate),5.0,589,2790,331,0.1086
ACH-000396,Bergenin,5.0,677,2006,272,0.1128
ACH-000396,Bimatoprost,5.0,647,2585,335,0.1156
ACH-000396,Binimetinib,0.05,1724,1715,597,0.2101
ACH-000396,Binimetinib,0.5,1069,5044,604,0.1096
ACH-000396,Binimetinib,5.0,3148,1400,714,0.1862
ACH-000396,Busulfan,5.0,914,2277,390,0.1392
ACH-000396,Captopril,0.05,861,766,132,0.0883
ACH-000396,Cepharanthine,5.0,872,1834,395,0.1709
ACH-000396,Chlorhexidine (diacetate),0.5,1642,2013,466,0.1461
ACH-000396,Chlorhexidine (diacetate),5.0,457,3256,318,0.0937
ACH-000396,Ciclopirox,5.0,592,2641,343,0.1187
ACH-000396,Clonidine (hydrochloride),5.0,632,4099,437,0.1018
ACH-000396,Clotrimazole,5.0,726,2371,361,0.1319
ACH-000396,Cloxacillin (sodium),5.0,447,1726,251,0.1306
ACH-000396,Cysteamine (hydrochloride),5.0,504,2172,247,0.1017
ACH-000396,Cytarabine,0.05,1122,868,251,0.1443
ACH-000396,Cytarabine,0.5,692,1092,170,0.1053
ACH-000396,Cytarabine,5.0,701,1811,269,0.1199
ACH-000396,DTP3,0.05,8463,2611,110,0.01
ACH-000396,Daidzin,0.05,1028,717,217,0.142
ACH-000396,Daidzin,0.5,729,766,114,0.0825
ACH-000396,Daidzin,5.0,816,1638,216,0.0965
ACH-000396,Darinaparsin,5.0,1066,3325,640,0.1706
ACH-000396,Demeclocycline,5.0,578,1583,179,0.0903
ACH-000396,Diammonium Glycyrrhizinate,5.0,645,3041,339,0.1013
ACH-000396,Docetaxel,5.0,1328,3796,854,0.2
ACH-000396,Elagolix sodium,5.0,1096,2676,500,0.1528
ACH-000396,Flumatinib (mesylate),0.05,1112,771,183,0.1076
ACH-000396,Flumatinib (mesylate),0.5,1223,2749,487,0.1397
ACH-000396,Flumatinib (mesylate),5.0,732,929,152,0.1007
ACH-000396,Fluvoxamine (maleate),5.0,413,3315,292,0.085
ACH-000396,Folic acid,5.0,370,2534,209,0.0776
ACH-000396,Fumaric acid,0.05,934,949,221,0.133
ACH-000396,Fumaric acid,0.5,803,2136,268,0.1003
ACH-000396,Fumaric acid,5.0,900,2290,322,0.1123
ACH-000396,Furosemide,5.0,450,1453,190,0.1109
ACH-000396,Fusidic acid,5.0,424,2123,283,0.125
ACH-000396,Gallic acid,5.0,635,2543,365,0.1298
ACH-000396,Gallic acid (hydrate),5.0,885,2357,414,0.1464
ACH-000396,Gemfibrozil,5.0,1118,2596,568,0.1805
ACH-000396,Goserelin (acetate),5.0,583,2734,366,0.124
ACH-000396,Hexylresorcinol,5.0,877,2358,476,0.1725
ACH-000396,Homoharringtonine,5.0,9822,12087,8229,0.6015
ACH-000396,Hydroxyfasudil,0.05,406,1540,52,0.0275
ACH-000396,Idarubicin (hydrochloride),5.0,7829,12353,6499,0.475
ACH-000396,Irinotecan (hydrochloride),0.05,1829,513,178,0.0823
ACH-000396,Irinotecan (hydrochloride),0.5,2541,2038,602,0.1514
ACH-000396,Irinotecan (hydrochloride),5.0,2435,1570,511,0.1463
ACH-000396,Isocorydine,5.0,635,2632,318,0.1078
ACH-000396,L-Thyroxine (sodium salt pentahydrate),5.0,48,2770,10,0.0036
ACH-000396,Larotrectinib,5.0,566,2097,257,0.1068
ACH-000396,Lenalidomide (hemihydrate),5.0,494,2557,301,0.1095
ACH-000396,Lidocaine (hydrochloride),5.0,1640,3217,841,0.2094
ACH-000396,Lipoic acid,5.0,574,1661,291,0.1497
ACH-000396,Lumateperone (tosylate),5.0,421,2075,251,0.1118
ACH-000396,Malotilate,0.05,3842,623,303,0.0728
ACH-000396,Medroxyprogesterone acetate,5.0,925,2712,467,0.1473
ACH-000396,Megestrol,5.0,476,1847,246,0.1184
ACH-000396,Methylprednisolone succinate,0.05,7061,1255,66,0.008
ACH-000396,Mitoxantrone (dihydrochloride),5.0,983,8956,711,0.077
ACH-000396,Naproxen,0.05,500,486,86,0.0956
ACH-000396,Naproxen,0.5,540,1457,172,0.0942
ACH-000396,Naproxen,5.0,510,296,67,0.0907
ACH-000396,Neratinib (maleate),5.0,847,4885,597,0.1163
ACH-000396,Norepinephrine (hydrochloride),5.0,604,2400,267,0.0976
ACH-000396,Olanzapine,5.0,621,2920,390,0.1238
ACH-000396,PF-06260933,0.05,8267,997,45,0.0049
ACH-000396,Palmatine (chloride),5.0,485,2287,277,0.111
ACH-000396,Pasireotide (acetate),5.0,961,2892,506,0.1512
ACH-000396,Pentagastrin,5.0,493,3100,265,0.0796
ACH-000396,Pentamidine (isethionate),0.5,726,2371,266,0.094
ACH-000396,Pentamidine (isethionate),5.0,800,2801,373,0.1156
ACH-000396,Pralsetinib,0.05,1506,613,186,0.0962
ACH-000396,Pravastatin (sodium),0.05,727,487,125,0.1148
ACH-000396,Pravastatin (sodium),0.5,775,719,141,0.1042
ACH-000396,Pravastatin (sodium),5.0,1029,1275,277,0.1367
ACH-000396,Pyridoxine,5.0,764,2526,326,0.11
ACH-000396,Pyridoxine (hydrochloride),5.0,603,2324,346,0.1341
ACH-000396,Quinestrol,5.0,658,2591,404,0.142
ACH-000396,Radotinib,5.0,1234,2792,701,0.2108
ACH-000396,Raltitrexed,5.0,454,3558,335,0.0911
ACH-000396,Rapamycin,5.0,946,3734,516,0.1239
ACH-000396,Regorafenib,0.05,883,1122,199,0.1102
ACH-000396,Regorafenib,0.5,632,3089,273,0.0792
ACH-000396,Regorafenib,5.0,734,1049,191,0.12
ACH-000396,Relugolix,5.0,360,2244,180,0.0743
ACH-000396,Resveratrol,5.0,1170,2946,534,0.1491
ACH-000396,Retinoic acid,5.0,839,3136,523,0.1515
ACH-000396,Riluzole hydrochloride,5.0,1449,4206,866,0.1808
ACH-000396,Rimonabant,5.0,647,2311,395,0.1541
ACH-000396,Ritonavir,5.0,561,2936,347,0.1102
ACH-000396,Ropivacaine (hydrochloride monohydrate),5.0,953,3086,653,0.1929
ACH-000396,S-Adenosyl-L-methionine (disulfate tosylate),5.0,754,3567,545,0.1443
ACH-000396,Salicylic acid,5.0,648,2068,332,0.1393
ACH-000396,Saquinavir,5.0,654,2584,319,0.1093
ACH-000396,Selinexor ,5.0,2164,8493,1566,0.1723
ACH-000396,Sinomenine,5.0,513,1719,258,0.1307
