patient,drug,dose,n_first,n_second,n_both,jaccard
ACH-000842,Selinexor ,5.0,3090,8261,2299,0.254
ACH-000842,Sinomenine,5.0,1055,2888,538,0.158
ACH-000842,Sodium Salicylate,5.0,2537,4175,1100,0.196
ACH-000842,Sonidegib,0.05,3275,2738,158,0.027
ACH-000842,Sulfisoxazole,0.5,4563,2909,1023,0.1586
ACH-000842,Sulfisoxazole,5.0,1275,4136,633,0.1325
ACH-000842,Temsirolimus,5.0,1508,4296,921,0.1886
ACH-000842,Terfenadine,0.5,2582,2813,713,0.1523
ACH-000842,Terfenadine,5.0,1715,4429,896,0.1707
ACH-000842,Thymol,5.0,2207,2042,692,0.1945
ACH-000842,Tofacitinib,5.0,1564,3983,748,0.1559
ACH-000842,Tofacitinib (citrate),5.0,1441,3498,729,0.1732
ACH-000842,Tolcapone,5.0,1297,4750,813,0.1553
ACH-000842,Topotecan (hydrochloride),0.05,2878,1005,371,0.1056
ACH-000842,Topotecan (hydrochloride),0.5,2128,7143,1310,0.1646
ACH-000842,Topotecan (hydrochloride),5.0,2556,6610,1392,0.1791
ACH-000842,Trametinib,0.05,4372,7322,2713,0.3021
ACH-000842,Trametinib,0.5,6039,8236,3711,0.3513
ACH-000842,Trametinib,5.0,8617,6105,3797,0.3476
ACH-000842,Triamcinolone,5.0,2599,3962,1325,0.2531
ACH-000842,Triclosan,5.0,1611,3811,824,0.1792
ACH-000842,Trifluridine,5.0,1094,4596,614,0.121
ACH-000842,Trimetrexate,5.0,1577,4657,846,0.157
ACH-000842,Tucidinostat,5.0,4867,13350,4118,0.2921
ACH-000842,Vilanterol,5.0,1431,3856,800,0.1783
ACH-000842,Vinblastine (sulfate),5.0,2058,5945,1445,0.2203
ACH-000842,c-Kit-IN-1,0.05,11150,7853,487,0.0263
ACH-000842,olaparib,0.05,10468,2529,154,0.012
ACH-000853,(R)-Verapamil (hydrochloride),5.0,2,126,0,0.0
ACH-000853,18β-Glycyrrhetinic acid,5.0,4,304,3,0.0098
ACH-000853,8-Hydroxyquinoline,5.0,27,145,10,0.0617
ACH-000853,Acetohexamide,5.0,8,193,3,0.0152
ACH-000853,Adagrasib,0.05,89,170,33,0.146
ACH-000853,Adenine,5.0,3,43,2,0.0455
ACH-000853,Adenosine,5.0,2,286,1,0.0035
ACH-000853,Afatinib,0.05,183,15,6,0.0312
ACH-000853,Afatinib,0.5,51,228,11,0.041
ACH-000853,Afatinib,5.0,66,267,18,0.0571
ACH-000853,Aliskiren,5.0,4,143,3,0.0208
ACH-000853,Allantoin,5.0,12,111,8,0.0696
ACH-000853,Almonertinib (hydrochloride),5.0,20,217,13,0.058
ACH-000853,Almonertinib (mesylate),0.05,27,9,1,0.0286
ACH-000853,Almonertinib (mesylate),0.5,6,3,1,0.125
ACH-000853,Almonertinib (mesylate),5.0,69,4,1,0.0139
ACH-000853,Amsacrine,5.0,18,308,12,0.0382
ACH-000853,Anethole trithione,5.0,6,97,1,0.0098
ACH-000853,Artesunate,5.0,11,154,9,0.0577
ACH-000853,Azithromycin (hydrate),5.0,1,232,0,0.0
ACH-000853,Baicalin,5.0,5,80,2,0.0241
ACH-000853,Balsalazide (sodium hydrate),5.0,3,30,2,0.0645
ACH-000853,Belumosudil,0.05,35,5,2,0.0526
ACH-000853,Belumosudil,0.5,58,41,8,0.0879
ACH-000853,Belumosudil,5.0,59,57,3,0.0265
ACH-000853,Berbamine,0.5,84,160,10,0.0427
ACH-000853,Berbamine,5.0,4,144,4,0.0278
ACH-000853,Berbamine (dihydrochloride),0.05,30,7,5,0.1562
ACH-000853,Berbamine (dihydrochloride),0.5,62,19,5,0.0658
ACH-000853,Berbamine (dihydrochloride),5.0,110,37,10,0.073
ACH-000853,Berberine (chloride hydrate),5.0,3,32,3,0.0938
ACH-000853,Bergenin,5.0,3,110,1,0.0089
ACH-000853,Bimatoprost,5.0,4,159,4,0.0252
ACH-000853,Binimetinib,0.05,113,32,11,0.0821
ACH-000853,Binimetinib,0.5,3,692,1,0.0014
ACH-000853,Binimetinib,5.0,48,30,2,0.0263
ACH-000853,Busulfan,5.0,53,134,17,0.1
ACH-000853,Captopril,0.05,46,123,3,0.0181
ACH-000853,Cepharanthine,5.0,3,319,2,0.0062
ACH-000853,Chlorhexidine (diacetate),0.5,128,56,8,0.0455
ACH-000853,Chlorhexidine (diacetate),5.0,31,509,24,0.0465
ACH-000853,Ciclopirox,5.0,11,345,8,0.023
ACH-000853,Clonidine (hydrochloride),5.0,5,49,2,0.0385
ACH-000853,Clotrimazole,5.0,5,403,5,0.0124
ACH-000853,Cloxacillin (sodium),5.0,30,74,9,0.0947
ACH-000853,Cysteamine (hydrochloride),5.0,14,45,6,0.1132
ACH-000853,Cytarabine,0.05,34,2,1,0.0286
ACH-000853,Cytarabine,0.5,48,22,6,0.0938
ACH-000853,Cytarabine,5.0,2,190,1,0.0052
ACH-000853,Daidzin,0.05,77,14,5,0.0581
ACH-000853,Daidzin,0.5,50,14,2,0.0323
ACH-000853,Daidzin,5.0,137,25,6,0.0385
ACH-000853,Darinaparsin,5.0,5,461,4,0.0087
ACH-000853,Demeclocycline,5.0,5,174,3,0.017
ACH-000853,Diammonium Glycyrrhizinate,5.0,11,109,6,0.0526
ACH-000853,Docetaxel,5.0,5,392,5,0.0128
ACH-000853,Elagolix sodium,5.0,73,123,11,0.0595
ACH-000853,Flumatinib (mesylate),0.05,43,19,5,0.0877
ACH-000853,Flumatinib (mesylate),0.5,28,143,8,0.0491
ACH-000853,Flumatinib (mesylate),5.0,57,45,6,0.0625
ACH-000853,Fluvoxamine (maleate),5.0,1,370,0,0.0
ACH-000853,Folic acid,5.0,5,19,2,0.0909
ACH-000853,Fumaric acid,0.05,40,11,4,0.0851
ACH-000853,Fumaric acid,0.5,17,40,2,0.0364
ACH-000853,Fumaric acid,5.0,100,59,5,0.0325
ACH-000853,Furosemide,5.0,1,122,1,0.0082
ACH-000853,Fusidic acid,5.0,3,51,0,0.0
ACH-000853,Gallic acid,5.0,3,54,1,0.0179
ACH-000853,Gallic acid (hydrate),5.0,17,195,9,0.0443
ACH-000853,Gemfibrozil,5.0,19,245,8,0.0312
ACH-000853,Goserelin (acetate),5.0,45,30,6,0.087
ACH-000853,Hexylresorcinol,5.0,5,41,3,0.0698
ACH-000853,Homoharringtonine,5.0,617,1195,289,0.1898
ACH-000853,Idarubicin (hydrochloride),5.0,599,1208,321,0.216
ACH-000853,Irinotecan (hydrochloride),0.05,108,43,4,0.0272
ACH-000853,Irinotecan (hydrochloride),0.5,86,34,13,0.1215
ACH-000853,Irinotecan (hydrochloride),5.0,107,6,4,0.0367
ACH-000853,Isocorydine,5.0,5,86,0,0.0
ACH-000853,Larotrectinib,5.0,4,243,3,0.0123
ACH-000853,Lenalidomide (hemihydrate),5.0,9,185,5,0.0265
ACH-000853,Lidocaine (hydrochloride),5.0,33,578,14,0.0235
ACH-000853,Lipoic acid,5.0,3,25,2,0.0769
ACH-000853,Lumateperone (tosylate),5.0,4,59,4,0.0678
ACH-000853,Malotilate,0.05,788,51,18,0.0219
ACH-000853,Medroxyprogesterone acetate,5.0,20,255,7,0.0261
ACH-000853,Megestrol,5.0,3,283,3,0.0106
ACH-000853,Mitoxantrone (dihydrochloride),5.0,14,1697,6,0.0035
ACH-000853,Naproxen,0.05,25,15,4,0.1111
ACH-000853,Naproxen,0.5,32,53,10,0.1333
ACH-000853,Naproxen,5.0,22,6,4,0.1667
ACH-000853,Neratinib (maleate),5.0,18,161,10,0.0592
ACH-000853,Norepinephrine (hydrochloride),5.0,4,235,3,0.0127
ACH-000853,Olanzapine,5.0,16,142,4,0.026
ACH-000853,Palmatine (chloride),5.0,7,221,4,0.0179
ACH-000853,Pasireotide (acetate),5.0,66,185,20,0.0866
ACH-000853,Pentagastrin,5.0,2,48,2,0.0417
ACH-000853,Pentamidine (isethionate),0.5,182,97,13,0.0489
ACH-000853,Pentamidine (isethionate),5.0,19,460,15,0.0323
ACH-000853,Pralsetinib,0.05,96,25,8,0.0708
ACH-000853,Pravastatin (sodium),0.05,36,22,5,0.0943
ACH-000853,Pravastatin (sodium),0.5,12,20,5,0.1852
ACH-000853,Pravastatin (sodium),5.0,108,47,14,0.0993
ACH-000853,Pyridoxine,5.0,15,187,9,0.0466
ACH-000853,Pyridoxine (hydrochloride),5.0,26,48,4,0.0571
ACH-000853,Quinestrol,5.0,4,159,4,0.0252
ACH-000853,Radotinib,5.0,12,254,8,0.031
ACH-000853,Raltitrexed,5.0,27,68,11,0.131
ACH-000853,Rapamycin,5.0,24,411,9,0.0211
ACH-000853,Regorafenib,0.05,69,17,4,0.0488
ACH-000853,Regorafenib,0.5,21,248,7,0.0267
ACH-000853,Regorafenib,5.0,13,66,1,0.0128
ACH-000853,Relugolix,5.0,2,15,1,0.0625
ACH-000853,Resveratrol,5.0,55,201,23,0.0987
ACH-000853,Retinoic acid,5.0,5,104,4,0.0381
ACH-000853,Riluzole hydrochloride,5.0,22,175,4,0.0207
ACH-000853,Rimonabant,5.0,8,74,4,0.0513
ACH-000853,Ritonavir,5.0,5,517,2,0.0038
ACH-000853,Ropivacaine (hydrochloride monohydrate),5.0,22,239,12,0.0482
ACH-000853,S-Adenosyl-L-methionine (disulfate tosylate),5.0,6,509,5,0.0098
ACH-000853,Salicylic acid,5.0,2,456,1,0.0022
ACH-000853,Saquinavir,5.0,23,367,10,0.0263
ACH-000853,Selinexor ,5.0,203,250,33,0.0786
ACH-000853,Sinomenine,5.0,25,50,6,0.087
ACH-000853,Sodium Salicylate,5.0,4,250,4,0.016
ACH-000853,Sonidegib,0.05,129,107,36,0.18
ACH-000853,Sulfisoxazole,0.5,247,95,14,0.0427
ACH-000853,Sulfisoxazole,5.0,2,191,1,0.0052
ACH-000853,Temsirolimus,5.0,5,326,5,0.0153
ACH-000853,Terfenadine,0.5,193,277,14,0.0307
ACH-000853,Terfenadine,5.0,14,277,9,0.0319
ACH-000853,Thymol,5.0,18,87,3,0.0294
ACH-000853,Tofacitinib,5.0,5,153,4,0.026
ACH-000853,Tofacitinib (citrate),5.0,40,135,15,0.0938
ACH-000853,Tolcapone,5.0,9,226,4,0.0173
ACH-000853,Topotecan (hydrochloride),0.05,25,73,5,0.0538
ACH-000853,Topotecan (hydrochloride),0.5,34,291,14,0.045
ACH-000853,Topotecan (hydrochloride),5.0,13,641,2,0.0031
ACH-000853,Trametinib,0.05,100,278,13,0.0356
ACH-000853,Trametinib,0.5,22,789,8,0.01
ACH-000853,Trametinib,5.0,34,159,3,0.0158
ACH-000853,Triamcinolone,5.0,5,298,4,0.0134
ACH-000853,Triclosan,5.0,4,153,4,0.0261
ACH-000853,Trifluridine,5.0,21,256,7,0.0259
ACH-000853,Trimetrexate,5.0,2,413,2,0.0048
ACH-000853,Tucidinostat,5.0,29,1171,20,0.0169
ACH-000853,Vilanterol,5.0,7,348,4,0.0114
ACH-000853,Vinblastine (sulfate),5.0,32,762,23,0.0298
ACH-000861,(R)-Verapamil (hydrochloride),5.0,749,2506,416,0.1465
ACH-000861,18β-Glycyrrhetinic acid,5.0,1261,2171,494,0.1681
ACH-000861,8-Hydroxyquinoline,5.0,970,3288,538,0.1446
ACH-000861,Abemaciclib,0.05,7482,2062,95,0.0101
ACH-000861,Acetohexamide,5.0,1055,2295,377,0.1268
ACH-000861,Adagrasib,0.05,7546,6860,4603,0.4696
ACH-000861,Adenine,5.0,1168,2395,576,0.1928
ACH-000861,Adenosine,5.0,1388,3165,705,0.1832
ACH-000861,Afatinib,0.05,1909,1015,348,0.1351
ACH-000861,Afatinib,0.5,1753,4128,793,0.1559
ACH-000861,Afatinib,5.0,1579,4672,841,0.1555
ACH-000861,Aliskiren,5.0,1030,2490,531,0.1777
ACH-000861,Allantoin,5.0,2215,3521,1067,0.2285
ACH-000861,Almonertinib (hydrochloride),5.0,1513,2419,603,0.1811
ACH-000861,Almonertinib (mesylate),0.05,1079,1090,304,0.163
ACH-000861,Almonertinib (mesylate),0.5,1366,3113,647,0.1688
ACH-000861,Almonertinib (mesylate),5.0,1007,2273,356,0.1218
ACH-000861,Amsacrine,5.0,1821,5622,1268,0.2053
ACH-000861,Anethole trithione,5.0,1526,3379,813,0.1987
ACH-000861,Artesunate,5.0,1596,3183,1066,0.2871
ACH-000861,Azithromycin (hydrate),5.0,1412,2363,602,0.1897
ACH-000861,Baicalin,5.0,997,3108,574,0.1626
ACH-000861,Balsalazide (sodium hydrate),5.0,863,2742,492,0.158
ACH-000861,Belumosudil,0.05,1163,662,257,0.1639
ACH-000861,Belumosudil,0.5,1310,1738,434,0.166
ACH-000861,Belumosudil,5.0,1360,2598,449,0.128
ACH-000861,Berbamine,0.5,2325,1511,617,0.1917
ACH-000861,Berbamine,5.0,743,3430,411,0.1093
ACH-000861,Berbamine (dihydrochloride),0.05,1486,742,311,0.1622
ACH-000861,Berbamine (dihydrochloride),0.5,1371,1078,268,0.1229
ACH-000861,Berbamine (dihydrochloride),5.0,1177,1523,255,0.1043
ACH-000861,Berberine (chloride hydrate),5.0,1098,3390,602,0.1549
ACH-000861,Bergenin,5.0,1061,2283,454,0.1571
ACH-000861,Bimatoprost,5.0,1490,2726,590,0.1627
ACH-000861,Binimetinib,0.05,2290,3512,1294,0.287
ACH-000861,Binimetinib,0.5,3447,6983,2110,0.2536
ACH-000861,Binimetinib,5.0,5313,1804,1272,0.2176
ACH-000861,Busulfan,5.0,1499,2592,693,0.2039
ACH-000861,Captopril,0.05,1691,1092,288,0.1154
ACH-000861,Cepharanthine,5.0,1632,2272,698,0.2177
ACH-000861,Chlorhexidine (diacetate),0.5,2169,2104,594,0.1615
ACH-000861,Chlorhexidine (diacetate),5.0,1068,3442,698,0.1831
ACH-000861,Ciclopirox,5.0,1100,2946,551,0.1577
ACH-000861,Clonidine (hydrochloride),5.0,983,3819,650,0.1566
ACH-000861,Clotrimazole,5.0,1007,2824,487,0.1456
ACH-000861,Cloxacillin (sodium),5.0,647,2000,396,0.1759
ACH-000861,Cysteamine (hydrochloride),5.0,856,2537,446,0.1513
ACH-000861,Cytarabine,0.05,1355,1061,326,0.156
ACH-000861,Cytarabine,0.5,1143,1470,284,0.1219
ACH-000861,Cytarabine,5.0,932,2005,350,0.1353
ACH-000861,Daidzin,0.05,1405,749,280,0.1494
ACH-000861,Daidzin,0.5,1193,1166,268,0.1282
ACH-000861,Daidzin,5.0,1169,1737,326,0.1264
ACH-000861,Darinaparsin,5.0,1711,4005,1018,0.2167
ACH-000861,Demeclocycline,5.0,1019,1473,279,0.1261
ACH-000861,Diammonium Glycyrrhizinate,5.0,1005,3500,536,0.135
ACH-000861,Docetaxel,5.0,1866,4157,1091,0.2212
ACH-000861,Elagolix sodium,5.0,1400,3133,687,0.1786
ACH-000861,Flumatinib (mesylate),0.05,1349,1263,343,0.1512
ACH-000861,Flumatinib (mesylate),0.5,1718,3452,767,0.1742
ACH-000861,Flumatinib (mesylate),5.0,1169,1846,364,0.1373
ACH-000861,Fluvoxamine (maleate),5.0,1145,3344,673,0.1764
ACH-000861,Folic acid,5.0,640,2371,295,0.1086
ACH-000861,Fumaric acid,0.05,1297,1122,309,0.1464
ACH-000861,Fumaric acid,0.5,1443,2569,568,0.1649
ACH-000861,Fumaric acid,5.0,1434,2929,522,0.1359
ACH-000861,Furosemide,5.0,782,1761,346,0.1575
ACH-000861,Fusidic acid,5.0,835,2551,526,0.1839
ACH-000861,Gallic acid,5.0,1065,2671,601,0.1917
ACH-000861,Gallic acid (hydrate),5.0,1427,2695,651,0.1876
ACH-000861,Gemfibrozil,5.0,1617,3068,744,0.1888
ACH-000861,Goserelin (acetate),5.0,1164,2887,662,0.1953
ACH-000861,Hexylresorcinol,5.0,1425,2942,835,0.2364
ACH-000861,Homoharringtonine,5.0,11817,14018,10185,0.6508
ACH-000861,Hydroxyfasudil,0.05,547,2077,93,0.0367
ACH-000861,Idarubicin (hydrochloride),5.0,10486,14984,8946,0.5414
ACH-000861,Irinotecan (hydrochloride),0.05,2465,869,345,0.1154
ACH-000861,Irinotecan (hydrochloride),0.5,3593,2609,1039,0.2012
ACH-000861,Irinotecan (hydrochloride),5.0,3413,2012,828,0.1801
ACH-000861,Isocorydine,5.0,1317,2681,582,0.1704
ACH-000861,L-Thyroxine (sodium salt pentahydrate),5.0,6919,2897,135,0.0139
ACH-000861,Larotrectinib,5.0,1053,2403,472,0.1582
ACH-000861,Lenalidomide (hemihydrate),5.0,902,2688,541,0.1774
ACH-000861,Lidocaine (hydrochloride),5.0,2223,3345,997,0.2181
ACH-000861,Lipoic acid,5.0,844,1804,427,0.1923
ACH-000861,Lumateperone (tosylate),5.0,811,2113,415,0.1654
ACH-000861,Malotilate,0.05,4908,827,459,0.087
ACH-000861,Medroxyprogesterone acetate,5.0,1654,3172,790,0.1957
ACH-000861,Megestrol,5.0,1399,2418,646,0.2037
ACH-000861,Methylprednisolone succinate,0.05,8451,1558,84,0.0085
ACH-000861,Mitoxantrone (dihydrochloride),5.0,1684,10352,1168,0.1075
ACH-000861,Naproxen,0.05,697,682,141,0.1139
ACH-000861,Naproxen,0.5,825,1743,277,0.1209
ACH-000861,Naproxen,5.0,713,553,130,0.1144
ACH-000861,Neratinib (maleate),5.0,1316,4218,758,0.1587
ACH-000861,Norepinephrine (hydrochloride),5.0,1191,2655,493,0.147
ACH-000861,Olanzapine,5.0,1221,2993,677,0.1914
ACH-000861,PF-06260933,0.05,7212,1279,78,0.0093
ACH-000861,Palmatine (chloride),5.0,708,2510,393,0.1391
ACH-000861,Pasireotide (acetate),5.0,1807,3219,822,0.1955
ACH-000861,Pentagastrin,5.0,966,2752,497,0.1543
ACH-000861,Pentamidine (isethionate),0.5,836,2439,314,0.106
ACH-000861,Pentamidine (isethionate),5.0,1447,3153,686,0.1753
ACH-000861,Pralsetinib,0.05,1810,1302,386,0.1416
ACH-000861,Pravastatin (sodium),0.05,1158,892,245,0.1357
ACH-000861,Pravastatin (sodium),0.5,1471,1102,293,0.1285
ACH-000861,Pravastatin (sodium),5.0,1441,2017,482,0.162
ACH-000861,Pyridoxine,5.0,1210,2543,497,0.1526
ACH-000861,Pyridoxine (hydrochloride),5.0,1084,2508,525,0.1712
ACH-000861,Quinestrol,5.0,1023,2909,592,0.1772
ACH-000861,Radotinib,5.0,1794,2969,954,0.2505
ACH-000861,Ralimetinib dimesylate,0.05,9487,1421,62,0.0057
ACH-000861,Raltitrexed,5.0,896,3869,611,0.1471
ACH-000861,Rapamycin,5.0,1579,4029,802,0.1669
ACH-000861,Regorafenib,0.05,1372,1293,326,0.1394
ACH-000861,Regorafenib,0.5,1177,4342,517,0.1034
ACH-000861,Regorafenib,5.0,1210,1387,300,0.1306
ACH-000861,Relugolix,5.0,635,1981,309,0.1339
ACH-000861,Resveratrol,5.0,1341,3673,700,0.1623
ACH-000861,Retinoic acid,5.0,1295,2927,646,0.1806
ACH-000861,Riluzole hydrochloride,5.0,1953,4242,1134,0.2241
ACH-000861,Rimonabant,5.0,877,2615,540,0.1829
ACH-000861,Ritonavir,5.0,1060,3020,590,0.1691
ACH-000861,Ropivacaine (hydrochloride monohydrate),5.0,1157,2974,718,0.2104
ACH-000861,S-Adenosyl-L-methionine (disulfate tosylate),5.0,1487,4233,983,0.2075
ACH-000861,Salicylic acid,5.0,1156,2392,469,0.1523
ACH-000861,Saquinavir,5.0,1076,2964,454,0.1266
ACH-000861,Selinexor ,5.0,2253,6594,1600,0.2208
ACH-000861,Sinomenine,5.0,1060,1979,518,0.2055
ACH-000861,Sodium Salicylate,5.0,1743,3082,767,0.189
ACH-000861,Sonidegib,0.05,208,2318,32,0.0128
ACH-000861,Sulfisoxazole,0.5,2142,2234,533,0.1387
ACH-000861,Sulfisoxazole,5.0,1006,3133,508,0.1399
ACH-000861,Temsirolimus,5.0,1074,3442,645,0.1666
ACH-000861,Terfenadine,0.5,1809,2833,604,0.1496
ACH-000861,Terfenadine,5.0,1415,3795,769,0.1732
ACH-000861,Thymol,5.0,1578,1637,520,0.1929
ACH-000861,Tofacitinib,5.0,1108,2766,477,0.1404
ACH-000861,Tofacitinib (citrate),5.0,1301,2437,605,0.1931
ACH-000861,Tolcapone,5.0,980,4081,591,0.1322
ACH-000861,Topotecan (hydrochloride),0.05,1843,753,267,0.1146
ACH-000861,Topotecan (hydrochloride),0.5,1136,5555,737,0.1238
ACH-000861,Topotecan (hydrochloride),5.0,1457,4724,753,0.1387
ACH-000861,Trametinib,0.05,2232,3773,1124,0.2303
ACH-000861,Trametinib,0.5,3929,6988,2512,0.2989
ACH-000861,Trametinib,5.0,5945,4476,2480,0.3123
ACH-000861,Triamcinolone,5.0,2563,4301,1510,0.282
ACH-000861,Triclosan,5.0,1214,2691,609,0.1848
ACH-000861,Trifluridine,5.0,822,3473,459,0.1197
ACH-000861,Trimetrexate,5.0,1039,3840,581,0.1352
ACH-000861,Tucidinostat,5.0,3058,9874,2435,0.232
ACH-000861,Vilanterol,5.0,1155,2819,676,0.205
ACH-000861,Vinblastine (sulfate),5.0,1516,4649,952,0.1826
ACH-000861,c-Kit-IN-1,0.05,281,4806,89,0.0178
ACH-000861,olaparib,0.05,8000,2076,107,0.0107
ACH-000875,(R)-Verapamil (hydrochloride),5.0,388,2416,249,0.0975
ACH-000875,18β-Glycyrrhetinic acid,5.0,790,2456,424,0.1502
ACH-000875,8-Hydroxyquinoline,5.0,627,2743,368,0.1226
ACH-000875,Acetohexamide,5.0,694,2272,301,0.1129
ACH-000875,Adagrasib,0.05,4251,4325,2210,0.3472
ACH-000875,Adenine,5.0,892,2726,513,0.1652
ACH-000875,Adenosine,5.0,963,3379,604,0.1616
ACH-000875,Afatinib,0.05,2835,798,406,0.1258
ACH-000875,Afatinib,0.5,1936,2876,717,0.1751
ACH-000875,Afatinib,5.0,1464,6076,935,0.1416
ACH-000875,Aliskiren,5.0,511,2168,265,0.1098
ACH-000875,Allantoin,5.0,1500,3293,764,0.1896
ACH-000875,Almonertinib (hydrochloride),5.0,1213,2352,500,0.1631
ACH-000875,Almonertinib (mesylate),0.05,680,873,180,0.1311
ACH-000875,Almonertinib (mesylate),0.5,817,1894,319,0.1334
ACH-000875,Almonertinib (mesylate),5.0,1045,1423,373,0.178
ACH-000875,Amsacrine,5.0,1349,4086,945,0.2105
ACH-000875,Anethole trithione,5.0,1183,3509,644,0.1591
ACH-000875,Artesunate,5.0,1115,3156,777,0.2224
ACH-000875,Azithromycin (hydrate),5.0,841,2165,398,0.1526
ACH-000875,Baicalin,5.0,817,3038,532,0.1601
ACH-000875,Balsalazide (sodium hydrate),5.0,502,2784,306,0.1027
ACH-000875,Belumosudil,0.05,676,570,142,0.1286
ACH-000875,Belumosudil,0.5,690,1232,184,0.1059
ACH-000875,Belumosudil,5.0,1216,3972,585,0.1271
ACH-000875,Berbamine,0.5,1910,1309,424,0.1517
ACH-000875,Berbamine,5.0,341,2285,192,0.0789
ACH-000875,Berbamine (dihydrochloride),0.05,1263,647,278,0.1703
ACH-000875,Berbamine (dihydrochloride),0.5,1213,765,177,0.0983
ACH-000875,Berbamine (dihydrochloride),5.0,989,1642,281,0.1196
ACH-000875,Berberine (chloride hydrate),5.0,625,3543,438,0.1174
ACH-000875,Bergenin,5.0,676,2020,321,0.1352
ACH-000875,Bimatoprost,5.0,882,2859,436,0.1319
ACH-000875,Binimetinib,0.05,3220,2934,1469,0.3136
ACH-000875,Binimetinib,0.5,2744,6418,1710,0.2295
ACH-000875,Binimetinib,5.0,3326,2429,1285,0.2875
ACH-000875,Busulfan,5.0,765,2154,413,0.1648
ACH-000875,Captopril,0.05,1963,1043,340,0.1275
ACH-000875,Cepharanthine,5.0,913,2347,471,0.1689
ACH-000875,Chlorhexidine (diacetate),0.5,1698,1950,508,0.1618
ACH-000875,Chlorhexidine (diacetate),5.0,529,2994,356,0.1124
ACH-000875,Ciclopirox,5.0,675,3582,442,0.1159
ACH-000875,Clonidine (hydrochloride),5.0,619,3969,435,0.1047
ACH-000875,Clotrimazole,5.0,639,2700,331,0.11
ACH-000875,Cloxacillin (sodium),5.0,651,2153,376,0.1549
ACH-000875,Cysteamine (hydrochloride),5.0,615,2307,359,0.1401
ACH-000875,Cytarabine,0.05,1020,926,243,0.1427
ACH-000875,Cytarabine,0.5,728,829,132,0.0926
ACH-000875,Cytarabine,5.0,746,1663,282,0.1326
ACH-000875,DTP3,0.05,9065,2584,113,0.0098
ACH-000875,Daidzin,0.05,1186,832,268,0.1531
ACH-000875,Daidzin,0.5,975,1114,206,0.1094
ACH-000875,Daidzin,5.0,863,1723,269,0.1161
ACH-000875,Darinaparsin,5.0,1084,4108,733,0.1644
ACH-000875,Demeclocycline,5.0,707,1707,234,0.1073
ACH-000875,Diammonium Glycyrrhizinate,5.0,788,3663,522,0.1329
ACH-000875,Docetaxel,5.0,1420,3392,863,0.2185
ACH-000875,Elagolix sodium,5.0,918,3003,489,0.1425
ACH-000875,Flumatinib (mesylate),0.05,1319,1067,298,0.1427
ACH-000875,Flumatinib (mesylate),0.5,1060,2396,408,0.1339
ACH-000875,Flumatinib (mesylate),5.0,914,1582,286,0.1294
ACH-000875,Fluvoxamine (maleate),5.0,439,3707,322,0.0842
ACH-000875,Folic acid,5.0,407,2741,252,0.087
ACH-000875,Fumaric acid,0.05,985,1221,263,0.1354
ACH-000875,Fumaric acid,0.5,1123,2250,386,0.1292
ACH-000875,Fumaric acid,5.0,1278,2346,457,0.1443
ACH-000875,Furosemide,5.0,505,1714,245,0.1241
ACH-000875,Fusidic acid,5.0,438,2427,303,0.1183
ACH-000875,Gallic acid,5.0,762,2737,434,0.1416
ACH-000875,Gallic acid (hydrate),5.0,965,2906,504,0.1497
ACH-000875,Gemfibrozil,5.0,1015,3418,582,0.1511
ACH-000875,Goserelin (acetate),5.0,1002,2962,554,0.1625
ACH-000875,Hexylresorcinol,5.0,849,2643,537,0.1817
ACH-000875,Homoharringtonine,5.0,8967,11434,7573,0.5903
ACH-000875,Hydroxyfasudil,0.05,785,1556,137,0.0622
ACH-000875,Idarubicin (hydrochloride),5.0,7353,11179,5942,0.472
ACH-000875,Irinotecan (hydrochloride),0.05,2000,836,324,0.129
ACH-000875,Irinotecan (hydrochloride),0.5,1854,1544,451,0.153
ACH-000875,Irinotecan (hydrochloride),5.0,2201,1579,511,0.1563
ACH-000875,Isocorydine,5.0,913,2582,415,0.1347
ACH-000875,L-Thyroxine (sodium salt pentahydrate),5.0,355,2866,74,0.0235
ACH-000875,Larotrectinib,5.0,583,2240,295,0.1167
ACH-000875,Lenalidomide (hemihydrate),5.0,480,3085,328,0.1013
ACH-000875,Lidocaine (hydrochloride),5.0,1459,3697,840,0.1946
ACH-000875,Lipoic acid,5.0,396,1753,239,0.1251
ACH-000875,Lumateperone (tosylate),5.0,440,2305,259,0.1042
ACH-000875,Malotilate,0.05,3700,728,381,0.0941
ACH-000875,Medroxyprogesterone acetate,5.0,1017,4076,657,0.1481
ACH-000875,Megestrol,5.0,684,2442,399,0.1463
ACH-000875,Methylprednisolone succinate,0.05,7331,1420,113,0.0131
ACH-000875,Mitoxantrone (dihydrochloride),5.0,1093,8874,809,0.0883
ACH-000875,Naproxen,0.05,584,772,127,0.1033
ACH-000875,Naproxen,0.5,603,1755,226,0.106
ACH-000875,Naproxen,5.0,733,498,137,0.1252
ACH-000875,Neratinib (maleate),5.0,926,4513,601,0.1242
ACH-000875,Norepinephrine (hydrochloride),5.0,693,3608,358,0.0908
ACH-000875,Olanzapine,5.0,1005,3226,559,0.1522
ACH-000875,Palmatine (chloride),5.0,401,2889,250,0.0822
ACH-000875,Pasireotide (acetate),5.0,1099,2661,537,0.1666
ACH-000875,Pentagastrin,5.0,506,3131,305,0.0915
ACH-000875,Pentamidine (isethionate),0.5,836,2056,232,0.0872
