patient,drug,dose,n_gene_doses,var_lfc_mean,mean_se2_mean,sigma2_plate_pooled,between_plate_fraction_pooled,n_responder_gene_doses,var_lfc_mean_responders,mean_se2_mean_responders,sigma2_plate_pooled_responders,between_plate_fraction_pooled_responders,n_nonresponder_gene_doses,var_lfc_mean_nonresponders,mean_se2_mean_nonresponders,sigma2_plate_pooled_nonresponders,between_plate_fraction_pooled_nonresponders
ACH-000348,Pravastatin (sodium),0.05,20735,1.227422,2.863784,0.0,0.0,378,0.332075,0.072767,0.259308,0.780872,20357,1.244047,2.915609,0.0,0.0
ACH-000348,Pravastatin (sodium),0.5,23046,1.189562,2.691465,0.0,0.0,371,0.237276,0.023868,0.213409,0.89941,22675,1.205143,2.735112,0.0,0.0
ACH-000348,Pravastatin (sodium),5.0,21742,1.424421,2.866522,0.0,0.0,636,1.161093,0.124385,1.036708,0.892872,21106,1.432356,2.949152,0.0,0.0
ACH-000348,Pyridoxine,5.0,22973,1.232454,2.734226,0.0,0.0,184,0.257444,0.050148,0.207297,0.80521,22789,1.240326,2.755897,0.0,0.0
ACH-000348,Pyridoxine (hydrochloride),5.0,23297,1.166527,2.666172,0.0,0.0,203,0.374148,0.065879,0.308269,0.823923,23094,1.173492,2.689029,0.0,0.0
ACH-000348,Quinestrol,5.0,23806,1.178954,2.639748,0.0,0.0,168,0.32721,0.076314,0.250896,0.766774,23638,1.185007,2.657966,0.0,0.0
ACH-000348,Radotinib,5.0,22851,1.201125,2.849605,0.0,0.0,668,0.290145,0.089433,0.200712,0.691763,22183,1.228558,2.932722,0.0,0.0
ACH-000348,Raltitrexed,5.0,23773,1.165892,2.575809,0.0,0.0,128,0.048577,0.018814,0.029764,0.612708,23645,1.17194,2.589651,0.0,0.0
ACH-000348,Rapamycin,5.0,23643,1.261935,2.686907,0.0,0.0,293,0.224019,0.047869,0.17615,0.786319,23350,1.274959,2.720023,0.0,0.0
ACH-000348,Regorafenib,0.05,23661,1.293902,2.703017,0.0,0.0,517,0.766803,0.108717,0.658086,0.858221,23144,1.305676,2.76097,0.0,0.0
ACH-000348,Regorafenib,0.5,23919,1.226325,2.57208,0.0,0.0,295,0.703443,0.043874,0.659569,0.93763,23624,1.232854,2.60365,0.0,0.0
ACH-000348,Regorafenib,5.0,20523,1.38192,2.875975,0.0,0.0,334,0.581021,0.104209,0.476813,0.820646,20189,1.39517,2.92183,0.0,0.0
ACH-000348,Relugolix,5.0,23745,1.141518,2.594189,0.0,0.0,90,0.13902,0.026222,0.112798,0.811378,23655,1.145333,2.603959,0.0,0.0
ACH-000348,Resveratrol,5.0,22660,1.218353,2.74572,0.0,0.0,347,0.488765,0.067089,0.421676,0.862737,22313,1.229699,2.787377,0.0,0.0
ACH-000348,Retinoic acid,5.0,24032,1.20747,2.643689,0.0,0.0,237,0.326639,0.078171,0.248467,0.76068,23795,1.216243,2.669242,0.0,0.0
ACH-000348,Riluzole hydrochloride,5.0,24024,1.203854,2.645511,0.0,0.0,397,0.309067,0.085986,0.223081,0.721788,23627,1.218889,2.688518,0.0,0.0
ACH-000348,Rimonabant,5.0,23527,1.200536,2.688398,0.0,0.0,129,0.17631,0.061587,0.114723,0.65069,23398,1.206183,2.70288,0.0,0.0
ACH-000348,Ritonavir,5.0,22821,1.215103,2.8116,0.0,0.0,169,0.158047,0.048029,0.110018,0.696106,22652,1.22299,2.832218,0.0,0.0
ACH-000348,Ropivacaine (hydrochloride monohydrate),5.0,22991,1.172506,2.751909,0.0,0.0,206,0.103702,0.031096,0.072605,0.700135,22785,1.182169,2.776508,0.0,0.0
ACH-000348,S-Adenosyl-L-methionine (disulfate tosylate),5.0,23494,1.174469,2.665112,0.0,0.0,210,0.098635,0.043142,0.055493,0.562612,23284,1.184172,2.688759,0.0,0.0
ACH-000348,Salicylic acid,5.0,23468,1.257753,2.874933,0.0,0.0,175,0.100441,0.030757,0.069684,0.693784,23293,1.266448,2.896302,0.0,0.0
ACH-000348,Saquinavir,5.0,22164,1.204259,3.052016,0.0,0.0,173,0.549529,0.108348,0.441181,0.802834,21991,1.20941,3.075173,0.0,0.0
ACH-000348,Selinexor ,5.0,22344,1.269505,2.977749,0.0,0.0,922,0.690128,0.15134,0.538788,0.780707,21422,1.294442,3.099397,0.0,0.0
ACH-000348,Sinomenine,5.0,23204,1.185656,2.719657,0.0,0.0,130,0.069785,0.021988,0.047797,0.684914,23074,1.191943,2.734856,0.0,0.0
ACH-000348,Sodium Salicylate,5.0,24019,1.263554,2.692619,0.0,0.0,377,0.349492,0.082403,0.267089,0.764219,23642,1.27813,2.734242,0.0,0.0
ACH-000348,Sonidegib,0.05,23026,5.847879,3.717723,2.130156,0.364261,212,8.909469,0.958185,7.951284,0.892453,22814,5.819429,3.743366,2.076063,0.356747
ACH-000348,Sulfisoxazole,0.5,22383,1.302011,2.854367,0.0,0.0,582,0.8689,0.13912,0.72978,0.839889,21801,1.313573,2.926853,0.0,0.0
ACH-000348,Sulfisoxazole,5.0,23328,1.224165,2.698907,0.0,0.0,94,0.500297,0.104053,0.396244,0.792017,23234,1.227094,2.709405,0.0,0.0
ACH-000348,Temsirolimus,5.0,23264,1.202825,2.677383,0.0,0.0,207,0.159936,0.039077,0.120858,0.755668,23057,1.212188,2.701069,0.0,0.0
ACH-000348,Terfenadine,0.5,21760,1.250163,2.993206,0.0,0.0,631,1.230205,0.225481,1.004724,0.816712,21129,1.250759,3.075862,0.0,0.0
ACH-000348,Terfenadine,5.0,23247,1.235581,2.755208,0.0,0.0,211,0.114159,0.033965,0.080194,0.702478,23036,1.245853,2.780134,0.0,0.0
ACH-000348,Thymol,5.0,22762,1.186755,2.844285,0.0,0.0,219,0.427647,0.060753,0.366894,0.857938,22543,1.19413,2.871327,0.0,0.0
ACH-000348,Tofacitinib,5.0,23134,1.22656,2.734937,0.0,0.0,218,0.562932,0.087108,0.475825,0.845261,22916,1.232873,2.760126,0.0,0.0
ACH-000348,Tofacitinib (citrate),5.0,23499,1.247901,2.724545,0.0,0.0,203,0.662011,0.069321,0.59269,0.895288,23296,1.253007,2.747682,0.0,0.0
ACH-000348,Tolcapone,5.0,23591,1.192376,2.629046,0.0,0.0,112,0.103336,0.027501,0.075835,0.733867,23479,1.197571,2.641456,0.0,0.0
ACH-000348,Topotecan (hydrochloride),0.05,20806,1.279047,2.80778,0.0,0.0,406,0.656634,0.150772,0.505862,0.770386,20400,1.291434,2.86066,0.0,0.0
ACH-000348,Topotecan (hydrochloride),0.5,23788,1.342945,2.670448,0.0,0.0,207,1.022832,0.045837,0.976995,0.955186,23581,1.345755,2.693488,0.0,0.0
ACH-000348,Topotecan (hydrochloride),5.0,21152,1.595786,3.077259,0.0,0.0,358,1.675213,0.168947,1.506266,0.899149,20794,1.594419,3.12733,0.0,0.0
ACH-000348,Trametinib,0.05,23594,1.155264,2.775562,0.0,0.0,654,0.338502,0.065483,0.273019,0.806551,22940,1.178549,2.852824,0.0,0.0
ACH-000348,Trametinib,0.5,24365,1.188045,2.807806,0.0,0.0,1038,0.478803,0.094504,0.384299,0.802625,23327,1.219605,2.928542,0.0,0.0
ACH-000348,Trametinib,5.0,22218,1.350392,2.723231,0.0,0.0,2354,0.644056,0.289473,0.354584,0.550547,19864,1.434097,3.011645,0.0,0.0
ACH-000348,Triamcinolone,5.0,23705,1.252348,2.690119,0.0,0.0,451,0.286541,0.072792,0.213749,0.745962,23254,1.271079,2.740881,0.0,0.0
ACH-000348,Triclosan,5.0,23518,1.215519,2.68562,0.0,0.0,154,0.078775,0.020753,0.058021,0.736547,23364,1.223011,2.703185,0.0,0.0
ACH-000348,Trifluridine,5.0,22891,1.196661,2.730806,0.0,0.0,82,0.149345,0.034533,0.114812,0.768772,22809,1.200426,2.740499,0.0,0.0
ACH-000348,Trimetrexate,5.0,22969,1.232626,2.71331,0.0,0.0,134,0.318082,0.068913,0.24917,0.78335,22835,1.237993,2.728828,0.0,0.0
ACH-000348,Tucidinostat,5.0,24282,1.495712,2.846894,0.0,0.0,819,0.525755,0.177279,0.348476,0.662811,23463,1.529569,2.940079,0.0,0.0
ACH-000348,Vilanterol,5.0,22974,1.184766,2.726263,0.0,0.0,78,0.097055,0.025629,0.071426,0.735937,22896,1.188471,2.735464,0.0,0.0
ACH-000348,Vinblastine (sulfate),5.0,23121,1.256211,2.837406,0.0,0.0,347,0.202906,0.052104,0.150802,0.743209,22774,1.27226,2.879845,0.0,0.0
ACH-000348,c-Kit-IN-1,0.05,22351,5.818528,3.802075,2.016453,0.346557,157,10.375151,1.201091,9.17406,0.884234,22194,5.786295,3.820474,1.96582,0.339737
ACH-000348,olaparib,0.05,22906,5.988998,3.33831,2.650688,0.442593,108,10.500378,1.150355,9.350023,0.890446,22798,5.967627,3.348675,2.618952,0.43886
ACH-000389,(R)-Verapamil (hydrochloride),5.0,22047,1.227321,2.757134,0.0,0.0,49,0.17556,0.057745,0.117815,0.671083,21998,1.229664,2.763147,0.0,0.0
ACH-000389,18β-Glycyrrhetinic acid,5.0,21314,1.363816,3.10938,0.0,0.0,110,0.305666,0.125549,0.180117,0.589261,21204,1.369305,3.12486,0.0,0.0
ACH-000389,8-Hydroxyquinoline,5.0,21833,1.200915,2.698267,0.0,0.0,127,0.52606,0.117733,0.408327,0.776199,21706,1.204863,2.713365,0.0,0.0
ACH-000389,Abemaciclib,0.05,21180,6.319677,3.941068,2.378609,0.376381,123,10.054194,1.218264,8.835931,0.87883,21057,6.297863,3.956972,2.34089,0.371696
ACH-000389,Acetohexamide,5.0,21843,1.324223,2.876015,0.0,0.0,107,0.411677,0.118369,0.293308,0.712472,21736,1.328716,2.889591,0.0,0.0
ACH-000389,Adagrasib,0.05,32623,1.65392,6.210907,0.0,0.0,848,0.293722,0.187087,0.106635,0.363046,31775,1.690221,6.371668,0.0,0.0
ACH-000389,Adenine,5.0,21772,1.176635,2.670023,0.0,0.0,115,0.15067,0.029777,0.120893,0.802372,21657,1.182083,2.684042,0.0,0.0
ACH-000389,Adenosine,5.0,21946,1.272353,2.738808,0.0,0.0,73,0.100899,0.027531,0.073368,0.72714,21873,1.276263,2.747857,0.0,0.0
ACH-000389,Afatinib,0.05,23070,1.475876,3.785821,0.0,0.0,313,0.561666,0.119309,0.442356,0.787579,22757,1.488451,3.836251,0.0,0.0
ACH-000389,Afatinib,0.5,25870,1.375764,3.525872,0.0,0.0,305,0.394946,0.041368,0.353578,0.895256,25565,1.387466,3.567444,0.0,0.0
ACH-000389,Afatinib,5.0,22976,1.566251,3.836952,0.0,0.0,325,0.582167,0.106552,0.475615,0.816973,22651,1.580371,3.890476,0.0,0.0
ACH-000389,Aliskiren,5.0,21886,1.226998,2.713771,0.0,0.0,40,0.460422,0.098938,0.361483,0.785114,21846,1.228401,2.718559,0.0,0.0
ACH-000389,Allantoin,5.0,21631,1.268923,2.785678,0.0,0.0,280,0.633863,0.124944,0.508918,0.802884,21351,1.277251,2.820572,0.0,0.0
ACH-000389,Almonertinib (hydrochloride),5.0,21103,1.243117,2.999085,0.0,0.0,390,0.454874,0.087371,0.367502,0.807922,20713,1.257959,3.053909,0.0,0.0
ACH-000389,Almonertinib (mesylate),0.05,20151,1.27683,2.829812,0.0,0.0,105,0.129748,0.032666,0.097082,0.748234,20046,1.282838,2.844464,0.0,0.0
ACH-000389,Almonertinib (mesylate),0.5,23528,1.22186,2.614253,0.0,0.0,173,0.107189,0.014137,0.093052,0.86811,23355,1.230117,2.633513,0.0,0.0
ACH-000389,Almonertinib (mesylate),5.0,21039,1.421994,3.012645,0.0,0.0,359,1.881078,0.311318,1.56976,0.8345,20680,1.414024,3.059539,0.0,0.0
ACH-000389,Amsacrine,5.0,21427,1.43033,3.007636,0.0,0.0,148,0.407466,0.074598,0.332868,0.816922,21279,1.437445,3.028036,0.0,0.0
ACH-000389,Anethole trithione,5.0,21946,1.190785,2.73227,0.0,0.0,252,0.376348,0.094456,0.281892,0.74902,21694,1.200246,2.762911,0.0,0.0
ACH-000389,Artesunate,5.0,21816,1.199534,2.732695,0.0,0.0,440,0.241676,0.074232,0.167443,0.692843,21376,1.21925,2.787417,0.0,0.0
ACH-000389,Azithromycin (hydrate),5.0,21414,1.268701,2.942753,0.0,0.0,139,0.29552,0.09731,0.19821,0.670715,21275,1.275059,2.961343,0.0,0.0
ACH-000389,Baicalin,5.0,22071,1.186458,2.682324,0.0,0.0,95,0.489888,0.117374,0.372514,0.760406,21976,1.189469,2.693412,0.0,0.0
ACH-000389,Balsalazide (sodium hydrate),5.0,22549,1.197891,2.692432,0.0,0.0,40,0.370988,0.098732,0.272256,0.733868,22509,1.19936,2.697041,0.0,0.0
ACH-000389,Belumosudil,0.05,20538,1.274244,2.843584,0.0,0.0,112,0.283759,0.066863,0.216895,0.764365,20426,1.279675,2.858809,0.0,0.0
ACH-000389,Belumosudil,0.5,23067,1.241655,2.698903,0.0,0.0,160,0.120218,0.016627,0.103591,0.861696,22907,1.249488,2.717638,0.0,0.0
ACH-000389,Belumosudil,5.0,20507,1.368501,2.921019,0.0,0.0,352,0.709465,0.074226,0.635239,0.895377,20155,1.38001,2.970737,0.0,0.0
ACH-000389,Berbamine,0.5,21556,1.327574,2.776771,0.0,0.0,468,0.895286,0.148887,0.746399,0.833699,21088,1.337168,2.835091,0.0,0.0
ACH-000389,Berbamine,5.0,21794,1.20889,2.763442,0.0,0.0,82,0.387536,0.093751,0.293786,0.758086,21712,1.211992,2.773525,0.0,0.0
ACH-000389,Berbamine (dihydrochloride),0.05,20576,1.254574,2.786038,0.0,0.0,148,0.275536,0.111186,0.16435,0.596474,20428,1.261667,2.805417,0.0,0.0
ACH-000389,Berbamine (dihydrochloride),0.5,22754,1.199119,2.662204,0.0,0.0,167,0.476367,0.038247,0.43812,0.919712,22587,1.204463,2.681605,0.0,0.0
ACH-000389,Berbamine (dihydrochloride),5.0,20738,1.416038,3.088063,0.0,0.0,381,1.734609,0.296068,1.438541,0.829317,20357,1.410076,3.140317,0.0,0.0
ACH-000389,Berberine (chloride hydrate),5.0,22425,1.219149,2.611265,0.0,0.0,68,0.407633,0.059821,0.347812,0.853248,22357,1.221618,2.619026,0.0,0.0
ACH-000389,Bergenin,5.0,21691,1.234086,2.766056,0.0,0.0,95,0.499362,0.099952,0.399411,0.799841,21596,1.237318,2.777784,0.0,0.0
ACH-000389,Bimatoprost,5.0,22101,1.308139,2.915129,0.0,0.0,240,0.712245,0.163682,0.548563,0.770189,21861,1.314681,2.945336,0.0,0.0
ACH-000389,Binimetinib,0.05,22566,1.230857,2.706115,0.0,0.0,588,0.470942,0.072095,0.398847,0.846913,21978,1.251188,2.776586,0.0,0.0
ACH-000389,Binimetinib,0.5,23598,1.278949,2.831435,0.0,0.0,639,0.449789,0.060655,0.389133,0.865147,22959,1.302026,2.908552,0.0,0.0
ACH-000389,Binimetinib,5.0,18516,1.265424,2.831736,0.0,0.0,1826,0.735123,0.67572,0.059403,0.080807,16690,1.323443,3.067619,0.0,0.0
ACH-000389,Busulfan,5.0,21350,1.25706,2.839346,0.0,0.0,240,0.61675,0.111764,0.504986,0.818785,21110,1.26434,2.870356,0.0,0.0
ACH-000389,Captopril,0.05,21516,1.205501,2.918441,0.0,0.0,369,1.152139,0.220473,0.931666,0.80864,21147,1.206432,2.965518,0.0,0.0
ACH-000389,Cepharanthine,5.0,21385,1.469983,3.112511,0.0,0.0,192,0.385408,0.172901,0.212507,0.551381,21193,1.479809,3.139142,0.0,0.0
ACH-000389,Chlorhexidine (diacetate),0.5,21810,1.305877,2.739623,0.0,0.0,370,0.457696,0.049308,0.408388,0.89227,21440,1.320514,2.786051,0.0,0.0
ACH-000389,Chlorhexidine (diacetate),5.0,21986,1.243881,2.725216,0.0,0.0,170,0.158044,0.071592,0.086452,0.54701,21816,1.252343,2.745895,0.0,0.0
ACH-000389,Ciclopirox,5.0,21044,1.265894,3.088013,0.0,0.0,198,0.442629,0.116965,0.325664,0.735749,20846,1.273714,3.116232,0.0,0.0
ACH-000389,Clonidine (hydrochloride),5.0,22674,1.165225,2.625904,0.0,0.0,115,0.442692,0.092684,0.350007,0.790635,22559,1.168909,2.638818,0.0,0.0
ACH-000389,Clotrimazole,5.0,22063,1.274898,2.721174,0.0,0.0,59,0.221431,0.100958,0.120473,0.544065,22004,1.277723,2.7282,0.0,0.0
ACH-000389,Cloxacillin (sodium),5.0,21822,1.225,2.740734,0.0,0.0,89,0.14957,0.027399,0.122171,0.816815,21733,1.229404,2.751845,0.0,0.0
ACH-000389,Cysteamine (hydrochloride),5.0,22236,1.21439,2.708855,0.0,0.0,96,0.257998,0.046799,0.2112,0.818609,22140,1.218537,2.720397,0.0,0.0
ACH-000389,Cytarabine,0.05,21308,1.255237,2.8211,0.0,0.0,193,0.429183,0.064862,0.364321,0.848871,21115,1.262787,2.846294,0.0,0.0
ACH-000389,Cytarabine,0.5,22625,1.233378,2.671448,0.0,0.0,145,0.275918,0.023454,0.252464,0.914998,22480,1.239554,2.688528,0.0,0.0
ACH-000389,Cytarabine,5.0,21237,1.333839,2.815,0.0,0.0,77,0.196345,0.022608,0.173737,0.884857,21160,1.337978,2.825162,0.0,0.0
ACH-000389,DTP3,0.05,21251,5.744306,3.872896,1.871409,0.325785,91,9.321847,0.955976,8.36587,0.897448,21160,5.72892,3.885441,1.843479,0.321785
ACH-000389,Daidzin,0.05,20791,1.333336,2.884745,0.0,0.0,217,0.930747,0.113311,0.817436,0.878258,20574,1.337583,2.913976,0.0,0.0
ACH-000389,Daidzin,0.5,22529,1.178426,2.643845,0.0,0.0,260,0.199092,0.019447,0.179645,0.90232,22269,1.18986,2.674486,0.0,0.0
ACH-000389,Daidzin,5.0,21233,1.363561,3.046235,0.0,0.0,306,1.428072,0.232263,1.195809,0.837359,20927,1.362618,3.087382,0.0,0.0
ACH-000389,Darinaparsin,5.0,21516,1.370633,2.990929,0.0,0.0,160,0.435905,0.123913,0.311992,0.715735,21356,1.377636,3.012408,0.0,0.0
ACH-000389,Demeclocycline,5.0,21706,1.282515,2.853323,0.0,0.0,80,0.353181,0.046158,0.307023,0.869308,21626,1.285953,2.863707,0.0,0.0
ACH-000389,Diammonium Glycyrrhizinate,5.0,21848,1.240229,2.75277,0.0,0.0,77,0.21809,0.042119,0.175971,0.806873,21771,1.243844,2.762357,0.0,0.0
ACH-000389,Docetaxel,5.0,22214,1.309964,2.889692,0.0,0.0,395,0.308547,0.099249,0.209298,0.678334,21819,1.328093,2.940209,0.0,0.0
ACH-000389,Elagolix sodium,5.0,21257,1.212125,2.838661,0.0,0.0,260,0.4895,0.093253,0.396246,0.809492,20997,1.221073,2.872656,0.0,0.0
ACH-000389,Flumatinib (mesylate),0.05,20378,1.261161,2.843164,0.0,0.0,204,0.135623,0.032628,0.102995,0.759419,20174,1.272542,2.871585,0.0,0.0
ACH-000389,Flumatinib (mesylate),0.5,22703,1.207475,2.739582,0.0,0.0,434,0.145509,0.031379,0.11413,0.784348,22269,1.228172,2.792362,0.0,0.0
ACH-000389,Flumatinib (mesylate),5.0,20865,1.301798,2.861195,0.0,0.0,175,0.81153,0.051093,0.760437,0.937041,20690,1.305945,2.884963,0.0,0.0
ACH-000389,Fluvoxamine (maleate),5.0,21713,1.214251,2.795371,0.0,0.0,57,0.385743,0.110013,0.27573,0.714803,21656,1.216432,2.802439,0.0,0.0
ACH-000389,Folic acid,5.0,21647,1.208635,2.738659,0.0,0.0,98,0.499776,0.074402,0.425374,0.851129,21549,1.211859,2.750776,0.0,0.0
ACH-000389,Fumaric acid,0.05,20609,1.321708,2.8789,0.0,0.0,139,0.759797,0.095552,0.664246,0.874241,20470,1.325524,2.8978,0.0,0.0
ACH-000389,Fumaric acid,0.5,22799,1.298178,2.717588,0.0,0.0,212,0.189887,0.026902,0.162985,0.858325,22587,1.30858,2.742843,0.0,0.0
ACH-000389,Fumaric acid,5.0,21655,1.446531,2.800215,0.0,0.0,318,0.814888,0.076483,0.738404,0.906142,21337,1.455945,2.840809,0.0,0.0
ACH-000389,Furosemide,5.0,21903,1.234262,2.702114,0.0,0.0,52,0.242205,0.136803,0.105402,0.435175,21851,1.236623,2.708219,0.0,0.0
ACH-000389,Fusidic acid,5.0,21877,1.194999,2.734053,0.0,0.0,34,0.406017,0.126577,0.27944,0.688247,21843,1.196227,2.738112,0.0,0.0
ACH-000389,Gallic acid,5.0,21922,1.18923,2.698695,0.0,0.0,142,0.493882,0.098811,0.395071,0.799929,21780,1.193763,2.715646,0.0,0.0
ACH-000389,Gallic acid (hydrate),5.0,21660,1.246459,2.898724,0.0,0.0,112,0.374822,0.108584,0.266239,0.710307,21548,1.25099,2.913226,0.0,0.0
ACH-000389,Gemfibrozil,5.0,21649,1.255604,2.728918,0.0,0.0,164,0.120345,0.034685,0.08566,0.711788,21485,1.264269,2.749483,0.0,0.0
ACH-000389,Goserelin (acetate),5.0,22064,1.214141,2.673104,0.0,0.0,168,0.271471,0.055402,0.216069,0.795918,21896,1.221374,2.693188,0.0,0.0
ACH-000389,Hexylresorcinol,5.0,22624,1.217192,2.726164,0.0,0.0,190,0.205927,0.0479,0.158027,0.767394,22434,1.225757,2.748847,0.0,0.0
ACH-000389,Homoharringtonine,5.0,20678,1.262885,3.738148,0.0,0.0,3450,0.978716,0.608779,0.369937,0.377982,17228,1.319791,4.364821,0.0,0.0
ACH-000389,Hydroxyfasudil,0.05,21279,4.983129,3.842163,1.140967,0.228966,203,10.116096,1.522609,8.593487,0.849486,21076,4.933689,3.864504,1.069185,0.216711
ACH-000389,Idarubicin (hydrochloride),5.0,21491,1.452109,3.547182,0.0,0.0,3047,1.084146,0.701587,0.382558,0.352866,18444,1.512898,4.017282,0.0,0.0
ACH-000389,Irinotecan (hydrochloride),0.05,19957,1.3753,2.928674,0.0,0.0,1168,0.886703,0.171738,0.714965,0.806319,18789,1.405673,3.100057,0.0,0.0
ACH-000389,Irinotecan (hydrochloride),0.5,22667,1.361906,2.745673,0.0,0.0,1290,1.04622,0.100834,0.945386,0.903621,21377,1.380956,2.905276,0.0,0.0
ACH-000389,Irinotecan (hydrochloride),5.0,20682,1.517206,3.052948,0.0,0.0,1403,1.62317,0.261876,1.361293,0.838664,19279,1.509495,3.256064,0.0,0.0
ACH-000389,Isocorydine,5.0,22120,1.208574,2.714045,0.0,0.0,146,0.229854,0.05794,0.171914,0.747926,21974,1.215077,2.731693,0.0,0.0
ACH-000389,L-Thyroxine (sodium salt pentahydrate),5.0,20505,3.749096,3.819046,0.0,0.0,214,7.137643,0.937302,6.200341,0.868682,20291,3.713359,3.849439,0.0,0.0
ACH-000389,Larotrectinib,5.0,21537,1.400838,3.054064,0.0,0.0,58,0.109538,0.030172,0.079365,0.724548,21479,1.404325,3.06223,0.0,0.0
ACH-000389,Lenalidomide (hemihydrate),5.0,21203,1.241826,2.973576,0.0,0.0,93,0.344691,0.058244,0.286447,0.831025,21110,1.245779,2.986419,0.0,0.0
ACH-000389,Lidocaine (hydrochloride),5.0,21265,1.471332,3.1384,0.0,0.0,355,0.583102,0.18302,0.400082,0.686127,20910,1.486412,3.188575,0.0,0.0
ACH-000389,Lipoic acid,5.0,21900,1.202768,2.738939,0.0,0.0,69,0.10516,0.023513,0.081647,0.77641,21831,1.206237,2.747522,0.0,0.0
ACH-000389,Lumateperone (tosylate),5.0,22101,1.1976,2.704551,0.0,0.0,65,0.225933,0.049719,0.176215,0.779941,22036,1.200466,2.712382,0.0,0.0
ACH-000389,Malotilate,0.05,21919,1.295743,2.857452,0.0,0.0,2296,0.77099,0.171896,0.599094,0.777045,19623,1.357142,3.171676,0.0,0.0
ACH-000389,Medroxyprogesterone acetate,5.0,21294,1.283023,2.840427,0.0,0.0,242,0.642336,0.092241,0.550095,0.856398,21052,1.290388,2.872018,0.0,0.0
ACH-000389,Megestrol,5.0,22232,1.278081,2.742912,0.0,0.0,169,0.308483,0.069724,0.238759,0.773977,22063,1.285508,2.763388,0.0,0.0
ACH-000389,Methylprednisolone succinate,0.05,20982,5.466454,3.883437,1.583017,0.289588,68,7.502164,0.713625,6.788538,0.904877,20914,5.459835,3.893744,1.566092,0.286839
ACH-000389,Mitoxantrone (dihydrochloride),5.0,21821,1.68697,3.067801,0.0,0.0,206,0.534697,0.076761,0.457936,0.85644,21615,1.697952,3.096307,0.0,0.0
ACH-000389,Naproxen,0.05,19660,1.283094,2.857702,0.0,0.0,70,0.714095,0.105672,0.608423,0.852019,19590,1.285127,2.867536,0.0,0.0
ACH-000389,Naproxen,0.5,22698,1.247344,2.723149,0.0,0.0,135,0.379748,0.028774,0.350974,0.924229,22563,1.252535,2.73927,0.0,0.0
ACH-000389,Naproxen,5.0,20735,1.280023,2.86862,0.0,0.0,57,1.218559,0.062822,1.155737,0.948446,20678,1.280193,2.876354,0.0,0.0
ACH-000389,Neratinib (maleate),5.0,21687,1.226326,2.723897,0.0,0.0,265,0.439112,0.114741,0.324371,0.738697,21422,1.236064,2.756174,0.0,0.0
ACH-000389,Norepinephrine (hydrochloride),5.0,21527,1.372118,2.995177,0.0,0.0,97,0.476506,0.160575,0.315931,0.663016,21430,1.376172,3.008008,0.0,0.0
ACH-000389,Olanzapine,5.0,21876,1.257536,2.734291,0.0,0.0,111,0.205778,0.063581,0.142197,0.691022,21765,1.2629,2.747911,0.0,0.0
ACH-000389,PF-06260933,0.05,21116,5.001179,3.846914,1.154265,0.230799,140,7.165215,0.818546,6.346669,0.885761,20976,4.986736,3.867126,1.119609,0.224517
ACH-000389,Palmatine (chloride),5.0,21642,1.245066,2.836558,0.0,0.0,105,0.17695,0.050754,0.126196,0.713173,21537,1.250274,2.85014,0.0,0.0
ACH-000389,Pasireotide (acetate),5.0,21990,1.224228,2.759122,0.0,0.0,155,0.31486,0.057943,0.256917,0.815971,21835,1.230683,2.778297,0.0,0.0
ACH-000389,Pentagastrin,5.0,22426,1.198023,2.599737,0.0,0.0,64,0.174868,0.028133,0.146735,0.83912,22362,1.200951,2.607096,0.0,0.0
ACH-000389,Pentamidine (isethionate),0.5,20882,1.331233,2.914359,0.0,0.0,245,0.703151,0.076865,0.626286,0.890685,20637,1.338689,2.948045,0.0,0.0
ACH-000389,Pentamidine (isethionate),5.0,21889,1.286992,2.921749,0.0,0.0,243,0.340228,0.078766,0.261462,0.768491,21646,1.297621,2.953664,0.0,0.0
ACH-000389,Pralsetinib,0.05,21875,1.345809,2.764115,0.0,0.0,516,0.948738,0.177337,0.771401,0.813081,21359,1.355401,2.826607,0.0,0.0
ACH-000389,Pravastatin (sodium),0.05,19964,1.270469,2.869686,0.0,0.0,203,0.241555,0.03775,0.203806,0.843723,19761,1.281039,2.898778,0.0,0.0
ACH-000389,Pravastatin (sodium),0.5,22152,1.229463,2.711616,0.0,0.0,277,0.352448,0.038707,0.313741,0.890177,21875,1.240569,2.745462,0.0,0.0
ACH-000389,Pravastatin (sodium),5.0,21066,1.43437,2.887428,0.0,0.0,440,1.196856,0.109685,1.087171,0.908355,20626,1.439437,2.946684,0.0,0.0
ACH-000389,Pyridoxine,5.0,21619,1.306578,2.802408,0.0,0.0,127,0.406555,0.116784,0.28977,0.712746,21492,1.311897,2.818278,0.0,0.0
ACH-000389,Pyridoxine (hydrochloride),5.0,21752,1.208045,2.695928,0.0,0.0,178,0.253285,0.050089,0.203196,0.802242,21574,1.215923,2.717758,0.0,0.0
ACH-000389,Quinestrol,5.0,22141,1.211611,2.761546,0.0,0.0,88,0.295309,0.098981,0.196328,0.664823,22053,1.215267,2.77217,0.0,0.0
ACH-000389,Radotinib,5.0,21460,1.261206,2.943766,0.0,0.0,252,0.425051,0.126304,0.298747,0.702849,21208,1.271142,2.977244,0.0,0.0
