patient,drug,dose,n_genes_scored,mean_abs_half0,mean_abs_half1,r,r_responder,n_responders,n_plates_even
ACH-000389,Berbamine (dihydrochloride),5.0,20738,0.901,0.7802,0.0174,0.0698,381,True
ACH-000389,Berberine (chloride hydrate),5.0,22425,0.8372,0.7087,0.0398,0.6584,68,True
ACH-000389,Bergenin,5.0,21691,0.8324,0.7667,0.0703,0.579,95,True
ACH-000389,Bimatoprost,5.0,22101,0.8138,0.8241,0.0508,0.4263,240,True
ACH-000389,Binimetinib,0.05,22566,0.8625,0.6933,0.0587,0.5744,588,True
ACH-000389,Binimetinib,0.5,23598,0.7481,0.8568,0.0459,0.324,639,True
ACH-000389,Binimetinib,5.0,18516,0.597,1.0522,0.109,0.4734,1826,True
ACH-000389,Busulfan,5.0,21350,0.8494,0.7807,0.0892,0.4482,240,True
ACH-000389,Captopril,0.05,21516,0.7497,0.8101,0.0652,-0.1714,369,True
ACH-000389,Cepharanthine,5.0,21385,0.8286,0.9543,0.0639,0.7817,192,True
ACH-000389,Chlorhexidine (diacetate),0.5,21810,0.769,0.781,-0.01,-0.2057,370,True
ACH-000389,Chlorhexidine (diacetate),5.0,21986,0.8336,0.8118,0.0983,0.8715,170,True
ACH-000389,Ciclopirox,5.0,21044,0.8317,0.8794,0.1203,0.5924,198,True
ACH-000389,Clonidine (hydrochloride),5.0,22674,0.8462,0.6935,0.0726,0.7609,115,True
ACH-000389,Clotrimazole,5.0,22063,0.8039,0.8112,0.0563,0.8291,59,True
ACH-000389,Cloxacillin (sodium),5.0,21822,0.8286,0.7231,0.0499,0.7555,89,True
ACH-000389,Cysteamine (hydrochloride),5.0,22236,0.8141,0.7341,0.046,0.6094,96,True
ACH-000389,Cytarabine,0.05,21308,0.7406,0.8515,0.0549,0.1998,193,True
ACH-000389,Cytarabine,0.5,22625,0.7947,0.7242,0.0097,0.0931,145,True
ACH-000389,Cytarabine,5.0,21237,0.7383,0.8699,0.0152,0.4947,77,True
ACH-000389,DTP3,0.05,21251,2.5982,0.7682,0.0084,0.116,91,True
ACH-000389,Daidzin,0.05,20791,0.767,0.836,0.0024,-0.0318,217,True
ACH-000389,Daidzin,0.5,22529,0.8034,0.6549,0.0092,0.0783,260,True
ACH-000389,Daidzin,5.0,21233,0.8862,0.7512,0.0189,0.1299,306,True
ACH-000389,Darinaparsin,5.0,21516,0.8217,0.9041,0.0722,0.6529,160,True
ACH-000389,Demeclocycline,5.0,21706,0.8106,0.7839,0.0276,0.4081,80,True
ACH-000389,Diammonium Glycyrrhizinate,5.0,21848,0.8291,0.7702,0.058,0.7688,77,True
ACH-000389,Docetaxel,5.0,22214,0.802,0.8408,0.0566,0.7168,395,True
ACH-000389,Elagolix sodium,5.0,21257,0.8507,0.7747,0.1089,0.6162,260,True
ACH-000389,Flumatinib (mesylate),0.05,20378,0.699,0.8489,0.011,0.4442,204,True
ACH-000389,Flumatinib (mesylate),0.5,22703,0.7806,0.7731,0.049,0.6096,434,True
ACH-000389,Flumatinib (mesylate),5.0,20865,0.7563,0.8062,0.0033,-0.439,175,True
ACH-000389,Fluvoxamine (maleate),5.0,21713,0.8176,0.7832,0.0783,0.7581,57,True
ACH-000389,Folic acid,5.0,21647,0.8456,0.6983,0.0533,0.6416,98,True
ACH-000389,Fumaric acid,0.05,20609,0.7418,0.8669,0.0137,0.0975,139,True
ACH-000389,Fumaric acid,0.5,22799,0.8154,0.7428,-0.0046,0.461,212,True
ACH-000389,Fumaric acid,5.0,21655,0.8116,0.8188,-0.049,-0.1608,318,True
ACH-000389,Furosemide,5.0,21903,0.7878,0.7725,0.0434,0.8388,52,True
ACH-000389,Fusidic acid,5.0,21877,0.8187,0.738,0.065,,34,True
ACH-000389,Gallic acid,5.0,21922,0.835,0.7245,0.0798,0.6736,142,True
ACH-000389,Gallic acid (hydrate),5.0,21660,0.8275,0.8129,0.0895,0.6443,112,True
ACH-000389,Gemfibrozil,5.0,21649,0.8231,0.7939,0.0556,0.8043,164,True
ACH-000389,Goserelin (acetate),5.0,22064,0.8505,0.7302,0.0722,0.7781,168,True
ACH-000389,Hexylresorcinol,5.0,22624,0.8412,0.7588,0.0789,0.7709,190,True
ACH-000389,Homoharringtonine,5.0,20678,1.361,1.4658,0.6266,0.8462,3450,True
ACH-000389,Hydroxyfasudil,0.05,21279,2.3586,0.7387,-0.0138,-0.0351,203,True
ACH-000389,Idarubicin (hydrochloride),5.0,21491,1.3104,1.4544,0.5641,0.8045,3047,True
ACH-000389,Irinotecan (hydrochloride),0.05,19957,0.8372,0.8361,0.0241,0.1226,1168,True
ACH-000389,Irinotecan (hydrochloride),0.5,22667,0.8893,0.7198,-0.0156,-0.0569,1290,True
ACH-000389,Irinotecan (hydrochloride),5.0,20682,0.9365,0.8156,0.0027,-0.0231,1403,True
ACH-000389,Isocorydine,5.0,22120,0.8425,0.7343,0.0678,0.7413,146,True
ACH-000389,L-Thyroxine (sodium salt pentahydrate),5.0,20505,2.0487,0.7168,0.0449,0.1014,214,True
ACH-000389,Larotrectinib,5.0,21537,0.8155,0.9269,0.0763,0.7787,58,True
ACH-000389,Lenalidomide (hemihydrate),5.0,21203,0.8234,0.8113,0.0854,0.5978,93,True
ACH-000389,Lidocaine (hydrochloride),5.0,21265,0.8464,0.9826,0.0868,0.5632,355,True
ACH-000389,Lipoic acid,5.0,21900,0.8094,0.7461,0.0598,0.7579,69,True
ACH-000389,Lumateperone (tosylate),5.0,22101,0.8164,0.7237,0.0531,0.7277,65,True
ACH-000389,Malotilate,0.05,21919,0.8352,0.8036,0.0653,0.0775,2296,True
ACH-000389,Medroxyprogesterone acetate,5.0,21294,0.8487,0.8352,0.1026,0.5317,242,True
ACH-000389,Megestrol,5.0,22232,0.8121,0.7922,0.0498,0.6273,169,True
ACH-000389,Methylprednisolone succinate,0.05,20982,2.4941,0.7419,-0.0145,0.1013,68,True
ACH-000389,Mitoxantrone (dihydrochloride),5.0,21821,0.8036,1.0526,0.0141,0.3295,206,True
ACH-000389,Naproxen,0.05,19660,0.6975,0.8612,0.0081,0.0136,70,True
ACH-000389,Naproxen,0.5,22698,0.7799,0.7288,-0.0055,-0.1922,135,True
ACH-000389,Naproxen,5.0,20735,0.7374,0.8002,-0.0032,-0.5435,57,True
ACH-000389,Neratinib (maleate),5.0,21687,0.8599,0.8018,0.1257,0.7075,265,True
ACH-000389,Norepinephrine (hydrochloride),5.0,21527,0.8254,0.864,0.0401,0.5681,97,True
ACH-000389,Olanzapine,5.0,21876,0.8186,0.7896,0.065,0.8112,111,True
ACH-000389,PF-06260933,0.05,21116,2.3542,0.7136,-0.0381,0.0783,140,True
ACH-000389,Palmatine (chloride),5.0,21642,0.8167,0.7905,0.0656,0.8246,105,True
ACH-000389,Pasireotide (acetate),5.0,21990,0.8468,0.7498,0.0835,0.7035,155,True
ACH-000389,Pentagastrin,5.0,22426,0.841,0.7014,0.0501,0.7982,64,True
ACH-000389,Pentamidine (isethionate),0.5,20882,0.8212,0.7859,0.0273,-0.1859,245,True
ACH-000389,Pentamidine (isethionate),5.0,21889,0.8206,0.8344,0.0721,0.7231,243,True
ACH-000389,Pralsetinib,0.05,21875,0.8299,0.7744,0.0091,0.0627,516,True
ACH-000389,Pravastatin (sodium),0.05,19964,0.7297,0.8441,0.0311,0.0901,203,True
ACH-000389,Pravastatin (sodium),0.5,22152,0.7988,0.7096,0.0095,0.1716,277,True
ACH-000389,Pravastatin (sodium),5.0,21066,0.8356,0.7844,-0.0357,-0.3652,440,True
ACH-000389,Pyridoxine,5.0,21619,0.8281,0.8114,0.0423,0.7016,127,True
ACH-000389,Pyridoxine (hydrochloride),5.0,21752,0.8481,0.7194,0.0805,0.6796,178,True
ACH-000389,Quinestrol,5.0,22141,0.8143,0.7808,0.0839,0.7899,88,True
ACH-000389,Radotinib,5.0,21460,0.8479,0.8031,0.0923,0.6189,252,True
ACH-000389,Ralimetinib dimesylate,0.05,20991,2.5402,0.7357,0.0209,0.1512,55,True
ACH-000389,Raltitrexed,5.0,22397,0.8401,0.7014,0.0731,0.6689,117,True
ACH-000389,Rapamycin,5.0,21785,0.853,0.8272,0.0897,0.6153,255,True
ACH-000389,Regorafenib,0.05,22084,0.8078,0.7379,-0.0119,-0.301,258,True
ACH-000389,Regorafenib,0.5,22435,0.8106,0.6957,0.0039,-0.4188,150,True
ACH-000389,Regorafenib,5.0,18580,0.6572,1.025,-0.026,-0.1572,144,True
ACH-000389,Relugolix,5.0,22000,0.8267,0.6942,0.038,0.6856,54,True
ACH-000389,Resveratrol,5.0,21224,0.8614,0.7708,0.0938,0.5404,253,True
ACH-000389,Retinoic acid,5.0,21937,0.8245,0.7707,0.0818,0.7435,152,True
ACH-000389,Riluzole hydrochloride,5.0,22264,0.8294,0.7979,0.0854,0.7662,240,True
ACH-000389,Rimonabant,5.0,21796,0.834,0.7468,0.0765,0.8379,96,True
ACH-000389,Ritonavir,5.0,21452,0.8118,0.8002,0.0812,0.6797,74,True
ACH-000389,Ropivacaine (hydrochloride monohydrate),5.0,21420,0.8281,0.7661,0.1005,0.7117,205,True
ACH-000389,S-Adenosyl-L-methionine (disulfate tosylate),5.0,21952,0.8316,0.7787,0.0857,0.8314,154,True
ACH-000389,Salicylic acid,5.0,21873,0.7935,0.881,0.0564,0.7833,112,True
ACH-000389,Saquinavir,5.0,20828,0.8543,0.9211,0.1467,0.5736,158,True
ACH-000389,Selinexor ,5.0,20863,1.0526,0.8823,0.2542,0.7513,732,True
ACH-000389,Sinomenine,5.0,21616,0.825,0.7646,0.0822,0.5102,163,True
ACH-000389,Sodium Salicylate,5.0,22124,0.8127,0.8302,0.0629,0.7621,102,True
ACH-000389,Sonidegib,0.05,21277,2.298,0.7632,0.0062,0.083,163,True
ACH-000389,Sulfisoxazole,0.5,20801,0.8131,0.8172,0.0684,0.3303,356,True
ACH-000389,Sulfisoxazole,5.0,21662,0.8286,0.799,0.092,,46,True
ACH-000389,Temsirolimus,5.0,21571,0.8182,0.8597,0.0743,0.746,123,True
ACH-000389,Terfenadine,0.5,20411,0.8407,0.806,0.0807,0.1629,398,True
ACH-000389,Terfenadine,5.0,21473,0.8276,0.7943,0.0925,0.5996,203,True
ACH-000389,Thymol,5.0,21456,0.8248,0.7888,0.0437,0.5241,177,True
ACH-000389,Tofacitinib,5.0,21592,0.8255,0.7833,0.0935,0.7789,99,True
ACH-000389,Tofacitinib (citrate),5.0,21806,0.8221,0.8142,0.0849,0.7079,211,True
ACH-000389,Tolcapone,5.0,21996,0.8228,0.7846,0.0622,0.6711,69,True
ACH-000389,Topotecan (hydrochloride),0.05,19567,0.7047,0.896,0.0191,0.128,203,True
ACH-000389,Topotecan (hydrochloride),0.5,22381,0.7582,0.8241,-0.0307,-0.3338,101,True
ACH-000389,Topotecan (hydrochloride),5.0,20389,0.746,1.1415,-0.0008,-0.1104,204,True
ACH-000389,Trametinib,0.05,22220,0.8336,0.7769,0.1154,0.5836,505,True
ACH-000389,Trametinib,0.5,23321,0.8058,0.9136,0.1395,0.5869,1399,True
ACH-000389,Trametinib,5.0,19456,0.6817,1.1343,0.1569,0.5698,2305,True
ACH-000389,Triamcinolone,5.0,21588,0.8636,0.9366,0.1954,0.8413,429,True
ACH-000389,Triclosan,5.0,21887,0.8137,0.8047,0.0667,0.7522,136,True
ACH-000389,Trifluridine,5.0,21367,0.8156,0.787,0.0823,0.5513,53,True
ACH-000389,Trimetrexate,5.0,21445,0.8131,0.8378,0.0823,0.7474,58,True
ACH-000389,Tucidinostat,5.0,22134,0.8409,1.0521,0.1701,0.7917,252,True
ACH-000389,Vilanterol,5.0,21443,0.8315,0.8219,0.0882,0.739,150,True
ACH-000389,Vinblastine (sulfate),5.0,21367,0.8496,0.9588,0.1446,0.7884,255,True
ACH-000389,c-Kit-IN-1,0.05,20969,2.1408,0.9423,0.0049,0.1142,226,True
ACH-000389,olaparib,0.05,21172,3.0526,0.7815,0.038,-0.0042,3201,True
ACH-000396,(R)-Verapamil (hydrochloride),5.0,26060,0.7644,0.6843,0.0549,0.674,448,True
ACH-000396,18β-Glycyrrhetinic acid,5.0,25427,0.7688,0.7328,0.0783,0.6286,618,True
ACH-000396,8-Hydroxyquinoline,5.0,25915,0.7747,0.6725,0.1078,0.7857,671,True
ACH-000396,Acetohexamide,5.0,25776,0.7626,0.7087,0.0675,0.4774,527,True
ACH-000396,Adagrasib,0.05,34409,0.4477,0.5023,0.1218,0.7283,3939,True
ACH-000396,Adenine,5.0,25753,0.7707,0.6344,0.0781,0.7118,641,True
ACH-000396,Adenosine,5.0,25953,0.7517,0.7645,0.0598,0.6685,887,True
ACH-000396,Afatinib,0.05,24901,0.5948,0.7697,0.0372,0.0331,1595,False
ACH-000396,Afatinib,0.5,28302,0.6157,0.7051,0.0128,-0.1715,1178,False
ACH-000396,Afatinib,5.0,25579,0.6342,0.8529,0.0121,0.2671,923,False
ACH-000396,Aliskiren,5.0,26009,0.7621,0.6787,0.0624,0.4761,529,True
ACH-000396,Allantoin,5.0,25540,0.8001,0.7006,0.1212,0.6624,1350,True
ACH-000396,Almonertinib (hydrochloride),5.0,25276,0.7805,0.7028,0.0901,0.5673,918,True
ACH-000396,Almonertinib (mesylate),0.05,22682,0.7007,0.7719,0.0065,0.1796,515,True
ACH-000396,Almonertinib (mesylate),0.5,25543,0.7607,0.6963,-0.0044,0.2641,960,True
ACH-000396,Almonertinib (mesylate),5.0,23321,0.8054,0.7122,-0.0274,-0.0426,596,True
ACH-000396,Amsacrine,5.0,26193,0.8085,0.8288,0.1425,0.7385,1619,True
ACH-000396,Anethole trithione,5.0,26008,0.7941,0.689,0.115,0.7944,993,True
ACH-000396,Artesunate,5.0,25670,0.8036,0.6917,0.1444,0.7789,1332,True
ACH-000396,Azithromycin (hydrate),5.0,25638,0.7802,0.7114,0.0863,0.6367,922,True
ACH-000396,Baicalin,5.0,26298,0.7922,0.6623,0.1032,0.7519,549,True
ACH-000396,Balsalazide (sodium hydrate),5.0,26632,0.7809,0.6601,0.0685,0.6039,538,True
ACH-000396,Belumosudil,0.05,23336,0.7146,0.7735,0.0309,0.4234,758,True
ACH-000396,Belumosudil,0.5,25184,0.7533,0.6917,0.027,0.0535,812,True
ACH-000396,Belumosudil,5.0,22551,0.7448,0.834,0.0583,-0.0103,914,True
ACH-000396,Berbamine,0.5,25507,0.7799,0.6736,-0.0443,-0.4808,1602,True
ACH-000396,Berbamine,5.0,25555,0.7551,0.6614,0.0531,0.7547,338,True
ACH-000396,Berbamine (dihydrochloride),0.05,23276,0.6937,0.786,0.0256,0.5148,1090,True
ACH-000396,Berbamine (dihydrochloride),0.5,25260,0.7838,0.658,-0.0127,0.0911,1062,True
ACH-000396,Berbamine (dihydrochloride),5.0,22913,0.8126,0.752,0.0323,0.1108,769,True
ACH-000396,Berberine (chloride hydrate),5.0,26199,0.7917,0.6411,0.0722,0.5949,589,True
ACH-000396,Bergenin,5.0,25694,0.7722,0.6599,0.061,0.5481,677,True
ACH-000396,Bimatoprost,5.0,26163,0.7713,0.7201,0.0895,0.6683,647,True
ACH-000396,Binimetinib,0.05,25649,0.7503,0.7143,0.0713,0.49,1724,True
ACH-000396,Binimetinib,0.5,25893,0.7724,0.8019,0.0567,0.2941,1069,True
ACH-000396,Binimetinib,5.0,23977,0.6616,0.8594,0.0845,0.5094,3148,True
ACH-000396,Busulfan,5.0,25002,0.7978,0.6701,0.1137,0.5897,914,True
ACH-000396,Captopril,0.05,23819,0.735,0.7617,0.0608,-0.0157,861,True
ACH-000396,Cepharanthine,5.0,25464,0.7725,0.8331,0.0937,0.6996,872,True
ACH-000396,Chlorhexidine (diacetate),0.5,25293,0.7968,0.6816,-0.0051,-0.2482,1642,True
ACH-000396,Chlorhexidine (diacetate),5.0,25958,0.7661,0.6727,0.0793,0.7623,457,True
ACH-000396,Ciclopirox,5.0,25037,0.7644,0.7198,0.1278,0.6419,592,True
ACH-000396,Clonidine (hydrochloride),5.0,26562,0.7827,0.647,0.086,0.7677,632,True
ACH-000396,Clotrimazole,5.0,26137,0.7718,0.7061,0.0891,0.615,726,True
ACH-000396,Cloxacillin (sodium),5.0,26021,0.7648,0.6366,0.0678,0.733,447,True
ACH-000396,Cysteamine (hydrochloride),5.0,25760,0.7701,0.6334,0.0552,0.5678,504,True
ACH-000396,Cytarabine,0.05,24090,0.7555,0.7736,0.0224,0.3741,1122,True
ACH-000396,Cytarabine,0.5,24716,0.7689,0.6661,0.0131,-0.0463,692,True
ACH-000396,Cytarabine,5.0,23275,0.6929,0.8365,0.0301,0.3889,701,True
ACH-000396,DTP3,0.05,24307,3.4297,0.7591,0.0089,-0.0085,8463,True
ACH-000396,Daidzin,0.05,23439,0.7387,0.7805,0.004,0.0441,1028,True
ACH-000396,Daidzin,0.5,24863,0.7762,0.6499,0.0127,-0.1361,729,True
ACH-000396,Daidzin,5.0,23106,0.8249,0.7218,0.0087,0.2177,816,True
ACH-000396,Darinaparsin,5.0,25745,0.7794,0.748,0.0877,0.6933,1066,True
ACH-000396,Demeclocycline,5.0,25825,0.77,0.6909,0.0467,0.5349,578,True
ACH-000396,Diammonium Glycyrrhizinate,5.0,25456,0.7714,0.6766,0.0952,0.6269,645,True
ACH-000396,Docetaxel,5.0,26660,0.7677,0.7742,0.0823,0.732,1328,True
ACH-000396,Elagolix sodium,5.0,25181,0.7808,0.6782,0.1007,0.6415,1096,True
ACH-000396,Flumatinib (mesylate),0.05,23060,0.7052,0.7878,0.003,0.2869,1112,True
ACH-000396,Flumatinib (mesylate),0.5,24831,0.7491,0.7444,0.0106,0.2289,1223,True
ACH-000396,Flumatinib (mesylate),5.0,22984,0.7132,0.7857,0.0018,-0.271,732,True
ACH-000396,Fluvoxamine (maleate),5.0,25556,0.7587,0.7285,0.0904,0.7534,413,True
ACH-000396,Folic acid,5.0,25516,0.7697,0.6242,0.0559,0.6217,370,True
ACH-000396,Fumaric acid,0.05,23277,0.7324,0.805,-0.0001,0.2188,934,True
ACH-000396,Fumaric acid,0.5,25132,0.765,0.7261,0.0181,0.1807,803,True
ACH-000396,Fumaric acid,5.0,23767,0.7635,0.7968,-0.0205,-0.2675,900,True
ACH-000396,Furosemide,5.0,25977,0.7526,0.6833,0.0584,0.6838,450,True
ACH-000396,Fusidic acid,5.0,25751,0.7654,0.6595,0.0806,0.777,424,True
ACH-000396,Gallic acid,5.0,25869,0.7791,0.6455,0.0712,0.7123,635,True
ACH-000396,Gallic acid (hydrate),5.0,25570,0.7802,0.696,0.0964,0.6424,885,True
ACH-000396,Gemfibrozil,5.0,25938,0.794,0.7045,0.0783,0.674,1118,True
ACH-000396,Goserelin (acetate),5.0,26217,0.7787,0.6436,0.0879,0.7855,583,True
ACH-000396,Hexylresorcinol,5.0,26780,0.7827,0.6702,0.0849,0.7658,877,True
ACH-000396,Homoharringtonine,5.0,26552,1.3948,1.543,0.6532,0.8955,9822,True
ACH-000396,Hydroxyfasudil,0.05,24215,2.3555,0.7412,0.0126,0.0029,406,True
ACH-000396,Idarubicin (hydrochloride),5.0,27056,1.336,1.463,0.6162,0.8608,7829,True
ACH-000396,Irinotecan (hydrochloride),0.05,22524,0.7581,0.7556,0.0384,0.0553,1829,True
ACH-000396,Irinotecan (hydrochloride),0.5,24714,0.8358,0.7143,-0.011,-0.0955,2541,True
ACH-000396,Irinotecan (hydrochloride),5.0,23368,0.8367,0.7501,-0.0446,-0.16,2435,True
ACH-000396,Isocorydine,5.0,25729,0.7731,0.673,0.0679,0.65,635,True
ACH-000396,L-Thyroxine (sodium salt pentahydrate),5.0,24264,3.3135,0.6229,-0.0142,,48,True
ACH-000396,Larotrectinib,5.0,25755,0.7692,0.7712,0.0971,0.5809,566,True
ACH-000396,Lenalidomide (hemihydrate),5.0,25279,0.7582,0.6755,0.1066,0.7329,494,True
ACH-000396,Lidocaine (hydrochloride),5.0,25177,0.7838,0.7745,0.1253,0.6416,1640,True
ACH-000396,Lipoic acid,5.0,26291,0.7704,0.6519,0.0589,0.6086,574,True
ACH-000396,Lumateperone (tosylate),5.0,25892,0.766,0.6414,0.082,0.707,421,True
ACH-000396,Malotilate,0.05,24210,0.7893,0.7575,0.014,-0.0403,3842,True
ACH-000396,Medroxyprogesterone acetate,5.0,25195,0.7782,0.6912,0.1052,0.5678,925,True
ACH-000396,Megestrol,5.0,26289,0.751,0.6953,0.0429,0.6802,476,True
ACH-000396,Methylprednisolone succinate,0.05,24055,3.2791,0.739,-0.0069,-0.011,7061,True
ACH-000396,Mitoxantrone (dihydrochloride),5.0,26108,0.7792,1.0959,0.0698,0.4182,983,True
ACH-000396,Naproxen,0.05,22593,0.6789,0.7734,0.0153,0.082,500,True
ACH-000396,Naproxen,0.5,24919,0.7364,0.6969,-0.0165,-0.2613,540,True
ACH-000396,Naproxen,5.0,22905,0.7156,0.7568,-0.0006,-0.4097,510,True
ACH-000396,Neratinib (maleate),5.0,25724,0.7788,0.7072,0.1019,0.683,847,True
ACH-000396,Norepinephrine (hydrochloride),5.0,25449,0.7644,0.712,0.0787,0.6593,604,True
ACH-000396,Olanzapine,5.0,25801,0.774,0.6971,0.1111,0.7925,621,True
ACH-000396,PF-06260933,0.05,24158,3.452,0.7202,-0.0198,-0.0181,8267,True
ACH-000396,Palmatine (chloride),5.0,25607,0.7603,0.703,0.08,0.7241,485,True
ACH-000396,Pasireotide (acetate),5.0,26108,0.7986,0.6587,0.0844,0.6465,961,True
ACH-000396,Pentagastrin,5.0,26425,0.788,0.6327,0.068,0.6381,493,True
ACH-000396,Pentamidine (isethionate),0.5,24447,0.7998,0.6689,0.0404,-0.0847,726,True
ACH-000396,Pentamidine (isethionate),5.0,26003,0.7682,0.7506,0.0773,0.6975,800,True
ACH-000396,Pralsetinib,0.05,25091,0.7324,0.7451,0.0026,-0.0308,1506,True
ACH-000396,Pravastatin (sodium),0.05,22444,0.703,0.7565,0.04,0.319,727,True
ACH-000396,Pravastatin (sodium),0.5,24404,0.7576,0.677,0.0192,0.0289,775,True
ACH-000396,Pravastatin (sodium),5.0,23201,0.789,0.7522,-0.0483,-0.2928,1029,True
ACH-000396,Pyridoxine,5.0,25429,0.7838,0.7118,0.0831,0.6504,764,True
ACH-000396,Pyridoxine (hydrochloride),5.0,25723,0.7836,0.6302,0.0659,0.7114,603,True
ACH-000396,Quinestrol,5.0,26160,0.7675,0.6925,0.0941,0.7104,658,True
ACH-000396,Radotinib,5.0,25245,0.7929,0.7031,0.1414,0.7209,1234,True
ACH-000396,Raltitrexed,5.0,26288,0.7706,0.6521,0.0622,0.7948,454,True
ACH-000396,Rapamycin,5.0,25812,0.7864,0.7141,0.0944,0.6231,946,True
ACH-000396,Regorafenib,0.05,24902,0.7271,0.7382,-0.022,-0.1262,883,True
ACH-000396,Regorafenib,0.5,25212,0.7787,0.6317,-0.0045,-0.3605,632,True
ACH-000396,Regorafenib,5.0,23198,0.7178,0.8162,0.0188,-0.3287,734,True
ACH-000396,Relugolix,5.0,26191,0.7738,0.6215,0.0428,0.6905,360,True
ACH-000396,Resveratrol,5.0,25194,0.7996,0.6634,0.0895,0.5905,1170,True
ACH-000396,Retinoic acid,5.0,26303,0.7857,0.6896,0.0905,0.6382,839,True
ACH-000396,Riluzole hydrochloride,5.0,25823,0.8033,0.6996,0.1183,0.6732,1449,True
ACH-000396,Rimonabant,5.0,26050,0.7808,0.6731,0.099,0.7521,647,True
ACH-000396,Ritonavir,5.0,25656,0.7633,0.7078,0.0957,0.7514,561,True
ACH-000396,Ropivacaine (hydrochloride monohydrate),5.0,25542,0.7712,0.6921,0.1076,0.7307,953,True
ACH-000396,S-Adenosyl-L-methionine (disulfate tosylate),5.0,25610,0.7795,0.749,0.1201,0.8519,754,True
ACH-000396,Salicylic acid,5.0,26163,0.7469,0.7898,0.0426,0.6817,648,True
ACH-000396,Saquinavir,5.0,24824,0.7775,0.7572,0.1492,0.5326,654,True
ACH-000396,Selinexor ,5.0,24762,1.2675,0.8905,0.3029,0.6621,2164,True
ACH-000396,Sinomenine,5.0,25689,0.7623,0.6554,0.0742,0.7036,513,True
ACH-000396,Sodium Salicylate,5.0,26442,0.7762,0.7341,0.0855,0.6024,1459,True
ACH-000396,Sonidegib,0.05,24377,3.3653,0.7438,0.0291,-0.0205,8119,True
ACH-000396,Sulfisoxazole,0.5,24613,0.8213,0.6929,0.0628,0.1573,1227,True
ACH-000396,Sulfisoxazole,5.0,25959,0.7851,0.707,0.0911,0.6747,499,True
ACH-000396,Temsirolimus,5.0,25671,0.7609,0.7309,0.099,0.7445,701,True
ACH-000396,Terfenadine,0.5,23797,0.7999,0.7309,0.0923,-0.1616,965,True
ACH-000396,Terfenadine,5.0,25310,0.7728,0.7608,0.1075,0.6223,760,True
ACH-000396,Thymol,5.0,25236,0.7668,0.6751,0.0882,0.5501,997,True
ACH-000396,Tofacitinib,5.0,25740,0.7994,0.6984,0.1175,0.7082,808,True
ACH-000396,Tofacitinib (citrate),5.0,25939,0.7779,0.7061,0.0944,0.6267,869,True
ACH-000396,Tolcapone,5.0,25739,0.7601,0.7085,0.085,0.7195,456,True
ACH-000396,Topotecan (hydrochloride),0.05,22318,0.6949,0.7988,0.0112,0.0857,1046,True
ACH-000396,Topotecan (hydrochloride),0.5,25161,0.7565,0.8398,-0.0202,-0.4869,877,True
ACH-000396,Topotecan (hydrochloride),5.0,22508,0.7123,1.0317,-0.0099,-0.2356,910,True
ACH-000396,Trametinib,0.05,24999,0.759,0.7574,0.1383,0.3543,1671,True
ACH-000396,Trametinib,0.5,25593,0.7882,0.7913,0.1148,0.5902,1865,True
ACH-000396,Trametinib,5.0,25593,0.7505,0.9266,0.1095,0.5434,4275,True
ACH-000396,Triamcinolone,5.0,25860,0.8023,0.7503,0.1237,0.7117,1321,True
ACH-000396,Triclosan,5.0,26177,0.7653,0.6971,0.0815,0.6796,682,True
ACH-000396,Trifluridine,5.0,25516,0.7532,0.6902,0.0802,0.6758,398,True
ACH-000396,Trimetrexate,5.0,25342,0.7663,0.716,0.1038,0.6205,669,True
ACH-000396,Tucidinostat,5.0,26647,0.8381,1.0096,0.2583,0.8247,2087,True
ACH-000396,Vilanterol,5.0,25466,0.7686,0.7234,0.0873,0.6933,611,True
ACH-000396,Vinblastine (sulfate),5.0,25503,0.7834,0.7783,0.1239,0.6432,758,True
ACH-000396,c-Kit-IN-1,0.05,23741,3.2182,0.8382,0.0279,0.0341,6652,True
ACH-000396,olaparib,0.05,24111,3.3317,0.7486,0.0593,0.0035,7526,True
ACH-000437,(R)-Verapamil (hydrochloride),5.0,15414,0.9412,0.9406,0.0134,,0,True
ACH-000437,18β-Glycyrrhetinic acid,5.0,14630,0.9804,1.0993,0.0861,,43,True
ACH-000437,8-Hydroxyquinoline,5.0,15449,0.9822,0.9182,0.0379,,10,True
ACH-000437,Abemaciclib,0.05,12110,1.5534,1.2072,0.0439,,30,True
ACH-000437,Acetohexamide,5.0,15453,0.9194,0.9749,0.0068,,4,True
ACH-000437,Adagrasib,0.05,21160,0.5643,0.664,0.0578,,38,True
ACH-000437,Adenine,5.0,15274,0.9805,0.8961,0.0334,,6,True
ACH-000437,Adenosine,5.0,15062,0.9261,1.0272,0.0298,,1,True
ACH-000437,Afatinib,0.05,12415,0.8502,1.1787,0.0184,,43,False
ACH-000437,Afatinib,0.5,15305,0.9658,0.7175,-0.0012,,3,False
ACH-000437,Afatinib,5.0,13718,0.9435,1.0544,0.0076,,3,False
ACH-000437,Aliskiren,5.0,15067,0.9725,0.9524,0.0396,,5,True
ACH-000437,Allantoin,5.0,15246,0.9908,0.947,0.0447,,40,True
ACH-000437,Almonertinib (hydrochloride),5.0,14437,1.051,0.9836,0.1292,0.277,91,True
ACH-000437,Almonertinib (mesylate),0.05,10108,1.1435,1.2614,0.0055,,0,True
