patient,drug,dose,n_genes_scored,mean_abs_half0,mean_abs_half1,r,r_responder,n_responders,n_plates_even
ACH-000790,Cysteamine (hydrochloride),5.0,22244,0.8479,0.6326,0.0435,,42,True
ACH-000790,Cytarabine,0.05,25541,0.715,0.795,0.0752,0.2435,813,True
ACH-000790,Cytarabine,0.5,26993,0.7431,0.6363,0.0059,-0.0693,354,True
ACH-000790,Cytarabine,5.0,24900,0.6716,0.8311,0.0118,0.097,335,True
ACH-000790,DTP3,0.05,22631,2.6816,0.6016,0.017,0.2558,104,True
ACH-000790,Daidzin,0.05,24785,0.6989,0.7741,0.0165,-0.141,719,True
ACH-000790,Daidzin,0.5,26936,0.7545,0.6233,0.012,0.121,491,True
ACH-000790,Daidzin,5.0,24908,0.8118,0.7304,-0.0373,-0.0488,609,True
ACH-000790,Darinaparsin,5.0,22281,0.8282,0.7197,0.067,0.904,113,True
ACH-000790,Demeclocycline,5.0,22332,0.8184,0.7217,0.0222,0.4198,62,True
ACH-000790,Diammonium Glycyrrhizinate,5.0,21793,0.8381,0.6655,0.0602,0.7383,68,True
ACH-000790,Docetaxel,5.0,23203,0.8029,0.7271,0.0353,0.8004,123,True
ACH-000790,Elagolix sodium,5.0,21896,0.845,0.6744,0.0582,0.8508,75,True
ACH-000790,Flumatinib (mesylate),0.05,24389,0.6592,0.7836,0.0341,0.2625,702,True
ACH-000790,Flumatinib (mesylate),0.5,26936,0.7385,0.7012,0.0333,0.3536,768,True
ACH-000790,Flumatinib (mesylate),5.0,24208,0.6837,0.8042,-0.0044,-0.2722,480,True
ACH-000790,Fluvoxamine (maleate),5.0,21959,0.8422,0.6883,0.0616,,38,True
ACH-000790,Folic acid,5.0,22029,0.83,0.608,0.0423,0.6488,52,True
ACH-000790,Fumaric acid,0.05,24675,0.698,0.7979,0.0167,0.1322,654,True
ACH-000790,Fumaric acid,0.5,27117,0.7637,0.685,0.019,0.2548,732,True
ACH-000790,Fumaric acid,5.0,24994,0.7389,0.8155,-0.0462,-0.2507,917,True
ACH-000790,Furosemide,5.0,22544,0.8108,0.6877,0.0133,,43,True
ACH-000790,Fusidic acid,5.0,22385,0.8387,0.6473,0.058,0.7865,53,True
ACH-000790,Gallic acid,5.0,22209,0.8476,0.6167,0.0485,0.7617,88,True
ACH-000790,Gallic acid (hydrate),5.0,21884,0.862,0.7004,0.079,0.8071,95,True
ACH-000790,Gemfibrozil,5.0,22007,0.8428,0.6882,0.0576,0.8703,111,True
ACH-000790,Goserelin (acetate),5.0,22594,0.8448,0.6426,0.0689,0.7359,67,True
ACH-000790,Hexylresorcinol,5.0,23045,0.8494,0.6797,0.0607,0.7728,122,True
ACH-000790,Homoharringtonine,5.0,23194,1.1018,1.1017,0.4484,0.8857,3210,True
ACH-000790,Hydroxyfasudil,0.05,22612,1.6413,0.5842,-0.0035,0.144,252,True
ACH-000790,Idarubicin (hydrochloride),5.0,22014,1.2128,1.2425,0.5209,0.828,2489,True
ACH-000790,Irinotecan (hydrochloride),0.05,24047,0.7271,0.7582,0.0471,0.1907,1543,True
ACH-000790,Irinotecan (hydrochloride),0.5,27110,0.7669,0.6684,-0.007,-0.2882,1170,True
ACH-000790,Irinotecan (hydrochloride),5.0,24763,0.7746,0.766,-0.0368,-0.1698,1484,True
ACH-000790,Isocorydine,5.0,22136,0.8537,0.6287,0.046,0.6864,77,True
ACH-000790,L-Thyroxine (sodium salt pentahydrate),5.0,20516,1.7218,0.6032,0.0266,0.1273,251,True
ACH-000790,Larotrectinib,5.0,22293,0.8491,0.7557,0.0827,0.7327,68,True
ACH-000790,Lenalidomide (hemihydrate),5.0,21487,0.8172,0.6915,0.0601,0.7706,53,True
ACH-000790,Lidocaine (hydrochloride),5.0,21629,0.8538,0.8238,0.0871,0.7229,204,True
ACH-000790,Lipoic acid,5.0,22954,0.8293,0.6508,0.0315,0.7245,94,True
ACH-000790,Lumateperone (tosylate),5.0,22390,0.8381,0.6404,0.0586,0.7691,58,True
ACH-000790,Malotilate,0.05,25567,0.799,0.7365,0.0571,-0.0072,2648,True
ACH-000790,Medroxyprogesterone acetate,5.0,21453,0.8457,0.7099,0.076,0.5855,142,True
ACH-000790,Megestrol,5.0,22980,0.8141,0.7015,0.0488,0.6838,99,True
ACH-000790,Methylprednisolone succinate,0.05,22451,2.4081,0.5909,-0.03,-0.0377,185,True
ACH-000790,Mitoxantrone (dihydrochloride),5.0,23122,0.8257,0.7417,0.0615,0.7231,151,True
ACH-000790,Naproxen,0.05,23827,0.6444,0.7843,0.0195,-0.114,241,True
ACH-000790,Naproxen,0.5,26788,0.7252,0.6591,0.0004,-0.2071,251,True
ACH-000790,Naproxen,5.0,23934,0.6605,0.7718,0.0076,-0.5063,393,True
ACH-000790,Neratinib (maleate),5.0,22016,0.8547,0.6903,0.083,0.8054,166,True
ACH-000790,Norepinephrine (hydrochloride),5.0,22010,0.8435,0.7224,0.0483,0.7203,86,True
ACH-000790,Olanzapine,5.0,22393,0.8423,0.7048,0.0681,0.8842,100,True
ACH-000790,PF-06260933,0.05,22465,2.6375,0.568,-0.0225,,30,True
ACH-000790,Palmatine (chloride),5.0,21966,0.8347,0.6792,0.0497,0.7747,52,True
ACH-000790,Pasireotide (acetate),5.0,22656,0.8791,0.6508,0.0795,0.8426,104,True
ACH-000790,Pentagastrin,5.0,22800,0.8566,0.6283,0.0486,0.7429,53,True
ACH-000790,Pentamidine (isethionate),0.5,23732,0.7127,0.7793,0.032,0.1317,473,True
ACH-000790,Pentamidine (isethionate),5.0,22727,0.8285,0.7293,0.0513,0.8376,113,True
ACH-000790,Pralsetinib,0.05,23806,0.8568,0.6292,0.0268,0.0206,386,True
ACH-000790,Pravastatin (sodium),0.05,23824,0.6863,0.7604,0.0585,0.1583,584,True
ACH-000790,Pravastatin (sodium),0.5,26412,0.7368,0.6418,0.0034,-0.179,547,True
ACH-000790,Pravastatin (sodium),5.0,24550,0.7776,0.7667,-0.049,-0.1923,1105,True
ACH-000790,Pyridoxine,5.0,21917,0.848,0.7256,0.0534,0.6028,91,True
ACH-000790,Pyridoxine (hydrochloride),5.0,22716,0.8506,0.6214,0.0701,0.7752,54,True
ACH-000790,Quinestrol,5.0,22682,0.8347,0.6963,0.0682,0.8796,132,True
ACH-000790,Radotinib,5.0,21842,0.8674,0.7005,0.0934,0.8066,138,True
ACH-000790,Ralimetinib dimesylate,0.05,22330,2.6069,0.5971,0.0102,-0.0359,92,True
ACH-000790,Raltitrexed,5.0,22521,0.8568,0.6165,0.0724,0.8496,82,True
ACH-000790,Rapamycin,5.0,22629,0.8383,0.734,0.0633,0.7612,101,True
ACH-000790,Regorafenib,0.05,23512,0.8365,0.6,-0.0044,-0.2579,219,True
ACH-000790,Regorafenib,0.5,25348,0.7055,0.7298,0.0084,0.0213,541,True
ACH-000790,Regorafenib,5.0,19855,0.5096,0.9981,-0.0,-0.1017,401,True
ACH-000790,Relugolix,5.0,22421,0.8415,0.5982,0.0299,,26,True
ACH-000790,Resveratrol,5.0,21635,0.8493,0.6737,0.0513,0.751,151,True
ACH-000790,Retinoic acid,5.0,22498,0.862,0.6733,0.0842,0.8693,145,True
ACH-000790,Riluzole hydrochloride,5.0,22536,0.8555,0.6973,0.0954,0.8641,86,True
ACH-000790,Rimonabant,5.0,22617,0.8448,0.6711,0.0503,0.8352,102,True
ACH-000790,Ritonavir,5.0,21814,0.844,0.7099,0.0802,0.8267,58,True
ACH-000790,Ropivacaine (hydrochloride monohydrate),5.0,21945,0.8481,0.6821,0.0756,0.8224,127,True
ACH-000790,S-Adenosyl-L-methionine (disulfate tosylate),5.0,21878,0.8557,0.7082,0.0826,0.7538,97,True
ACH-000790,Salicylic acid,5.0,22839,0.8339,0.7182,0.0506,0.7426,89,True
ACH-000790,Saquinavir,5.0,21195,0.841,0.7494,0.0956,0.7907,114,True
ACH-000790,Selinexor ,5.0,21470,0.905,0.6892,0.1507,0.7887,385,True
ACH-000790,Sinomenine,5.0,22055,0.8443,0.6538,0.0628,0.6865,70,True
ACH-000790,Sodium Salicylate,5.0,22955,0.8346,0.7526,0.0768,0.7743,152,True
ACH-000790,Sonidegib,0.05,22615,2.4625,0.5486,0.0113,0.1293,151,True
ACH-000790,Sulfisoxazole,0.5,23407,0.7751,0.8189,0.1017,0.2333,2283,True
ACH-000790,Sulfisoxazole,5.0,22199,0.8603,0.7039,0.0704,0.7384,55,True
ACH-000790,Temsirolimus,5.0,22283,0.8349,0.722,0.0736,0.8986,63,True
ACH-000790,Terfenadine,0.5,22999,0.7628,0.8174,0.1,0.0849,1667,True
ACH-000790,Terfenadine,5.0,21650,0.8395,0.7033,0.054,0.783,55,True
ACH-000790,Thymol,5.0,21736,0.8482,0.6886,0.0622,0.3586,86,True
ACH-000790,Tofacitinib,5.0,22036,0.8648,0.7408,0.1125,0.7865,153,True
ACH-000790,Tofacitinib (citrate),5.0,22473,0.8509,0.7449,0.092,0.6091,166,True
ACH-000790,Tolcapone,5.0,22116,0.8435,0.6835,0.0736,0.892,63,True
ACH-000790,Topotecan (hydrochloride),0.05,24062,0.666,0.7561,0.0162,-0.0293,722,True
ACH-000790,Topotecan (hydrochloride),0.5,27463,0.7332,0.7344,-0.0325,-0.317,484,True
ACH-000790,Topotecan (hydrochloride),5.0,23690,0.6566,0.9613,-0.0195,-0.0836,719,True
ACH-000790,Trametinib,0.05,23278,0.8395,0.6763,0.1077,0.646,460,True
ACH-000790,Trametinib,0.5,24235,0.7511,0.8532,0.1351,0.5913,1174,True
ACH-000790,Trametinib,5.0,21033,0.5225,1.0237,0.1489,0.511,3130,True
ACH-000790,Triamcinolone,5.0,22575,0.845,0.79,0.0892,0.8524,183,True
ACH-000790,Triclosan,5.0,22444,0.8212,0.714,0.0538,,49,True
ACH-000790,Trifluridine,5.0,21702,0.836,0.6705,0.0517,,37,True
ACH-000790,Trimetrexate,5.0,21577,0.8394,0.7199,0.0784,0.8211,73,True
ACH-000790,Tucidinostat,5.0,23024,0.8933,1.0055,0.2293,0.8615,181,True
ACH-000790,Vilanterol,5.0,21957,0.8322,0.7219,0.0588,0.7787,51,True
ACH-000790,Vinblastine (sulfate),5.0,21919,0.874,0.7787,0.1503,0.8027,264,True
ACH-000790,olaparib,0.05,22578,2.5581,0.5679,0.0575,0.0398,54,True
ACH-000793,(R)-Verapamil (hydrochloride),5.0,25773,0.7665,0.7164,0.0675,0.7756,541,True
ACH-000793,18β-Glycyrrhetinic acid,5.0,24988,0.7793,0.778,0.1065,0.6954,821,True
ACH-000793,8-Hydroxyquinoline,5.0,25339,0.7863,0.6919,0.0933,0.6949,685,True
ACH-000793,Acetohexamide,5.0,25318,0.78,0.7376,0.062,0.4411,843,True
ACH-000793,Adagrasib,0.05,33986,0.4481,0.5129,0.1331,0.7372,3698,True
ACH-000793,Adenine,5.0,25278,0.7818,0.6783,0.0624,0.6189,929,True
ACH-000793,Adenosine,5.0,25455,0.7753,0.7482,0.0764,0.7214,913,True
ACH-000793,Afatinib,0.05,25194,0.6443,0.7712,0.0301,0.0083,2176,False
ACH-000793,Afatinib,0.5,28066,0.616,0.7266,0.0238,-0.0206,1227,False
ACH-000793,Afatinib,5.0,25602,0.6492,0.9094,0.0489,0.5136,1158,False
ACH-000793,Aliskiren,5.0,25638,0.7702,0.7194,0.0633,0.6399,677,True
ACH-000793,Allantoin,5.0,24978,0.8071,0.7362,0.1078,0.6175,1805,True
ACH-000793,Almonertinib (hydrochloride),5.0,24855,0.7881,0.7488,0.1131,0.5931,1143,True
ACH-000793,Almonertinib (mesylate),0.05,22329,0.681,0.816,0.0058,0.2829,310,True
ACH-000793,Almonertinib (mesylate),0.5,25596,0.7732,0.6772,-0.009,0.1529,434,True
ACH-000793,Almonertinib (mesylate),5.0,23367,0.8174,0.7512,-0.0278,-0.2102,701,True
ACH-000793,Amsacrine,5.0,25624,0.8072,0.7246,0.1001,0.7494,1061,True
ACH-000793,Anethole trithione,5.0,25482,0.8256,0.7029,0.1149,0.7172,1621,True
ACH-000793,Artesunate,5.0,24988,0.843,0.7892,0.192,0.7978,2477,True
ACH-000793,Azithromycin (hydrate),5.0,25014,0.7804,0.7581,0.1088,0.7257,853,True
ACH-000793,Baicalin,5.0,25756,0.8111,0.7061,0.1104,0.7752,963,True
ACH-000793,Balsalazide (sodium hydrate),5.0,25795,0.7922,0.7038,0.0729,0.7372,493,True
ACH-000793,Belumosudil,0.05,23190,0.6873,0.7983,0.0237,0.4325,448,True
ACH-000793,Belumosudil,0.5,25483,0.7553,0.7081,0.0219,0.08,554,True
ACH-000793,Belumosudil,5.0,22905,0.754,0.8206,0.026,-0.0981,1036,True
ACH-000793,Berbamine,0.5,25121,0.7655,0.7204,-0.0257,-0.2363,1544,True
ACH-000793,Berbamine,5.0,25372,0.7734,0.6974,0.0514,0.7671,542,True
ACH-000793,Berbamine (dihydrochloride),0.05,22638,0.6981,0.8144,0.0165,0.2867,896,True
ACH-000793,Berbamine (dihydrochloride),0.5,24947,0.7772,0.6785,0.0189,0.1507,1085,True
ACH-000793,Berbamine (dihydrochloride),5.0,23208,0.8446,0.7752,0.0098,0.1882,1032,True
ACH-000793,Berberine (chloride hydrate),5.0,25812,0.7947,0.6784,0.0863,0.7174,701,True
ACH-000793,Bergenin,5.0,25350,0.7973,0.7094,0.0669,0.7149,1086,True
ACH-000793,Bimatoprost,5.0,25771,0.7767,0.7736,0.1034,0.6924,725,True
ACH-000793,Binimetinib,0.05,25730,0.7428,0.7286,0.0804,0.5314,1566,True
ACH-000793,Binimetinib,0.5,25681,0.7754,0.7556,0.0525,0.3128,1587,True
ACH-000793,Binimetinib,5.0,23655,0.667,0.8596,0.1015,0.5757,2206,True
ACH-000793,Busulfan,5.0,25071,0.8021,0.7269,0.1047,0.6354,1142,True
ACH-000793,Captopril,0.05,23960,0.7382,0.7715,0.0239,-0.1096,1544,True
ACH-000793,Cepharanthine,5.0,24818,0.8057,0.8168,0.1253,0.7198,1435,True
ACH-000793,Chlorhexidine (diacetate),0.5,25309,0.7738,0.7318,-0.0026,-0.0093,1389,True
ACH-000793,Chlorhexidine (diacetate),5.0,25428,0.7901,0.7368,0.1029,0.7793,751,True
ACH-000793,Ciclopirox,5.0,24762,0.7773,0.776,0.1131,0.6801,697,True
ACH-000793,Clonidine (hydrochloride),5.0,25975,0.8021,0.6826,0.0897,0.8068,1010,True
ACH-000793,Clotrimazole,5.0,25520,0.7922,0.7647,0.0847,0.6279,793,True
ACH-000793,Cloxacillin (sodium),5.0,25507,0.789,0.6883,0.0725,0.7635,691,True
ACH-000793,Cysteamine (hydrochloride),5.0,25818,0.7654,0.6803,0.0611,0.7291,588,True
ACH-000793,Cytarabine,0.05,23441,0.7181,0.8175,0.0508,0.2474,911,True
ACH-000793,Cytarabine,0.5,25169,0.7708,0.6869,0.0035,-0.0504,627,True
ACH-000793,Cytarabine,5.0,23363,0.6839,0.8355,0.0256,0.2915,334,True
ACH-000793,DTP3,0.05,24868,3.3227,0.7752,-0.0003,-0.0093,7746,True
ACH-000793,Daidzin,0.05,22982,0.7049,0.8129,0.0028,-0.1026,712,True
ACH-000793,Daidzin,0.5,24805,0.7707,0.6648,0.0219,0.0933,521,True
ACH-000793,Daidzin,5.0,23391,0.8613,0.7583,0.0145,0.005,825,True
ACH-000793,Darinaparsin,5.0,25212,0.7898,0.781,0.0929,0.7179,1055,True
ACH-000793,Demeclocycline,5.0,25359,0.7712,0.7114,0.0539,0.485,618,True
ACH-000793,Diammonium Glycyrrhizinate,5.0,25399,0.7911,0.7167,0.0776,0.7133,687,True
ACH-000793,Docetaxel,5.0,25664,0.7713,0.8209,0.0844,0.641,976,True
ACH-000793,Elagolix sodium,5.0,24714,0.7975,0.7219,0.1089,0.5754,1117,True
ACH-000793,Flumatinib (mesylate),0.05,22361,0.6826,0.8199,0.0212,0.2122,696,True
ACH-000793,Flumatinib (mesylate),0.5,24950,0.7541,0.7196,0.0461,0.3027,734,True
ACH-000793,Flumatinib (mesylate),5.0,23092,0.7242,0.8078,-0.0092,-0.3695,613,True
ACH-000793,Fluvoxamine (maleate),5.0,25215,0.7793,0.7237,0.079,0.5999,660,True
ACH-000793,Folic acid,5.0,24984,0.7871,0.6615,0.0783,0.5797,367,True
ACH-000793,Fumaric acid,0.05,22717,0.7151,0.8273,0.0028,0.1403,620,True
ACH-000793,Fumaric acid,0.5,25174,0.7777,0.7198,0.0042,0.185,637,True
ACH-000793,Fumaric acid,5.0,23821,0.7648,0.8197,-0.0728,-0.2365,779,True
ACH-000793,Furosemide,5.0,25364,0.758,0.7126,0.0444,0.5841,582,True
ACH-000793,Fusidic acid,5.0,25454,0.7869,0.7058,0.0747,0.842,845,True
ACH-000793,Gallic acid,5.0,25516,0.7883,0.6819,0.0788,0.7776,736,True
ACH-000793,Gallic acid (hydrate),5.0,25309,0.7945,0.7449,0.0923,0.6306,945,True
ACH-000793,Gemfibrozil,5.0,25518,0.7865,0.7214,0.0796,0.611,1012,True
ACH-000793,Goserelin (acetate),5.0,25652,0.8078,0.6919,0.0917,0.7733,1393,True
ACH-000793,Hexylresorcinol,5.0,26152,0.7966,0.7181,0.0925,0.7879,1048,True
ACH-000793,Homoharringtonine,5.0,24674,1.2489,1.3901,0.5971,0.8619,6841,True
ACH-000793,Hydroxyfasudil,0.05,24738,2.3124,0.804,0.0718,0.22,578,True
ACH-000793,Idarubicin (hydrochloride),5.0,28035,1.3894,1.5074,0.6328,0.8848,8226,True
ACH-000793,Irinotecan (hydrochloride),0.05,21903,0.769,0.7904,0.0127,0.0017,2614,True
ACH-000793,Irinotecan (hydrochloride),0.5,25311,0.8821,0.7038,-0.0053,-0.1224,3394,True
ACH-000793,Irinotecan (hydrochloride),5.0,23196,0.8631,0.7871,-0.035,-0.2177,2767,True
ACH-000793,Isocorydine,5.0,25588,0.7878,0.6873,0.0834,0.6703,965,True
ACH-000793,L-Thyroxine (sodium salt pentahydrate),5.0,23885,2.3242,0.6586,0.0627,0.1239,300,True
ACH-000793,Larotrectinib,5.0,25199,0.8064,0.804,0.1426,0.5987,887,True
ACH-000793,Lenalidomide (hemihydrate),5.0,24700,0.7531,0.7238,0.0874,0.7231,732,True
ACH-000793,Lidocaine (hydrochloride),5.0,24774,0.7948,0.8166,0.114,0.5769,1614,True
ACH-000793,Lipoic acid,5.0,25696,0.773,0.6936,0.0647,0.7415,832,True
ACH-000793,Lumateperone (tosylate),5.0,25535,0.7762,0.6803,0.0768,0.7739,533,True
ACH-000793,Malotilate,0.05,24087,0.7895,0.7623,0.0571,-0.0887,2791,True
ACH-000793,Medroxyprogesterone acetate,5.0,24492,0.7985,0.7195,0.1096,0.5464,1076,True
ACH-000793,Megestrol,5.0,25783,0.7628,0.7365,0.0578,0.7016,637,True
ACH-000793,Methylprednisolone succinate,0.05,24392,3.612,0.742,-0.0242,0.022,9317,True
ACH-000793,Mitoxantrone (dihydrochloride),5.0,25443,0.7887,0.9133,0.078,0.5583,963,True
ACH-000793,Naproxen,0.05,22012,0.6528,0.7933,0.0119,-0.0626,286,True
ACH-000793,Naproxen,0.5,25119,0.7517,0.7079,-0.0035,-0.2656,357,True
ACH-000793,Naproxen,5.0,22914,0.7142,0.772,-0.011,-0.0989,456,True
ACH-000793,Neratinib (maleate),5.0,25281,0.8019,0.76,0.1373,0.7392,1157,True
ACH-000793,Norepinephrine (hydrochloride),5.0,25066,0.7827,0.7449,0.0832,0.5701,918,True
ACH-000793,Olanzapine,5.0,25451,0.7799,0.7412,0.0885,0.7657,808,True
ACH-000793,Palmatine (chloride),5.0,24939,0.764,0.719,0.0733,0.7061,518,True
ACH-000793,Pasireotide (acetate),5.0,25794,0.8215,0.7162,0.1203,0.7168,1305,True
ACH-000793,Pentagastrin,5.0,25956,0.8048,0.6702,0.0645,0.7165,634,True
ACH-000793,Pentamidine (isethionate),0.5,24069,0.8274,0.7181,0.0609,0.1212,855,True
ACH-000793,Pentamidine (isethionate),5.0,25438,0.7884,0.7643,0.0681,0.6018,1226,True
ACH-000793,Pralsetinib,0.05,25290,0.7678,0.7638,0.0304,0.1674,2242,True
ACH-000793,Pravastatin (sodium),0.05,21973,0.6914,0.7965,0.0311,0.2579,547,True
ACH-000793,Pravastatin (sodium),0.5,24716,0.7599,0.6991,0.0101,-0.0037,559,True
ACH-000793,Pravastatin (sodium),5.0,23314,0.7846,0.7964,-0.0565,-0.4098,1055,True
ACH-000793,Pyridoxine,5.0,25124,0.7822,0.7294,0.0769,0.6244,840,True
ACH-000793,Pyridoxine (hydrochloride),5.0,25266,0.7977,0.6655,0.079,0.6758,900,True
ACH-000793,Quinestrol,5.0,25663,0.7726,0.7217,0.0902,0.8221,866,True
ACH-000793,Radotinib,5.0,25100,0.7982,0.7401,0.1046,0.7981,1229,True
ACH-000793,Raltitrexed,5.0,25646,0.7768,0.6694,0.0718,0.6865,536,True
ACH-000793,Rapamycin,5.0,25375,0.8077,0.7701,0.1015,0.5232,1392,True
ACH-000793,Regorafenib,0.05,25361,0.7521,0.7397,0.0183,-0.0402,1562,True
ACH-000793,Regorafenib,0.5,25468,0.775,0.691,0.0025,-0.2883,640,True
ACH-000793,Regorafenib,5.0,23392,0.687,0.9163,0.0066,-0.0761,302,True
ACH-000793,Relugolix,5.0,25531,0.7683,0.6556,0.0507,0.611,387,True
ACH-000793,Resveratrol,5.0,24737,0.8032,0.7104,0.0954,0.5776,1017,True
ACH-000793,Retinoic acid,5.0,25883,0.7976,0.7401,0.0919,0.7794,1220,True
ACH-000793,Riluzole hydrochloride,5.0,25930,0.7872,0.7685,0.0984,0.6704,1336,True
ACH-000793,Rimonabant,5.0,25303,0.8041,0.7253,0.1162,0.8167,1200,True
ACH-000793,Ritonavir,5.0,24869,0.7703,0.7468,0.094,0.6846,641,True
ACH-000793,Ropivacaine (hydrochloride monohydrate),5.0,25096,0.7759,0.7072,0.0934,0.6864,844,True
ACH-000793,S-Adenosyl-L-methionine (disulfate tosylate),5.0,25567,0.8085,0.7419,0.1128,0.7403,1217,True
ACH-000793,Salicylic acid,5.0,25488,0.7704,0.7917,0.0926,0.7827,669,True
ACH-000793,Saquinavir,5.0,24297,0.7839,0.7776,0.1389,0.7195,752,True
ACH-000793,Selinexor ,5.0,24308,0.9638,0.808,0.2403,0.7015,2403,True
ACH-000793,Sinomenine,5.0,25248,0.7904,0.6908,0.0959,0.6222,843,True
ACH-000793,Sodium Salicylate,5.0,25849,0.7968,0.7793,0.1084,0.6743,1228,True
ACH-000793,Sonidegib,0.05,24646,2.6933,0.8218,0.0759,0.0343,3567,True
ACH-000793,Sulfisoxazole,0.5,24128,0.8582,0.7652,0.1254,0.2152,1752,True
ACH-000793,Sulfisoxazole,5.0,25416,0.8056,0.7687,0.1259,0.6164,747,True
ACH-000793,Temsirolimus,5.0,25211,0.7871,0.7647,0.1045,0.7292,1099,True
ACH-000793,Terfenadine,0.5,23801,0.8465,0.7096,0.0566,-0.1636,1298,True
ACH-000793,Terfenadine,5.0,25146,0.7965,0.7273,0.087,0.6686,1392,True
ACH-000793,Thymol,5.0,24988,0.7863,0.7142,0.0804,0.5867,992,True
ACH-000793,Tofacitinib,5.0,25162,0.803,0.7643,0.1346,0.6723,903,True
ACH-000793,Tofacitinib (citrate),5.0,25442,0.7915,0.7882,0.0889,0.6301,1253,True
ACH-000793,Tolcapone,5.0,25447,0.7848,0.7219,0.0785,0.7374,485,True
ACH-000793,Topotecan (hydrochloride),0.05,21865,0.6763,0.8087,0.0025,-0.0262,915,True
ACH-000793,Topotecan (hydrochloride),0.5,25215,0.7443,0.8314,-0.0143,-0.211,547,True
ACH-000793,Topotecan (hydrochloride),5.0,22661,0.7081,1.0724,-0.0139,-0.0997,853,True
ACH-000793,Trametinib,0.05,25250,0.7715,0.771,0.1415,0.5324,2166,True
ACH-000793,Trametinib,0.5,25542,0.8138,0.7911,0.1198,0.5113,2171,True
ACH-000793,Trametinib,5.0,24696,0.7545,0.9921,0.1111,0.592,3573,True
ACH-000793,Triamcinolone,5.0,25387,0.8137,0.7536,0.106,0.6882,1679,True
ACH-000793,Triclosan,5.0,25492,0.776,0.7537,0.0882,0.6709,862,True
ACH-000793,Trifluridine,5.0,25011,0.7673,0.719,0.0943,0.712,489,True
ACH-000793,Trimetrexate,5.0,24997,0.7839,0.7651,0.1213,0.7136,803,True
ACH-000793,Tucidinostat,5.0,26049,0.9109,1.1854,0.3389,0.83,2696,True
ACH-000793,Vilanterol,5.0,25115,0.785,0.7093,0.0873,0.7269,881,True
ACH-000793,Vinblastine (sulfate),5.0,25280,0.8216,0.8922,0.1706,0.739,1773,True
ACH-000793,olaparib,0.05,24607,3.5829,0.8098,0.1215,0.0152,8842,True
ACH-000842,(R)-Verapamil (hydrochloride),5.0,29742,0.7161,0.6622,0.0664,0.6834,897,True
ACH-000842,18β-Glycyrrhetinic acid,5.0,28824,0.7415,0.734,0.0801,0.576,1559,True
ACH-000842,8-Hydroxyquinoline,5.0,29087,0.7602,0.6429,0.1301,0.673,1648,True
ACH-000842,Abemaciclib,0.05,28341,3.8548,0.6962,0.0309,0.0243,11875,True
ACH-000842,Acetohexamide,5.0,29308,0.7442,0.687,0.0778,0.4652,1619,True
ACH-000842,Adagrasib,0.05,37769,0.4117,0.4816,0.1463,0.6946,7390,True
ACH-000842,Adenine,5.0,29199,0.7355,0.6137,0.0769,0.6294,1389,True
ACH-000842,Adenosine,5.0,29493,0.724,0.7077,0.0896,0.6361,1917,True
ACH-000842,Afatinib,0.05,29688,0.6099,0.7138,0.0229,-0.0879,3805,False
ACH-000842,Afatinib,0.5,32519,0.5627,0.698,0.0026,-0.0636,3364,False
ACH-000842,Afatinib,5.0,29136,0.5776,0.9198,0.0019,0.147,2580,False
ACH-000842,Aliskiren,5.0,29647,0.7238,0.6713,0.083,0.6504,1361,True
ACH-000842,Allantoin,5.0,28837,0.7683,0.6723,0.1213,0.64,2852,True
ACH-000842,Almonertinib (hydrochloride),5.0,28656,0.7439,0.6722,0.095,0.529,1847,True
ACH-000842,Almonertinib (mesylate),0.05,26833,0.6321,0.7809,0.0335,0.2288,1300,True
ACH-000842,Almonertinib (mesylate),0.5,30456,0.7255,0.6224,0.0054,0.2553,2220,True
ACH-000842,Almonertinib (mesylate),5.0,27971,0.7874,0.7022,-0.029,-0.2212,1992,True
ACH-000842,Amsacrine,5.0,29629,0.7806,0.7407,0.1583,0.7026,2567,True
ACH-000842,Anethole trithione,5.0,29497,0.7641,0.6595,0.1196,0.732,2179,True
ACH-000842,Artesunate,5.0,29046,0.7827,0.6929,0.1682,0.8011,2837,True
ACH-000842,Azithromycin (hydrate),5.0,28846,0.749,0.6865,0.1029,0.5208,1931,True
ACH-000842,Baicalin,5.0,29610,0.7666,0.6443,0.1041,0.6715,1682,True
ACH-000842,Balsalazide (sodium hydrate),5.0,29833,0.7408,0.6378,0.0886,0.7051,1149,True
ACH-000842,Belumosudil,0.05,27651,0.6361,0.7598,0.032,0.3551,1556,True
ACH-000842,Belumosudil,0.5,30335,0.6987,0.6459,0.0147,0.1266,1873,True
ACH-000842,Belumosudil,5.0,27733,0.7186,0.7836,-0.0198,-0.1069,2520,True
ACH-000842,Berbamine,0.5,29240,0.7019,0.7018,-0.0195,-0.2463,4010,True
ACH-000842,Berbamine,5.0,29008,0.7295,0.6426,0.0543,0.5505,1141,True
ACH-000842,Berbamine (dihydrochloride),0.05,27127,0.6418,0.7657,0.0315,0.3013,2197,True
ACH-000842,Berbamine (dihydrochloride),0.5,29783,0.7362,0.6204,0.0076,0.0408,2631,True
ACH-000842,Berbamine (dihydrochloride),5.0,27595,0.7723,0.7329,0.0157,0.1389,1700,True
ACH-000842,Berberine (chloride hydrate),5.0,29678,0.7613,0.6213,0.075,0.605,1613,True
