stack_symbol,entrez_id,match
SRSF7,6432,symbol
SRSF8,10929,symbol
SRSF9,8683,symbol
SRXN1,140809,symbol
SRY,6736,symbol
SS18,6760,symbol
SS18L2,51188,symbol
SSB,6741,symbol
SSC4D,136853,symbol
SSC5D,284297,symbol
SSH2,85464,symbol
SSH3,54961,symbol
SSNA1,8636,symbol
SSPN,8082,symbol
SSR1,6745,symbol
SSR2,6746,symbol
SSR3,6747,symbol
SSR4,6748,symbol
SST,6750,symbol
SSTR1,6751,symbol
SSTR2,6752,symbol
SSTR3,6753,symbol
SSU72,29101,symbol
SSUH2,51066,symbol
SSX2B,727837,symbol
ST13,6767,symbol
ST14,6768,symbol
ST18,9705,symbol
ST3GAL1,6482,symbol
ST3GAL2,6483,symbol
ST3GAL3,6487,symbol
ST3GAL4,6484,symbol
ST3GAL5,8869,symbol
ST3GAL6,10402,symbol
ST5,6764,alias
ST6GAL1,6480,symbol
ST6GAL2,84620,symbol
ST6GALNAC1,55808,symbol
ST6GALNAC2,10610,symbol
ST6GALNAC3,256435,symbol
ST6GALNAC4,27090,symbol
ST6GALNAC5,81849,symbol
ST6GALNAC6,30815,symbol
ST7,7982,symbol
ST7L,54879,symbol
ST8SIA1,6489,symbol
ST8SIA2,8128,symbol
ST8SIA4,7903,symbol
ST8SIA5,29906,symbol
ST8SIA6,338596,symbol
STAB1,23166,symbol
STAB2,55576,symbol
STAC,6769,symbol
STAC2,342667,symbol
STAG1,10274,symbol
STAG2,10735,symbol
STAG3,10734,symbol
STAM2,10254,symbol
STAMBPL1,57559,symbol
STARD13,90627,symbol
STARD3,10948,symbol
STARD3NL,83930,symbol
STARD4,134429,symbol
STARD5,80765,symbol
STARD6,147323,symbol
STARD7,56910,symbol
STARD9,57519,symbol
STAT1,6772,symbol
STAT2,6773,symbol
STAT3,6774,symbol
STAT4,6775,symbol
STAT5A,6776,symbol
STAT6,6778,symbol
STAU1,6780,symbol
STBD1,8987,symbol
STC1,6781,symbol
STC2,8614,symbol
STEAP1B,256227,symbol
STIL,6491,symbol
STIM1,6786,symbol
STIM2,57620,symbol
STIMATE,375346,symbol
STK10,6793,symbol
STK11,6794,symbol
STK17A,9263,symbol
STK17B,9262,symbol
STK19,8859,symbol
STK24,8428,symbol
STK25,10494,symbol
STK3,6788,symbol
STK31,56164,symbol
STK32A,202374,symbol
STK32B,55351,symbol
STK32C,282974,symbol
STK33,65975,symbol
STK35,140901,symbol
STK36,27148,symbol
STK38,11329,symbol
STK38L,23012,symbol
STK39,27347,symbol
STK4,6789,symbol
STK40,83931,symbol
STKLD1,169436,symbol
STMN1,3925,symbol
STMN2,11075,symbol
STMN3,50861,symbol
STMN4,81551,symbol
STMND1,401236,symbol
STOM,2040,symbol
STOML1,9399,symbol
STOML2,30968,symbol
STON2,85439,symbol
STOX1,219736,symbol
STOX2,56977,symbol
STPG1,90529,symbol
STPG2,285555,symbol
STPG3,441476,symbol
STPG4,285051,symbol
STRA6,64220,symbol
STRA8,346673,symbol
STRADB,55437,symbol
STRIT1,100507537,symbol
STRN3,29966,symbol
STRN4,29888,symbol
STS,412,symbol
STT3A,3703,symbol
STT3B,201595,symbol
STUB1,10273,symbol
STUM,375057,symbol
STX10,8677,symbol
STX11,8676,symbol
STX12,23673,symbol
STX16,8675,symbol
STX18,53407,symbol
STX19,415117,symbol
STX1A,6804,symbol
STX1B,112755,symbol
STX2,2054,symbol
STX3,6809,symbol
STX6,10228,symbol
STX7,8417,symbol
STX8,9482,symbol
STXBP5L,9515,symbol
STYK1,55359,symbol
STYX,6815,symbol
STYXL1,51657,symbol
SUB1,10923,symbol
SUCLA2,8803,symbol
SUCLG1,8802,symbol
SUCLG2,8801,symbol
SUCNR1,56670,symbol
SUCO,51430,symbol
SUDS3,64426,symbol
SUFU,51684,symbol
SUGCT,79783,symbol
SULF1,23213,symbol
SULF2,55959,symbol
SULT1A2,6799,symbol
SULT1A3,6818,symbol
SULT1A4,445329,symbol
SULT1B1,27284,symbol
SULT1C2,6819,symbol
SULT1C3,442038,symbol
SULT1C4,27233,symbol
SULT1E1,6783,symbol
SULT2B1,6820,symbol
SULT4A1,25830,symbol
SUMF1,285362,symbol
SUMF2,25870,symbol
SUMO1,7341,symbol
SUMO2,6613,symbol
SUN2,25777,symbol
SUPT16H,11198,symbol
SUPT20H,55578,symbol
SUPT3H,8464,symbol
SUPT4H1,6827,symbol
SUPT5H,6829,symbol
SUPT6H,6830,symbol
SUPT7L,9913,symbol
SUPV3L1,6832,symbol
SURF2,6835,symbol
SURF4,6836,symbol
SURF6,6838,symbol
SUSD1,64420,symbol
SUSD2,56241,symbol
SUSD3,203328,symbol
SUSD4,55061,symbol
SUSD5,26032,symbol
SUSD6,9766,symbol
SUV39H1,6839,symbol
SUV39H2,79723,symbol
SUZ12,23512,symbol
SV2B,9899,symbol
SV2C,22987,symbol
SVIL,6840,symbol
SVOPL,136306,symbol
SWT1,54823,symbol
SYBU,55638,symbol
SYCE1,93426,symbol
SYCE1L,100130958,symbol
SYCE2,256126,symbol
SYCP2L,221711,symbol
SYDE1,85360,symbol
SYDE2,84144,symbol
SYF2,25949,symbol
SYK,6850,symbol
SYMPK,8189,symbol
SYN1,6853,symbol
SYN2,6854,symbol
SYN3,8224,symbol
SYNC,81493,symbol
SYNDIG1,79953,symbol
SYNE1,23345,symbol
SYNE2,23224,symbol
SYNE3,161176,symbol
SYNE4,163183,symbol
SYNGR1,9145,symbol
SYNGR2,9144,symbol
SYNJ2,8871,symbol
SYNM,23336,symbol
SYNPO,11346,symbol
SYNPO2,171024,symbol
SYNPO2L,79933,symbol
SYNPR,132204,symbol
SYNRG,11276,symbol
SYPL1,6856,symbol
SYPL2,284612,symbol
SYS1,90196,symbol
SYT1,6857,symbol
SYT10,341359,symbol
SYT11,23208,symbol
SYT12,91683,symbol
SYT13,57586,symbol
SYT14,255928,symbol
SYT16,83851,symbol
SYT17,51760,symbol
SYT2,127833,symbol
SYT3,84258,symbol
SYT4,6860,symbol
SYT5,6861,symbol
SYT6,148281,symbol
SYT7,9066,symbol
SYT8,90019,symbol
SYT9,143425,symbol
SYTL1,84958,symbol
SYTL2,54843,symbol
SYTL3,94120,symbol
SYTL4,94121,symbol
SYTL5,94122,symbol
SYVN1,84447,symbol
TAB1,10454,symbol
TAB2,23118,symbol
TAB3,257397,symbol
TAC1,6863,symbol
TAC3,6866,symbol
TAC4,255061,symbol
TACC1,6867,symbol
TACC2,10579,symbol
TACC3,10460,symbol
TACO1,51204,symbol
TACR1,6869,symbol
TACR2,6865,symbol
TACR3,6870,symbol
TACSTD2,4070,symbol
TADA2A,6871,symbol
TADA2B,93624,symbol
TADA3,10474,symbol
TAF1,6872,symbol
TAF10,6881,symbol
TAF11,6882,symbol
TAF1A,9015,symbol
TAF1B,9014,symbol
TAF1D,79101,symbol
TAF2,6873,symbol
TAF3,83860,symbol
TAF4,6874,symbol
TAF4B,6875,symbol
TAF5,6877,symbol
TAF5L,27097,symbol
TAF6L,10629,symbol
TAF7,6879,symbol
TAF7L,54457,symbol
TAF8,129685,symbol
TAF9B,51616,symbol
TAFA1,407738,symbol
TAFA2,338811,symbol
TAFA4,151647,symbol
TAFA5,25817,symbol
TAGLN,6876,symbol
TAGLN2,8407,symbol
TAGLN3,29114,symbol
TAL1,6886,symbol
TAL2,6887,symbol
TALDO1,6888,symbol
TAMM41,132001,symbol
TANC1,85461,symbol
TANC2,26115,symbol
TANGO2,128989,symbol
TANGO6,79613,symbol
TANK,10010,symbol
TAOK2,9344,symbol
TAOK3,51347,symbol
TAPBPL,55080,symbol
TAPT1,202018,symbol
TARM1,441864,symbol
TAS1R1,80835,symbol
TAS1R3,83756,symbol
TAS2R1,50834,symbol
TAS2R40,259286,symbol
TASOR,23272,symbol
TASOR2,54906,symbol
TATDN1,83940,symbol
TATDN2,9797,symbol
TATDN3,128387,symbol
TAZ,6901,alias
TBC1D1,23216,symbol
TBC1D10A,83874,symbol
TBC1D10B,26000,symbol
TBC1D10C,374403,symbol
TBC1D12,23232,symbol
TBC1D13,54662,symbol
TBC1D14,57533,symbol
TBC1D15,64786,symbol
TBC1D16,125058,symbol
TBC1D17,79735,symbol
TBC1D19,55296,symbol
TBC1D2,55357,symbol
TBC1D22A,25771,symbol
TBC1D22B,55633,symbol
TBC1D23,55773,symbol
TBC1D25,4943,symbol
TBC1D2B,23102,symbol
TBC1D30,23329,symbol
TBC1D31,93594,symbol
TBC1D32,221322,symbol
TBC1D3B,414059,symbol
TBC1D3L,101060376,symbol
TBC1D4,9882,symbol
TBC1D5,9779,symbol
TBC1D7,51256,symbol
TBC1D8,11138,symbol
TBC1D9,23158,symbol
TBC1D9B,23061,symbol
TBCA,6902,symbol
TBCC,6903,symbol
TBCD,6904,symbol
TBCE,6905,symbol
TBCEL,219899,symbol
TBCK,93627,symbol
TBL1X,6907,symbol
TBL1XR1,79718,symbol
TBL1Y,90665,symbol
TBL3,10607,symbol
TBPL1,9519,symbol
TBPL2,387332,symbol
TBRG1,84897,symbol
TBX1,6899,symbol
TBX15,6913,symbol
TBX18,9096,symbol
TBX2,6909,symbol
TBX20,57057,symbol
TBX21,30009,symbol
TBX22,50945,symbol
TBX3,6926,symbol
TBX5,6910,symbol
TBX6,6911,symbol
TBXA2R,6915,symbol
TBXAS1,6916,symbol
TBXT,6862,symbol
TC2N,123036,symbol
TCAF1,9747,symbol
TCAF2,285966,symbol
TCAIM,285343,symbol
TCEA1,6917,symbol
TCEA2,6919,symbol
TCEAL1,9338,symbol
TCEAL2,140597,symbol
TCEAL3,85012,symbol
TCEAL4,79921,symbol
TCEAL5,340543,symbol
TCEAL7,56849,symbol
TCEAL8,90843,symbol
TCEAL9,51186,symbol
TCEANC,170082,symbol
TCERG1,10915,symbol
TCERG1L,256536,symbol
TCF12,6938,symbol
TCF15,6939,symbol
TCF19,6941,symbol
TCF20,6942,symbol
TCF21,6943,symbol
TCF24,100129654,symbol
TCF25,22980,symbol
TCF4,6925,symbol
TCF7,6932,symbol
TCF7L1,83439,symbol
TCF7L2,6934,symbol
TCHH,7062,symbol
TCIM,56892,symbol
TCIRG1,10312,symbol
TCL1A,8115,symbol
TCN1,6947,symbol
TCN2,6948,symbol
TCOF1,6949,symbol
TCP10L,140290,symbol
TCP11L2,255394,symbol
TCTA,6988,symbol
TCTE1,202500,symbol
TCTE3,6991,alias
TCTEX1D1,200132,alias
TCTEX1D2,255758,alias
TCTN2,79867,symbol
TCTN3,26123,symbol
TDO2,6999,symbol
TDRD1,56165,symbol
TDRD10,126668,symbol
TDRD12,91646,symbol
TDRD3,81550,symbol
TDRD6,221400,symbol
TDRD9,122402,symbol
TDRKH,11022,symbol
TEAD1,7003,symbol
TEAD3,7005,symbol
TEAD4,7004,symbol
TEC,7006,symbol
TECPR2,9895,symbol
TECR,9524,symbol
TECRL,253017,symbol
TECTA,7007,symbol
TEDC1,283643,symbol
TEDC2,80178,symbol
TEF,7008,symbol
TEFM,79736,symbol
TEK,7010,symbol
TEKT1,83659,symbol
TEKT3,64518,symbol
TEKT5,146279,symbol
TEN1,100134934,symbol
TENM1,10178,symbol
TENM2,57451,symbol
TENM3,55714,symbol
TENM4,26011,symbol
TENT2,167153,symbol
TENT4A,11044,symbol
TENT4B,64282,symbol
TENT5A,55603,symbol
TENT5B,115572,symbol
TENT5C,54855,symbol
TENT5D,169966,symbol
TEPSIN,146705,symbol
TERB1,283847,symbol
TERF1,7013,symbol
TERF2,7014,symbol
TES,26136,symbol
TESC,54997,symbol
TESK1,7016,symbol
TESK2,10420,symbol
TESMIN,9633,symbol
TESPA1,9840,symbol
TET1,80312,symbol
TET2,54790,symbol
TET3,200424,symbol
TEX10,54881,symbol
TEX11,56159,symbol
TEX12,56158,symbol
TEX14,56155,symbol
TEX15,56154,symbol
TEX2,55852,symbol
TEX22,647310,symbol
TEX26,122046,symbol
TEX264,51368,symbol
TEX29,121793,symbol
TEX30,93081,symbol
TEX36,387718,symbol
TEX38,374973,symbol
TEX46,729059,symbol
TEX52,101929469,symbol
TEX55,152405,symbol
TEX9,374618,symbol
TF,7018,symbol
TFAM,7019,symbol
TFAP2A,7020,symbol
TFAP2B,7021,symbol
TFAP2C,7022,symbol
TFAP2E,339488,symbol
TFB2M,64216,symbol
TFCP2L1,29842,symbol
TFE3,7030,symbol
TFEB,7942,symbol
TFEC,22797,symbol
TFF2,7032,symbol
TFF3,7033,symbol
TFPI,7035,symbol
TFPI2,7980,symbol
TFPT,29844,symbol
TFR2,7036,symbol
TFRC,7037,symbol
TG,7038,symbol
TGDS,23483,symbol
TGFA,7039,symbol
TGFB1,7040,symbol
TGFB1I1,7041,symbol
TGFB2,7042,symbol
TGFB3,7043,symbol
TGFBI,7045,symbol
TGFBR1,7046,symbol
TGFBR2,7048,symbol
TGFBR3,7049,symbol
TGFBR3L,100507588,symbol
TGIF1,7050,symbol
TGIF2,60436,symbol
TGM1,7051,symbol
TGM2,7052,symbol
TGM3,7053,symbol
TGM4,7047,symbol
TGM5,9333,symbol
TH,7054,symbol
THADA,63892,symbol
THBD,7056,symbol
THBS1,7057,symbol
THBS2,7058,symbol
THBS3,7059,symbol
THBS4,7060,symbol
THEM4,117145,symbol
THEM5,284486,symbol
THEM6,51337,symbol
THEMIS,387357,symbol
THEMIS2,9473,symbol
THG1L,54974,symbol
THNSL1,79896,symbol
THOC2,57187,symbol
THOC3,84321,symbol
THOC5,8563,symbol
THOC6,79228,symbol
THOC7,80145,symbol
THRA,7067,symbol
THRB,7068,symbol
THSD1,55901,symbol
THSD4,79875,symbol
THSD7A,221981,symbol
THSD7B,80731,symbol
THSD8,111644133,symbol
THUMPD2,80745,symbol
THY1,7070,symbol
THYN1,29087,symbol
TIAL1,7073,symbol
TIAM1,7074,symbol
TIAM2,26230,symbol
TICAM1,148022,symbol
TICAM2,353376,symbol
TIE1,7075,symbol
TIFA,92610,symbol
TIFAB,497189,symbol
TIGAR,57103,symbol
TIGD2,166815,symbol
TIGD4,201798,symbol
TIGD5,84948,symbol
TIGD6,81789,symbol
TIGD7,91151,symbol
TIGIT,201633,symbol
TIMD4,91937,symbol
TIMELESS,8914,symbol
TIMM10,26519,symbol
TIMM13,26517,symbol
TIMM17A,10440,symbol
TIMM17B,10245,symbol
TIMM21,29090,symbol
TIMM22,29928,symbol
TIMM23,100287932,symbol
TIMM50,92609,symbol
TIMM8B,26521,symbol
TIMM9,26520,symbol
TIMMDC1,51300,symbol
TINAGL1,64129,symbol
TINCR,257000,symbol
TINF2,26277,symbol
TK1,7083,symbol
TK2,7084,symbol
TKFC,26007,symbol
TKT,7086,symbol
TKTL1,8277,symbol
TLCD1,116238,symbol
TLCD2,727910,symbol
TLCD3A,79850,symbol
TLCD3B,83723,symbol
TLCD4,148534,symbol
TLDC2,140711,symbol
TLE1,7088,symbol
TLE2,7089,symbol
TLE3,7090,symbol
TLE4,7091,symbol
TLE5,166,symbol
TLE7,102723796,symbol
TLK1,9874,symbol
TLK2,11011,symbol
TLL1,7092,symbol
TLL2,7093,symbol
TLN1,7094,symbol
TLN2,83660,symbol
TLNRD1,59274,symbol
TLR1,7096,symbol
TLR10,81793,symbol
TLR2,7097,symbol
TLR3,7098,symbol
TLR4,7099,symbol
TLR5,7100,symbol
TLR7,51284,symbol
TLR8,51311,symbol
TLR9,54106,symbol
TLX1,3195,symbol
TLX3,30012,symbol
TM2D2,83877,symbol
TM2D3,80213,symbol
TM4SF1,4071,symbol
TM4SF18,116441,symbol
TM4SF19,116211,symbol
TM4SF20,79853,symbol
TM4SF4,7104,symbol
TM6SF1,53346,symbol
TM7SF2,7108,symbol
TM9SF2,9375,symbol
TM9SF3,56889,symbol
TM9SF4,9777,symbol
TMA7,51372,symbol
TMBIM1,64114,symbol
TMBIM4,51643,symbol
TMBIM6,7009,symbol
TMC1,117531,symbol
TMC2,117532,symbol
TMC3,342125,symbol
TMC4,147798,symbol
TMC5,79838,symbol
TMC6,11322,symbol
TMC8,147138,symbol
TMCC1,23023,symbol
TMCC2,9911,symbol
TMCC3,57458,symbol
TMCO1,54499,symbol
TMCO3,55002,symbol
TMCO4,255104,symbol
TMCO6,55374,symbol
TMED1,11018,symbol
TMED2,10959,symbol
TMED3,23423,symbol
TMED5,50999,symbol
TMED6,146456,symbol
TMED7,51014,symbol
TMED8,283578,symbol
TMED9,54732,symbol
TMEFF1,8577,symbol
TMEFF2,23671,symbol
TMEM100,55273,symbol
TMEM101,84336,symbol
TMEM102,284114,symbol
TMEM104,54868,symbol
TMEM106A,113277,symbol
TMEM106B,54664,symbol
TMEM106C,79022,symbol
TMEM107,84314,symbol
TMEM108,66000,symbol
TMEM109,79073,symbol
TMEM114,283953,symbol
TMEM117,84216,symbol
TMEM119,338773,symbol
TMEM120A,83862,symbol
TMEM120B,144404,symbol
TMEM121,80757,symbol
TMEM121B,27439,symbol
TMEM123,114908,symbol
TMEM126B,55863,symbol
TMEM127,55654,symbol
TMEM128,85013,symbol
TMEM129,92305,symbol
TMEM130,222865,symbol
TMEM131,23505,symbol
TMEM131L,23240,symbol
TMEM132A,54972,symbol
TMEM132B,114795,symbol
TMEM132C,92293,symbol
TMEM132D,121256,symbol
TMEM132E,124842,symbol
TMEM134,80194,symbol
TMEM135,65084,symbol
TMEM138,51524,symbol
TMEM139,135932,symbol
TMEM140,55281,symbol
TMEM141,85014,symbol
TMEM143,55260,symbol
TMEM144,55314,symbol
TMEM145,284339,symbol
TMEM147,10430,symbol
TMEM14A,28978,symbol
TMEM14B,81853,symbol
TMEM150A,129303,symbol
TMEM150C,441027,symbol
TMEM151B,441151,symbol
TMEM154,201799,symbol
TMEM156,80008,symbol
TMEM158,25907,symbol
TMEM160,54958,symbol
TMEM161A,54929,symbol
TMEM161B,153396,symbol
TMEM163,81615,symbol
TMEM164,84187,symbol
TMEM165,55858,symbol
TMEM167A,153339,symbol
TMEM168,64418,symbol
TMEM169,92691,symbol
TMEM17,200728,symbol
TMEM170B,100113407,symbol
TMEM171,134285,symbol
TMEM173,340061,alias
TMEM176A,55365,symbol
TMEM176B,28959,symbol
TMEM177,80775,symbol
TMEM178A,130733,symbol
TMEM178B,100507421,symbol
TMEM179,388021,symbol
TMEM18,129787,symbol
TMEM181,57583,symbol
TMEM182,130827,symbol
TMEM183A,92703,symbol
TMEM184A,202915,symbol
TMEM184B,25829,symbol
TMEM184C,55751,symbol
TMEM185A,84548,symbol
TMEM185B,79134,symbol
TMEM186,25880,symbol
TMEM19,55266,symbol
TMEM190,147744,symbol
TMEM191B,728229,symbol
TMEM191C,645426,symbol
TMEM192,201931,symbol
TMEM196,256130,symbol
TMEM199,147007,symbol
TMEM200A,114801,symbol
TMEM200B,399474,symbol
TMEM200C,645369,symbol
TMEM201,199953,symbol
TMEM203,94107,symbol
TMEM204,79652,symbol
TMEM205,374882,symbol
TMEM208,29100,symbol
TMEM209,84928,symbol
TMEM213,155006,symbol
TMEM215,401498,symbol
TMEM216,51259,symbol
TMEM217,221468,symbol
TMEM218,219854,symbol
TMEM219,124446,symbol
TMEM221,100130519,symbol
TMEM223,79064,symbol
TMEM225B,100289187,symbol
TMEM229B,161145,symbol
TMEM230,29058,symbol
TMEM231,79583,symbol
TMEM232,642987,symbol
TMEM233,387890,symbol
TMEM236,653567,symbol
TMEM238,388564,symbol
TMEM238L,100289255,symbol
TMEM240,339453,symbol
TMEM241,85019,symbol
TMEM242,729515,symbol
TMEM243,79161,symbol
TMEM244,253582,symbol
TMEM245,23731,symbol
TMEM246,84302,alias
TMEM248,55069,symbol
TMEM249,340393,symbol
TMEM25,84866,symbol
TMEM250,90120,symbol
TMEM252,169693,symbol
TMEM253,643382,symbol
TMEM254,80195,symbol
TMEM255A,55026,symbol
TMEM255B,348013,symbol
TMEM256,254863,symbol
TMEM259,91304,symbol
TMEM26,219623,symbol
TMEM260,54916,symbol
TMEM262,100130348,symbol
TMEM266,123591,symbol
TMEM267,64417,symbol
TMEM268,203197,symbol
TMEM269,100129924,symbol
TMEM271,112441426,symbol
TMEM272,283521,symbol
TMEM273,170371,symbol
TMEM30A,55754,symbol
TMEM31,203562,symbol
TMEM35A,59353,symbol
TMEM35B,100506144,symbol
TMEM37,140738,symbol
TMEM38A,79041,symbol
TMEM38B,55151,symbol
TMEM39B,55116,symbol
TMEM40,55287,symbol
TMEM41A,90407,symbol
TMEM43,79188,symbol
TMEM44,93109,symbol
TMEM45A,55076,symbol
TMEM45B,120224,symbol
TMEM50A,23585,symbol
TMEM50B,757,symbol
TMEM51,55092,symbol
TMEM52,339456,symbol
TMEM52B,120939,symbol
TMEM53,79639,symbol
TMEM59,9528,symbol
TMEM59L,25789,symbol
TMEM60,85025,symbol
TMEM61,199964,symbol
TMEM62,80021,symbol
TMEM63A,9725,symbol
TMEM63B,55362,symbol
TMEM63C,57156,symbol
TMEM64,169200,symbol
TMEM65,157378,symbol
TMEM69,51249,symbol
TMEM70,54968,symbol
TMEM71,137835,symbol
TMEM72,643236,symbol
TMEM74,157753,symbol
TMEM74B,55321,symbol
TMEM79,84283,symbol
TMEM86B,255043,symbol
TMEM87B,84910,symbol
TMEM88,92162,symbol
TMEM88B,643965,symbol
TMEM8A,58986,alias
TMEM8B,51754,symbol
TMEM9,252839,symbol
TMEM91,641649,symbol
TMEM94,9772,symbol
TMEM97,27346,symbol
TMEM98,26022,symbol
TMF1,7110,symbol
TMIE,259236,symbol
TMIGD2,126259,symbol
TMIGD3,57413,symbol
TMOD1,7111,symbol
TMOD2,29767,symbol
TMOD3,29766,symbol
TMPO,7112,symbol
TMPRSS11A,339967,symbol
TMPRSS11D,9407,symbol
TMPRSS11E,28983,symbol
TMPRSS11F,389208,symbol
TMPRSS12,283471,symbol
TMPRSS13,84000,symbol
TMPRSS15,5651,symbol
TMPRSS2,7113,symbol
TMPRSS3,64699,symbol
TMPRSS4,56649,symbol
TMPRSS5,80975,symbol
TMPRSS6,164656,symbol
TMPRSS9,360200,symbol
TMSB10,9168,symbol
TMSB15A,11013,symbol
TMSB15B,286527,symbol
TMSB4X,7114,symbol
TMSB4Y,9087,symbol
TMTC1,83857,symbol
TMTC2,160335,symbol
TMUB1,83590,symbol
TMUB2,79089,symbol
TMX1,81542,symbol
TMX2,51075,symbol
TMX3,54495,symbol
TMX4,56255,symbol
TNC,3371,symbol
TNF,7124,symbol
TNFAIP8L1,126282,symbol
TNFAIP8L3,388121,symbol
TNFRSF10A,8797,symbol
TNFRSF10B,8795,symbol
TNFRSF10C,8794,symbol
TNFRSF10D,8793,symbol
TNFRSF11A,8792,symbol
TNFRSF11B,4982,symbol
TNFRSF12A,51330,symbol
TNFRSF13B,23495,symbol
TNFRSF13C,115650,symbol
TNFRSF14,8764,symbol
TNFRSF17,608,symbol
TNFRSF18,8784,symbol
TNFRSF19,55504,symbol
TNFRSF1A,7132,symbol
TNFRSF1B,7133,symbol
TNFRSF21,27242,symbol
TNFRSF25,8718,symbol
TNFRSF4,7293,symbol
TNFRSF6B,8771,symbol
TNFRSF8,943,symbol
TNFRSF9,3604,symbol
TNFSF10,8743,symbol
TNFSF11,8600,symbol
TNFSF12,8742,symbol
TNFSF13,8741,symbol
TNFSF13B,10673,symbol
TNFSF14,8740,symbol
TNFSF15,9966,symbol
TNFSF18,8995,symbol
TNFSF4,7292,symbol
TNFSF8,944,symbol
TNFSF9,8744,symbol
TNIK,23043,symbol
TNK1,8711,symbol
TNK2,10188,symbol
TNKS,8658,symbol
TNKS2,80351,symbol
TNMD,64102,symbol
TNN,63923,symbol
TNNC1,7134,symbol
TNNC2,7125,symbol
TNNI1,7135,symbol
TNNI2,7136,symbol
TNNI3,7137,symbol
TNNI3K,51086,symbol
TNNT1,7138,symbol
TNNT2,7139,symbol
TNNT3,7140,symbol
TNPO1,3842,symbol
TNPO3,23534,symbol
TNR,7143,symbol
TNRC18,84629,symbol
TNRC6A,27327,symbol
TNRC6B,23112,symbol
TNRC6C,57690,symbol
TNS1,7145,symbol
TNS2,23371,symbol
TNS3,64759,symbol
TNS4,84951,symbol
TNXB,7148,symbol
TOB1,10140,symbol
TOE1,114034,symbol
TOGARAM1,23116,symbol
TOGARAM2,165186,symbol
TOM1L1,10040,symbol
TOMM20,9804,symbol
TOMM22,56993,symbol
TOMM34,10953,symbol
TOMM40,10452,symbol
TOMM40L,84134,symbol
TOMM5,401505,symbol
TOMM6,100188893,symbol
TOMM7,54543,symbol
TOMM70,9868,symbol
TONSL,4796,symbol
TOP1MT,116447,symbol
TOP2A,7153,symbol
TOP3A,7156,symbol
TOP3B,8940,symbol
TOPORS,10210,symbol
TOR1A,1861,symbol
TOR1B,27348,symbol
TOR2A,27433,symbol
TOR3A,64222,symbol
TOR4A,54863,symbol
TOX,9760,symbol
TOX2,84969,symbol
TOX3,27324,symbol
TOX4,9878,symbol
TP53I11,9537,symbol
TP53I3,9540,symbol
TP53RK,112858,symbol
TP53TG3D,729264,symbol
TP53TG5,27296,symbol
TPBG,7162,symbol
TPCN1,53373,symbol
TPCN2,219931,symbol
TPD52,7163,symbol
TPD52L1,7164,symbol
TPGS1,91978,symbol
TPGS2,25941,symbol
TPH1,7166,symbol
TPH2,121278,symbol
TPI1,7167,symbol
TPK1,27010,symbol
TPM1,7168,symbol
TPM2,7169,symbol
TPM3,7170,symbol
TPM4,7171,symbol
TPO,7173,symbol
TPR,7175,symbol
TPRA1,131601,symbol
TPRG1,285386,symbol
TPRKB,51002,symbol
TPRN,286262,symbol
TPSAB1,7177,symbol
TPSB2,64499,symbol
TPSD1,23430,symbol
TPST1,8460,symbol
TPST2,8459,symbol
TPT1,7178,symbol
TPTE2,93492,symbol
TPX2,22974,symbol
TRA2A,29896,symbol
TRA2B,6434,symbol
TRABD2A,129293,symbol
TRABD2B,388630,symbol
TRAF1,7185,symbol
TRAF2,7186,symbol
TRAF3,7187,symbol
TRAF5,7188,symbol
TRAF7,84231,symbol
TRAFD1,10906,symbol
TRAK1,22906,symbol
TRAK2,66008,symbol
TRAM1L1,133022,symbol
TRAM2,9697,symbol
TRANK1,9881,symbol
TRAPPC1,58485,symbol
TRAPPC10,7109,symbol
TRAPPC11,60684,symbol
TRAPPC12,51112,symbol
TRAPPC2L,51693,symbol
TRAPPC3,27095,symbol
TRAPPC3L,100128327,symbol
TRAPPC4,51399,symbol
TRAPPC5,126003,symbol
TRAPPC6A,79090,symbol
TRAPPC8,22878,symbol
TRAPPC9,83696,symbol
TRARG1,286753,symbol
TRAT1,50852,symbol
TRBV11-2,28581,symbol
TRDMT1,1787,symbol
TRDN,10345,symbol
TREH,11181,symbol
TREM1,54210,symbol
TREM2,54209,symbol
TREML1,340205,symbol
TREML2,79865,symbol
TREML4,285852,symbol
TRERF1,55809,symbol
TREX2,11219,symbol
TRH,7200,symbol
TRHDE,29953,symbol
TRIB1,10221,symbol
TRIB2,28951,symbol
TRIB3,57761,symbol
TRIL,9865,symbol
TRIM10,10107,symbol
TRIM11,81559,symbol
TRIM13,10206,symbol
TRIM14,9830,symbol
TRIM16,10626,symbol
TRIM17,51127,symbol
TRIM2,23321,symbol
TRIM22,10346,symbol
TRIM23,373,symbol
TRIM24,8805,symbol
TRIM25,7706,symbol
TRIM26,7726,symbol
TRIM27,5987,symbol
TRIM28,10155,symbol
TRIM29,23650,symbol
TRIM3,10612,symbol
TRIM31,11074,symbol
TRIM33,51592,symbol
TRIM34,53840,symbol
TRIM36,55521,symbol
TRIM37,4591,symbol
TRIM38,10475,symbol
TRIM4,89122,symbol
TRIM40,135644,symbol
TRIM41,90933,symbol
TRIM45,80263,symbol
TRIM46,80128,symbol
TRIM47,91107,symbol
TRIM5,85363,symbol
TRIM50,135892,symbol
TRIM52,84851,symbol
TRIM54,57159,symbol
TRIM55,84675,symbol
TRIM56,81844,symbol
